,Date,Open,High,Low,Close,Adj Close,Volume,stop_loss
0,2024-09-26,34.400001525878906,34.72999954223633,33.939998626708984,33.939998626708984,33.68056106567383,388800,-0.04521928326918005
1,2024-09-27,34.290000915527344,34.7400016784668,34.09000015258789,34.369998931884766,34.10727310180664,455200,-0.04521928326918005
2,2024-09-30,34.33000183105469,34.970001220703125,34.0099983215332,34.84000015258789,34.57368469238281,526100,-0.04521928326918005
3,2024-10-01,34.650001525878906,34.7400016784668,33.72999954223633,33.9900016784668,33.73018264770508,448200,-0.04521928326918005
4,2024-10-02,33.84000015258789,34.119998931884766,33.56999969482422,33.81999969482422,33.56148147583008,344400,-0.04521928326918005
5,2024-10-03,33.540000915527344,33.56999969482422,32.88999938964844,33.33000183105469,33.075225830078125,296700,-0.04521928326918005
6,2024-10-04,33.880001068115234,34.0,33.540000915527344,33.9900016784668,33.73018264770508,260700,-0.04521928326918005
7,2024-10-07,33.779998779296875,34.439998626708984,33.77000045776367,34.15999984741211,33.89888000488281,417300,-0.04521928326918005
8,2024-10-08,34.189998626708984,34.2599983215332,33.7400016784668,34.22999954223633,33.968345642089844,585300,-0.04521928326918005
9,2024-10-09,34.08000183105469,35.27000045776367,34.08000183105469,35.11000061035156,34.84162139892578,678200,-0.04521928326918005
10,2024-10-10,34.970001220703125,35.650001525878906,34.75,35.459999084472656,35.188941955566406,482900,-0.04521928326918005
11,2024-10-11,35.56999969482422,36.70000076293945,35.56999969482422,35.97999954223633,35.7049674987793,607000,-0.04521928326918005
12,2024-10-14,35.790000915527344,36.689998626708984,35.25,36.630001068115234,36.35000228881836,390900,-0.04521928326918005
13,2024-10-15,36.220001220703125,36.45000076293945,35.209999084472656,35.209999084472656,35.209999084472656,1021400,-0.04521928326918005
14,2024-10-16,35.630001068115234,36.29999923706055,35.599998474121094,35.77000045776367,35.77000045776367,522100,-0.04521928326918005
15,2024-10-17,35.72999954223633,35.72999954223633,34.97999954223633,35.20000076293945,35.20000076293945,375600,-0.04521928326918005
16,2024-10-18,35.5099983215332,35.70000076293945,35.279998779296875,35.34000015258789,35.34000015258789,326900,-0.04521928326918005
17,2024-10-21,34.709999084472656,35.349998474121094,34.189998626708984,34.189998626708984,34.189998626708984,611400,-0.04521928326918005
18,2024-10-22,34.38999938964844,34.810001373291016,33.970001220703125,34.779998779296875,34.779998779296875,381400,-0.04521928326918005
19,2024-10-23,34.68000030517578,34.93000030517578,34.560001373291016,34.7599983215332,34.7599983215332,362100,-0.04521928326918005
20,2024-10-24,35.029998779296875,35.790000915527344,35.0099983215332,35.7599983215332,35.7599983215332,534400,-0.04521928326918005
21,2024-10-25,35.97999954223633,36.099998474121094,35.43000030517578,35.439998626708984,35.439998626708984,390400,-0.04521928326918005
22,2024-10-28,35.720001220703125,36.400001525878906,35.689998626708984,36.150001525878906,36.150001525878906,450700,-0.04521928326918005
23,2024-10-29,35.939998626708984,35.9900016784668,35.52000045776367,35.63999938964844,35.63999938964844,315800,-0.04521928326918005
24,2024-10-30,35.52000045776367,36.11000061035156,35.52000045776367,35.72999954223633,35.72999954223633,468900,-0.04521928326918005
25,2024-10-31,34.540000915527344,35.79999923706055,34.27000045776367,34.279998779296875,34.279998779296875,435600,-0.04521928326918005
26,2024-11-01,34.459999084472656,34.5099983215332,32.470001220703125,32.58000183105469,32.58000183105469,704800,-0.04521928326918005
27,2024-11-04,32.29999923706055,33.33000183105469,32.2599983215332,33.0099983215332,33.0099983215332,370700,-0.04521928326918005
28,2024-11-05,32.880001068115234,33.95000076293945,32.880001068115234,33.79999923706055,33.79999923706055,352400,-0.04521928326918005
29,2024-11-06,35.9900016784668,37.540000915527344,35.7400016784668,37.0,37.0,993700,-0.04521928326918005
30,2024-11-07,36.90999984741211,37.349998474121094,36.38999938964844,36.86000061035156,36.86000061035156,703800,-0.04521928326918005
31,2024-11-08,36.869998931884766,37.529998779296875,36.810001373291016,37.13999938964844,37.13999938964844,662400,-0.04521928326918005
32,2024-11-11,37.70000076293945,38.36000061035156,37.52000045776367,38.20000076293945,38.20000076293945,610100,-0.04521928326918005
33,2024-11-12,38.16999816894531,38.689998626708984,38.0,38.279998779296875,38.279998779296875,1733900,-0.04521928326918005
34,2024-11-13,38.5,38.5099983215332,37.66999816894531,37.869998931884766,37.869998931884766,470300,-0.04521928326918005
35,2024-11-14,38.189998626708984,38.380001068115234,36.880001068115234,37.369998931884766,37.369998931884766,387900,-0.04521928326918005
36,2024-11-15,37.79999923706055,37.869998931884766,36.849998474121094,37.220001220703125,37.220001220703125,376000,-0.04521928326918005
37,2024-11-18,37.130001068115234,37.599998474121094,37.099998474121094,37.439998626708984,37.439998626708984,399500,-0.04521928326918005
38,2024-11-19,37.09000015258789,38.0,37.09000015258789,37.97999954223633,37.97999954223633,304200,-0.04521928326918005
39,2024-11-20,37.959999084472656,38.15999984741211,36.619998931884766,37.04999923706055,37.04999923706055,537400,-0.04521928326918005
40,2024-11-21,37.150001525878906,37.72999954223633,36.959999084472656,37.16999816894531,37.16999816894531,456400,-0.04521928326918005
41,2024-11-22,37.369998931884766,37.95000076293945,37.2400016784668,37.54999923706055,37.54999923706055,645900,-0.04521928326918005
42,2024-11-25,37.869998931884766,38.540000915527344,37.86000061035156,37.869998931884766,37.869998931884766,552100,-0.04521928326918005
43,2024-11-26,37.459999084472656,37.869998931884766,37.13999938964844,37.68000030517578,37.68000030517578,462800,-0.04521928326918005
44,2024-11-27,37.81999969482422,38.06999969482422,37.43000030517578,37.45000076293945,37.45000076293945,336400,-0.04521928326918005
45,2024-11-29,37.86000061035156,38.099998474121094,37.599998474121094,37.70000076293945,37.70000076293945,248000,-0.04521928326918005
46,2024-12-02,37.689998626708984,38.099998474121094,37.06999969482422,37.66999816894531,37.66999816894531,405400,-0.04521928326918005
47,2024-12-03,37.779998779296875,37.790000915527344,37.18000030517578,37.349998474121094,37.349998474121094,351000,-0.04521928326918005
48,2024-12-04,37.11000061035156,37.72999954223633,37.040000915527344,37.540000915527344,37.540000915527344,332400,-0.04521928326918005
49,2024-12-05,37.5099983215332,37.83000183105469,37.290000915527344,37.349998474121094,37.349998474121094,312100,-0.04521928326918005
50,2024-12-06,37.88999938964844,38.099998474121094,37.38999938964844,37.97999954223633,37.97999954223633,435000,-0.04521928326918005
51,2024-12-09,38.2599983215332,38.459999084472656,37.279998779296875,37.36000061035156,37.36000061035156,504000,-0.04521928326918005
52,2024-12-10,37.380001068115234,38.810001373291016,36.709999084472656,38.369998931884766,38.369998931884766,500300,-0.04521928326918005
53,2024-12-11,38.88999938964844,39.0,37.880001068115234,37.90999984741211,37.90999984741211,442900,-0.04521928326918005
54,2024-12-12,37.88999938964844,37.970001220703125,37.36000061035156,37.380001068115234,37.380001068115234,313500,-0.04521928326918005
55,2024-12-13,37.279998779296875,37.709999084472656,37.220001220703125,37.31999969482422,37.31999969482422,320000,-0.04521928326918005
56,2024-12-16,37.380001068115234,37.81999969482422,37.11000061035156,37.779998779296875,37.779998779296875,420300,-0.04521928326918005
