,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher,stop_loss,adj_prediction_price_w_high_inc
27,XLC,49,38,0.7755102040816326,32,34,0.9411764705882353,-0.001807279096629751,97.26000213623047,2025-01-08,98.64713725529239,98.46885434618854,True,-0.021899546584122128,98.91844459681124
50,PLTR,49,32,0.6530612244897959,30,32,0.9375,0.0034887627380422634,68.2300033569336,2025-01-08,65.8085445318685,66.03813492987608,False,-0.126573469255354,67.18658925414633
39,CTBI,49,43,0.8775510204081632,24,27,0.8888888888888888,0.003506002039568195,51.11000061035156,2025-01-08,55.94520015716553,56.14134414302061,True,-0.12646283165023675,56.854238142242245
19,XLY,49,36,0.7346938775510204,29,33,0.8787878787878788,-0.006695384258156094,223.00999450683594,2025-01-08,225.08299880981446,223.57598164280466,True,-0.03300370868376953,224.72011960648325
28,NVDA,49,39,0.7959183673469388,25,29,0.8620689655172413,0.001791301023814964,140.11000061035156,2025-01-08,139.94300064086914,140.19368068119286,True,-0.0883448673890183,142.2441776509899
14,CSCO,49,34,0.6938775510204082,28,33,0.8484848484848485,-0.0007450793327901059,59.20000076293945,2025-01-08,58.08386372425742,58.04058663782788,False,-0.028269180837098864,58.34704475075226
20,XLF,49,37,0.7551020408163265,24,29,0.8275862068965517,0.0008637736843264837,48.4900016784668,2025-01-08,49.17139953613281,49.21387249707362,True,-0.020746834693905727,49.46892271955355
29,EA,49,37,0.7551020408163265,23,28,0.8214285714285714,0.0022273250312886796,144.1999969482422,2025-01-08,161.0734992980957,161.43226233495963,True,-0.030826699886982865,162.6380904801663
12,AMZN,49,36,0.7346938775510204,27,33,0.8181818181818182,-0.0019207035836446358,222.1300048828125,2025-01-08,201.49461779855864,201.10760636406783,False,-0.050019966759404934,202.86657263234056
4,SBUX,49,32,0.6530612244897959,17,21,0.8095238095238095,0.00605720232869459,92.5999984741211,2025-01-08,96.84390045166016,97.43050355099584,True,-0.04847312736086823,98.27306926583054
8,MA,49,35,0.7142857142857143,26,33,0.7878787878787878,-0.0007114561338111469,516.4000244140625,2025-01-08,527.0197119140626,526.6447605073819,True,-0.02163903485923141,529.8225557512784
5,VAC,49,35,0.7142857142857143,25,32,0.78125,0.004582270678485142,85.56999969482422,2025-01-08,92.93147565040049,93.35731282638166,True,-0.0869762178906617,94.52304955999463
10,HPE,49,33,0.673469387755102,21,27,0.7777777777777778,0.002476629670948345,22.030000686645508,2025-01-08,21.412999839782714,21.46603191052993,False,-0.06634023772052976,21.72201016785886
7,CMI,49,31,0.6326530612244898,21,27,0.7777777777777778,0.0020720038026060643,359.75,2025-01-08,363.1821215797603,363.9346363167121,True,-0.08840229938373555,366.79385381513373
49,DDOG,49,35,0.7142857142857143,26,34,0.7647058823529411,-0.005737231708436506,141.8800048828125,2025-01-08,145.80530235290527,144.968783548988,True,-0.0668106300151502,146.83430865851878
16,BFIN,49,37,0.7551020408163265,26,34,0.7647058823529411,-0.0039976598776756125,11.920000076293945,2025-01-08,12.81100004196167,12.759786021101018,True,-0.07388312983775658,12.893739702100438
24,XLP,49,38,0.7755102040816326,15,20,0.75,0.00024795105938782126,77.37999725341797,2025-01-08,81.26463915460057,81.28478880796972,True,-0.012485953873453973,81.67912465189842
44,TRN,49,35,0.7142857142857143,21,28,0.75,0.003515963594640941,34.81999969482422,2025-01-08,36.624999885559085,36.75377205181044,True,-0.04521928326918005,37.20531346063663
32,ARCC,49,33,0.673469387755102,26,35,0.7428571428571429,-0.00044823724139342704,22.09000015258789,2025-01-08,21.563476564918158,21.553811011667847,False,-0.019551733945504038,21.651867607397282
6,KR,49,29,0.5918367346938775,23,31,0.7419354838709677,-0.000704267386546275,58.900001525878906,2025-01-08,60.8915753564914,60.8486914058524,True,-0.07142857671735973,61.45158621874524
3,PAYX,49,37,0.7551020408163265,23,31,0.7419354838709677,-0.0027152946920699786,140.25,2025-01-08,144.00260058880644,143.6115910917834,True,-0.0651384557984556,144.71219354130258
