Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead,GradientBoosting_Predicted_Close_10d_ahead
2024-11-05,171.41000366210938,179.5800018310547,,0.009096122096660494,True,True,True,GOOG,177.96124462150382,,
2024-11-06,178.3300018310547,177.3300018310547,,0.01529197733634033,False,False,True,GOOG,174.65911854862395,,
2024-11-08,179.86000061035156,166.57000732421875,,-0.06657323090285915,False,False,True,GOOG,178.4500004058529,,
2024-11-11,181.97000122070312,169.42999267578125,,-0.03219645033782383,False,False,True,GOOG,175.06651296631728,,
2024-11-12,183.32000732421875,170.6199951171875,,-0.04030424563076448,False,False,True,GOOG,177.78550581306706,,
2024-11-13,180.49000549316406,170.82000732421875,,-0.07801556238338207,True,False,False,GOOG,185.27428485213716,,
2024-11-14,177.35000610351562,170.49000549316406,,-0.063917680262987,True,False,False,GOOG,182.1314235921711,,
2024-11-15,173.88999938964844,172.97999572753906,,-0.06453565687326232,True,False,False,GOOG,184.91351059877175,,
2024-11-18,176.8000030517578,173.02000427246094,,-0.024709365452083396,True,False,False,GOOG,177.4035330018955,,
2024-11-19,179.5800018310547,176.08999633789062,,0.00908359848568539,False,False,True,GOOG,174.50486421753945,,
2024-11-20,177.3300018310547,174.30999755859375,,-0.03189885609405571,True,False,False,GOOG,180.05349818647545,,
2024-11-21,169.24000549316406,176.49000549316406,,-0.037707787642082706,True,True,True,GOOG,183.40583372353007,,
2024-11-22,166.57000732421875,177.10000610351562,,-0.03695094872093046,True,True,True,GOOG,183.89510468682877,,
2024-11-25,169.42999267578125,186.52999877929688,,0.04634678761793051,True,True,True,GOOG,178.26785630406846,,
2024-11-26,170.6199951171875,196.7100067138672,,0.0938934301091664,True,True,True,GOOG,179.82556737198456,,
2024-11-27,170.82000732421875,193.6300048828125,,0.08167160424047103,True,True,True,GOOG,179.00997319678717,,
2024-11-29,170.49000549316406,191.3800048828125,,0.07798393952443013,True,True,True,GOOG,177.535117051227,,
2024-12-02,172.97999572753906,198.16000366210938,,0.1127057320726175,True,True,True,GOOG,178.08841812381087,,
2024-12-05,174.30999755859375,189.6999969482422,,0.06928461227254266,True,True,True,GOOG,177.40832961682128,,
2024-12-09,177.10000610351562,195.99000549316406,,0.039534268149726444,True,True,True,GOOG,188.5363585387213,,
2024-12-10,186.52999877929688,197.57000732421875,,0.11663807508711292,False,True,False,GOOG,176.93289502850385,,
2024-12-11,196.7100067138672,197.10000610351562,,0.1409659455388587,False,True,False,GOOG,172.7483689361374,,
2024-12-12,193.6300048828125,194.0399932861328,,0.05397278670317218,False,True,False,GOOG,184.10341873540216,,
2024-12-13,191.3800048828125,192.69000244140625,,0.04752068628356098,False,True,False,GOOG,183.94863697159064,,
2024-12-18,190.14999389648438,193.1300048828125,,0.03629159634792957,False,True,False,GOOG,186.3664682444941,,
2024-12-20,192.9600067138672,196.7100067138672,,0.039262011963217915,False,True,False,GOOG,189.27855001865424,,
2024-12-23,195.99000549316406,195.38999938964844,,0.11527762655816412,False,False,True,GOOG,175.1940456230953,,
2024-09-27,166.7100067138672,156.72000122070312,,-0.03223343835026306,False,False,True,DRI,,161.93988,
2024-09-30,164.1300048828125,156.94000244140625,,-0.09726682641966566,True,False,False,DRI,,173.84982,
2024-10-01,164.1199951171875,160.13999938964844,,-0.08480903521880699,True,False,False,DRI,,174.97987,
2024-10-02,162.6999969482422,162.92999267578125,,0.01742521894435623,False,True,False,DRI,,160.13953,
2024-10-04,164.83999633789062,164.58999633789062,,0.03664708424056784,False,False,True,DRI,,158.77148,
2024-10-07,159.5500030517578,164.0399932861328,,-0.12549153110413708,True,True,True,DRI,,187.57965,
2024-10-08,159.1300048828125,161.1199951171875,,6.629319605464567e-07,True,True,True,DRI,,161.11989,
2024-10-10,155.92999267578125,162.57000732421875,,-0.012271480560753643,True,True,True,DRI,,164.58977,
2024-10-11,156.72000122070312,159.9199981689453,,-0.046332921493230664,True,True,True,DRI,,167.68954,
2024-10-15,160.13999938964844,161.94000244140625,,-0.006076541724387757,True,True,True,DRI,,162.93005,
2024-10-16,162.92999267578125,160.2100067138672,,-0.03887558713638554,True,False,False,DRI,,166.69019,
2024-10-17,164.27000427246094,160.02000427246094,,-0.06393402471011785,True,False,False,DRI,,170.9495,
2024-10-21,164.0399932861328,158.77000427246094,,-0.14936980294360375,True,False,False,DRI,,186.64986,
2024-10-22,161.1199951171875,161.3800048828125,,-0.061743491766990316,True,True,True,DRI,,171.99988,
2024-10-23,162.36000061035156,170.9499969482422,,-0.09386154223058459,True,True,True,DRI,,188.6577,
2024-10-24,162.57000732421875,168.47999572753906,,-0.000947793969949276,True,True,True,DRI,,168.63983,
2024-10-25,159.9199981689453,168.44000244140625,,-0.10270724498154146,True,True,True,DRI,,187.72023,
2024-10-28,162.1999969482422,169.25,,0.05767884974709369,False,True,False,DRI,,160.02022,
2024-10-29,161.94000244140625,167.0800018310547,,-0.015728117708247377,True,True,True,DRI,,169.74985,
2024-10-30,160.2100067138672,169.67999267578125,,0.03180333718986349,True,True,True,DRI,,164.44994,
2024-11-01,159.64999389648438,166.77999877929688,,-2.012787421469269e-06,True,True,True,DRI,,166.78033,
2024-11-04,158.77000427246094,164.4499969482422,,-0.030825141616463624,True,True,True,DRI,,169.68042,
2024-11-05,161.3800048828125,160.85000610351562,,-0.025092515471960695,True,False,False,DRI,,164.99002,
2024-11-06,170.9499969482422,162.58999633789062,,0.01669379949769754,False,False,True,DRI,,159.92032,
2024-11-08,168.44000244140625,167.69000244140625,,-0.042975622453297335,True,False,False,DRI,,175.2202,
2024-11-11,169.25,175.22000122070312,,-0.06183940201342452,True,True,True,DRI,,186.76973,
2024-11-12,167.0800018310547,173.85000610351562,,0.03587116191986992,True,True,True,DRI,,167.82976,
2024-11-13,169.67999267578125,174.97999572753906,,0.02465418167424231,True,True,True,DRI,,170.7698,
2024-11-14,168.69000244140625,176.27000427246094,,0.08413328459501603,False,True,False,DRI,,162.59071,
2024-11-15,166.77999877929688,172.0,,0.026440874160874747,True,True,True,DRI,,167.56932,
2024-11-18,164.4499969482422,170.77000427246094,,0.08963942320564741,False,True,False,DRI,,156.72157,
2024-11-19,160.85000610351562,171.22000122070312,,0.016502912427868718,True,True,True,DRI,,168.44025,
2024-11-20,162.58999633789062,171.1699981689453,,0.09065979500319435,False,True,False,DRI,,156.9417,
2024-11-21,164.55999755859375,169.75,,-0.07462531625690241,True,True,True,DRI,,183.43921,
2024-11-22,167.69000244140625,168.63999938964844,,-0.014785802206767496,True,True,True,DRI,,171.1709,
2024-11-25,175.22000122070312,168.30999755859375,,-0.045158942462293676,True,False,False,DRI,,176.27017,
2024-11-26,173.85000610351562,167.8300018310547,,0.004488317142264566,False,False,True,DRI,,167.0801,
2024-11-27,174.97999572753906,164.99000549316406,,-0.10496843860448123,True,False,False,DRI,,184.33987,
2024-11-29,176.27000427246094,166.69000244140625,,0.02534212811553307,False,False,True,DRI,,162.57013,
2024-12-02,172.0,167.57000732421875,,-0.009925030355331377,False,False,True,DRI,,169.24982,
2024-12-05,171.1699981689453,183.44000244140625,,0.13668490776030148,False,True,False,DRI,,161.38158,
2024-12-09,168.63999938964844,184.7899932861328,,0.00577567054427124,True,True,True,DRI,,183.72884,
2024-12-10,168.30999755859375,186.64999389648438,,0.10784451352104772,True,True,True,DRI,,168.48032,
2024-12-11,167.8300018310547,188.66000366210938,,0.15008937268708175,False,True,False,DRI,,164.03943,
2024-12-12,164.99000549316406,187.5800018310547,,0.11448983112725884,True,True,True,DRI,,168.3102,
2024-12-13,166.69000244140625,186.77000427246094,,0.16578505317253708,False,True,False,DRI,,160.20964,
2024-12-18,159.8699951171875,187.72000122070312,,0.16704978851142935,True,True,True,DRI,,160.85004,
2024-12-20,187.58999633789062,184.33999633789062,,-0.00242801381632675,False,False,True,DRI,,184.78867,
2024-12-23,184.7899932861328,183.72999572753906,,0.07306500935472952,False,False,True,DRI,,171.21982,
2024-09-27,132.99000549316406,138.88999938964844,,-0.024255795860155045,True,True,True,PAYX,142.34263324380714,,
2024-09-30,134.19000244140625,142.35000610351562,,-0.00240591033143868,True,True,True,PAYX,142.69331342050123,,
2024-10-01,140.7899932861328,142.3000030517578,,-0.01845004360891535,True,True,True,PAYX,144.97479432932744,,
2024-10-02,140.75999450683594,142.27999877929688,,-0.0007805788364478036,True,True,True,PAYX,142.39114629459198,,
2024-10-04,138.64999389648438,141.52999877929688,,-0.011771241185863294,True,True,True,PAYX,143.2158268184092,,
2024-10-07,137.44000244140625,141.08999633789062,,-0.012460495461060081,True,True,True,PAYX,142.87023019272772,,
2024-10-08,138.16000366210938,141.33999633789062,,-0.010287679591865863,True,True,True,PAYX,142.80917133536877,,
2024-10-10,139.2899932861328,141.67999267578125,,-0.005078911749498345,True,True,True,PAYX,142.4032461960531,,
2024-10-11,138.88999938964844,140.3300018310547,,-0.013949564810247353,True,True,True,PAYX,142.31523745948147,,
2024-10-15,142.3000030517578,141.8699951171875,,0.015511110469404333,False,False,True,PAYX,139.7030457417746,,
2024-10-16,142.27999877929688,141.38999938964844,,-0.018997388544542887,True,False,False,PAYX,144.12805607099887,,
2024-10-17,142.32000732421875,139.3300018310547,,-0.028595534579164795,True,False,False,PAYX,143.43150231525203,,
2024-10-21,141.08999633789062,139.67999267578125,,-0.02287014524678557,True,False,False,PAYX,142.94926308546684,,
2024-10-22,141.33999633789062,139.75999450683594,,-0.022564420178271365,True,False,False,PAYX,142.98639970966303,,
2024-10-23,141.42999267578125,148.58999633789062,,0.044685154000404584,True,True,True,PAYX,142.2342375297439,,
2024-10-24,141.67999267578125,146.55999755859375,,0.029035321058284453,True,True,True,PAYX,142.42465205943364,,
2024-10-25,140.3300018310547,148.57000732421875,,0.0534434962625126,True,True,True,PAYX,141.03272539184758,,
2024-10-28,140.27000427246094,148.72999572753906,,0.04068482226094158,True,True,True,PAYX,142.91550385487074,,
2024-10-29,141.8699951171875,148.0,,0.03842800539716996,True,True,True,PAYX,142.5231207467234,,
2024-10-30,141.38999938964844,146.52999877929688,,0.028555160775527524,True,True,True,PAYX,142.46197420157193,,
2024-11-01,139.08999633789062,142.9600067138672,,0.0001343860846678017,True,True,True,PAYX,142.94079745975728,,
2024-11-04,139.67999267578125,141.75999450683594,,-0.005512725014017578,True,True,True,PAYX,142.54581036125785,,
2024-11-05,139.75999450683594,140.66000366210938,,-0.011120040923094873,True,True,True,PAYX,142.2417376052519,,
2024-11-06,148.58999633789062,141.8300018310547,,0.007967090478332549,False,False,True,PAYX,140.70896080917584,,
2024-11-08,148.57000732421875,144.4600067138672,,0.0007730284665733033,False,False,True,PAYX,144.3484212751166,,
2024-11-11,148.72999572753906,145.25999450683594,,0.02564135421409029,False,False,True,PAYX,141.62844927225376,,
2024-11-12,148.0,146.19000244140625,,0.033085180305208614,False,False,True,PAYX,141.50817883014906,,
2024-11-13,146.52999877929688,145.7100067138672,,0.023182235663830725,False,False,True,PAYX,142.4086556969316,,
2024-11-14,145.83999633789062,146.27000427246094,,0.021760073375972206,False,True,False,PAYX,143.15494222550097,,
2024-11-15,142.9600067138672,145.4499969482422,,0.03019180157824361,False,True,False,PAYX,141.18729805985083,,
2024-11-18,141.75999450683594,144.49000549316406,,0.02206139870145094,False,True,False,PAYX,141.3711599682186,,
2024-11-19,140.66000366210938,143.97999572753906,,0.01590645544067474,True,True,True,PAYX,141.72564310075592,,
2024-11-20,141.8300018310547,142.39999389648438,,0.004118908625687001,False,True,False,PAYX,141.81586729741377,,
2024-11-21,144.08999633789062,142.86000061035156,,-0.003190072513302927,False,False,True,PAYX,143.3171928479395,,
2024-11-22,144.4600067138672,140.9499969482422,,-0.007166866971901499,False,False,True,PAYX,141.967458840088,,
2024-11-25,145.25999450683594,142.38999938964844,,-0.010413801066422233,False,False,True,PAYX,143.8884248215004,,
2024-11-26,146.19000244140625,141.24000549316406,,-0.02263941185977223,False,False,True,PAYX,144.51166458627398,,
2024-11-27,145.7100067138672,141.19000244140625,,-0.0064404626088677116,False,False,True,PAYX,142.10522583492076,,
2024-11-29,146.27000427246094,140.97999572753906,,-0.016892051288427138,False,False,True,PAYX,143.40235567447354,,
2024-12-02,145.4499969482422,141.1999969482422,,-0.016705920851185295,False,False,True,PAYX,143.59894963516052,,
2024-12-05,142.39999389648438,137.80999755859375,,-0.03064793501833758,False,False,True,PAYX,142.16712641056864,,
2024-12-09,140.9499969482422,139.33999633789062,,-0.02060341794534269,True,False,False,PAYX,142.2712707916255,,
2024-12-10,142.38999938964844,141.38999938964844,,-0.014682491138535828,True,False,False,PAYX,143.4968912234441,,
2024-12-11,141.24000549316406,142.63999938964844,,0.007665064352923653,True,True,True,PAYX,141.55497142420563,,
2024-12-12,141.19000244140625,141.27000427246094,,-0.016678707421731397,True,True,True,PAYX,143.66617029318155,,
2024-12-13,140.97999572753906,139.9600067138672,,-0.022356200887119385,True,False,False,PAYX,143.16053233382922,,
2024-12-18,135.86000061035156,139.6699981689453,,0.005759855217153089,True,True,True,PAYX,138.8701263471977,,
2024-12-20,139.5399932861328,139.25999450683594,,-0.020421525833781932,True,False,False,PAYX,142.163183634031,,
2024-12-23,139.33999633789062,140.25,,-0.02662591553895338,True,True,True,PAYX,144.08643320071118,,
2024-09-27,97.36000061035156,95.55000305175781,97.58819984436035,-0.02088568900597793,True,False,False,SBUX,,,
2024-09-30,97.48999786376953,94.76000213623047,99.22550071716309,-0.04500353788751623,True,False,False,SBUX,,,
2024-10-01,97.43000030517578,95.04000091552734,99.71430137634277,-0.046876931355850714,True,False,False,SBUX,,,
2024-10-02,96.5,95.45999908447266,96.07790092468262,-0.006431258741740754,False,False,True,SBUX,,,
2024-10-04,96.58000183105469,96.83999633789062,96.15659942626954,0.007107124375223976,False,True,False,SBUX,,,
2024-10-07,96.08999633789062,96.44999694824219,93.86109977722168,0.02758221645777884,False,True,False,SBUX,,,
2024-10-08,96.20999908447266,96.81999969482422,96.07589981079101,0.007744917148823089,False,True,False,SBUX,,,
2024-10-10,93.87999725341797,97.1500015258789,96.78639739990234,0.0037567688822451374,True,True,True,SBUX,,,
2024-10-11,95.55000305175781,97.30999755859375,101.16029953002929,-0.03806139354394245,True,True,True,SBUX,,,
2024-10-15,95.04000091552734,97.38999938964844,95.93549919128418,0.015161230312297165,True,True,True,SBUX,,,
2024-10-16,95.45999908447266,97.31999969482422,97.15339874267578,0.0017148237149140638,True,True,True,SBUX,,,
2024-10-17,95.2699966430664,97.69999694824219,96.31450073242188,0.014385125866659017,True,True,True,SBUX,,,
2024-10-21,96.44999694824219,97.02999877929688,93.02540260314942,0.043048415422949016,False,True,False,SBUX,,,
2024-10-22,96.81999969482422,97.08999633789062,98.59290184020996,-0.01524354668812876,True,True,True,SBUX,,,
2024-10-23,97.6500015258789,96.08000183105469,93.94230102539062,0.022755465667019293,False,False,True,SBUX,,,
2024-10-24,97.1500015258789,96.12000274658203,98.68649864196777,-0.02600655541237639,True,False,False,SBUX,,,
2024-10-25,97.30999755859375,97.55000305175781,95.35150123596192,0.023056813865524394,False,True,False,SBUX,,,
2024-10-28,98.0199966430664,100.30999755859375,97.33049842834473,0.03061218403646159,False,True,False,SBUX,,,
2024-10-29,97.38999938964844,98.80000305175781,99.36970039367675,-0.005733109183804996,True,True,True,SBUX,,,
2024-10-30,97.31999969482422,99.80000305175781,98.68040092468262,0.011345739544874047,True,True,True,SBUX,,,
2024-11-01,98.87000274658203,98.41999816894531,96.95079933166504,0.015154066262560663,False,False,True,SBUX,,,
2024-11-04,97.02999877929688,100.4000015258789,98.60510200500488,0.018202907196251592,True,True,True,SBUX,,,
2024-11-05,97.08999633789062,98.3499984741211,97.25899940490723,0.011217461375186822,True,True,True,SBUX,,,
2024-11-06,96.08000183105469,98.26000213623047,96.92439804077148,0.013779854427335881,True,True,True,SBUX,,,
2024-11-08,97.55000305175781,102.5,100.63719718933106,0.018510082382008363,True,True,True,SBUX,,,
2024-11-11,100.30999755859375,101.83999633789062,92.81850105285645,0.09719501158391682,False,True,False,SBUX,,,
2024-11-12,98.80000305175781,100.68000030517578,98.87469871520996,0.018258478796134237,True,True,True,SBUX,,,
2024-11-13,99.80000305175781,101.51000213623047,100.34800010681153,0.011579722846315773,True,True,True,SBUX,,,
2024-11-14,99.2300033569336,102.45999908447266,98.75810150146485,0.03748449521331571,False,True,False,SBUX,,,
2024-11-15,98.41999816894531,101.51000213623047,94.33630195617675,0.07604389859787174,False,True,False,SBUX,,,
2024-11-18,100.4000015258789,101.56999969482422,95.5678018951416,0.06280564877141696,False,True,False,SBUX,,,
2024-11-19,98.3499984741211,100.69999694824219,97.88730194091796,0.028734013008366362,False,True,False,SBUX,,,
2024-11-20,98.26000213623047,99.2300033569336,94.9654012298584,0.04490690369172415,False,True,False,SBUX,,,
2024-11-21,100.05999755859375,100.11000061035156,92.23750099182129,0.08535031341783994,False,True,False,SBUX,,,
2024-11-22,102.5,99.30999755859375,97.15300254821777,0.022202041664182704,False,False,True,SBUX,,,
2024-11-25,101.83999633789062,98.16000366210938,100.47619972229003,-0.02305218615535301,False,False,True,SBUX,,,
2024-11-26,100.68000030517578,98.41999816894531,98.7914022064209,-0.0037594773348752627,False,False,True,SBUX,,,
2024-11-27,101.51000213623047,97.81999969482422,94.5518977355957,0.034564107516566356,False,False,True,SBUX,,,
2024-11-29,102.45999908447266,97.41999816894531,96.71820152282714,0.007256096940062855,False,False,True,SBUX,,,
2024-12-02,101.51000213623047,93.12000274658203,99.23189888000488,-0.0615920505644419,False,False,True,SBUX,,,
2024-12-05,99.2300033569336,88.76000213623047,97.05039764404297,-0.08542361194870772,False,False,True,SBUX,,,
2024-12-09,99.30999755859375,87.44000244140625,93.80189903259277,-0.06782268436778655,False,False,True,SBUX,,,
2024-12-10,98.16000366210938,89.91000366210938,96.09060180664062,-0.06432052696441867,False,False,True,SBUX,,,
2024-12-11,98.41999816894531,91.86000061035156,96.14929824829102,-0.044610805446161375,False,False,True,SBUX,,,
2024-12-12,97.81999969482422,92.25,97.39340194702149,-0.05281057899404021,False,False,True,SBUX,,,
2024-12-13,97.41999816894531,90.58000183105469,97.3173999786377,-0.06923117704605698,False,False,True,SBUX,,,
2024-12-18,89.9000015258789,92.58000183105469,98.10399864196778,-0.05630756021549143,True,True,True,SBUX,,,
2024-12-20,87.97000122070312,92.83999633789062,91.75720085144043,0.011800659527564443,True,True,True,SBUX,,,
2024-12-23,87.44000244140625,92.5999984741211,97.08469863891601,-0.04619368682880416,True,True,True,SBUX,,,
2024-09-27,76.5,73.63999938964844,,-0.07970864548447237,True,False,False,VAC,,,80.01813667848158
2024-09-30,73.4800033569336,74.7699966430664,,-0.2183740496989166,True,True,True,VAC,,,95.65956275410879
2024-10-01,73.73999786376953,75.0199966430664,,-0.22076207465006917,True,True,True,VAC,,,96.27354393637518
2024-10-02,74.27999877929688,79.33000183105469,,0.04353921364801648,True,True,True,VAC,,,76.02014451736025
2024-10-04,76.37999725341797,79.36000061035156,,0.00950036939398117,True,True,True,VAC,,,78.61314667769028
2024-10-07,73.93000030517578,77.3499984741211,,-0.14381113707430762,True,True,True,VAC,,,90.3422151624439
2024-10-08,73.56999969482422,76.94999694824219,,-0.006631908416437719,True,True,True,VAC,,,77.46372930659928
2024-10-10,72.68000030517578,76.69000244140625,,-0.03774251677382041,True,True,True,VAC,,,79.69800576066831
2024-10-11,73.63999938964844,78.19999694824219,,-0.16586578992436143,True,True,True,VAC,,,93.74989780259831
2024-10-15,75.0199966430664,79.75,,0.0033411862411436067,True,True,True,VAC,,,79.48442772370439
2024-10-16,79.33000183105469,80.25,,-0.14227592610359627,True,True,True,VAC,,,93.56155719804669
