Date,Close,Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,XGBoost_Predicted_Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead
2024-08-07,209.82000732421875,226.39999389648438,228.34094293405332,-0.00850022344932465,True,True,True,AAPL,,
2024-08-08,213.30999755859375,224.52999877929688,226.8018303646859,-0.010016813275871922,True,True,True,AAPL,,
2024-08-09,216.24000549316406,226.83999633789062,226.1612859313622,0.003001001713150943,True,True,True,AAPL,,
2024-08-12,217.52999877929688,227.17999267578125,225.08790698908928,0.009294527256825856,True,True,True,AAPL,,
2024-08-14,221.72000122070312,226.49000549316406,226.12795006079426,0.0016011087186367805,True,True,True,AAPL,,
2024-08-15,224.72000122070312,229.7899932861328,225.52174760233834,0.018926093510594186,True,True,True,AAPL,,
2024-08-16,226.0500030517578,229.0,223.9153018895559,0.02270813145656331,False,True,False,AAPL,,
2024-08-19,225.88999938964844,222.77000427246094,224.12042118165058,-0.0060254076896238224,False,False,True,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,222.05184521089637,-0.005412425671307925,False,False,True,AAPL,,
2024-08-21,226.39999389648438,222.3800048828125,221.46675716850436,0.004123633388523821,False,False,True,AAPL,,
2024-08-22,224.52999877929688,220.82000732421875,222.72770833133424,-0.00856517144367847,False,False,True,AAPL,,
2024-08-26,227.17999267578125,220.11000061035156,225.65432034100866,-0.02456996933308665,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,226.37290582336468,-0.01640170738521341,False,False,True,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,227.4577196105776,-0.020609172316254414,True,False,False,AAPL,,
2024-08-29,229.7899932861328,222.5,228.01225453661755,-0.024175255614308697,False,False,True,AAPL,,
2024-08-30,229.0,216.32000732421875,227.6643600544745,-0.049829286971141806,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,227.3159610513108,-0.04630544954475073,True,False,False,AAPL,,
2024-09-05,222.3800048828125,228.8699951171875,227.91465094626295,0.004191675115917826,True,True,True,AAPL,,
2024-09-06,220.82000732421875,228.1999969482422,227.85533313535024,0.0015126431677033212,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,227.4821363341886,-0.004449294919573671,True,True,True,AAPL,,
2024-09-10,220.11000061035156,227.3699951171875,228.32602600729575,-0.004187130599284831,True,True,True,AAPL,,
2024-09-17,216.7899932861328,226.2100067138672,227.80107205694816,-0.006984450638069072,True,True,True,AAPL,,
2024-09-18,220.69000244140625,226.77999877929688,227.39411717082538,-0.0027006784483662016,True,True,True,AAPL,,
2024-09-19,228.8699951171875,225.6699981689453,227.17356485160718,-0.006618581187666,False,False,True,AAPL,,
2024-09-20,228.1999969482422,226.8000030517578,226.55573721201915,0.0010781710617642252,False,False,True,AAPL,,
2024-09-23,226.47000122070312,221.69000244140625,228.43671006384454,-0.0295342531441321,True,False,False,AAPL,,
2024-09-24,227.3699951171875,225.77000427246094,226.02382061802575,-0.0011229628137016472,False,False,True,AAPL,,
2024-09-25,226.3699951171875,229.5399932861328,225.86267194276138,0.016281226604382627,False,True,False,AAPL,,
2024-09-26,227.52000427246094,229.0399932861328,225.6105976641786,0.01520050767765287,False,True,False,AAPL,,
2024-09-30,233.0,231.3000030517578,219.24849026390402,0.05496736955108646,False,False,True,AAPL,,
2024-10-01,226.2100067138672,233.85000610351562,230.95964803123968,0.012514558698517732,True,True,True,AAPL,,
2024-10-03,225.6699981689453,232.14999389648438,227.75151861394352,0.019312605726228393,True,True,True,AAPL,,
2024-10-04,226.8000030517578,235.0,229.65019421926,0.02329545506777256,True,True,True,AAPL,,
2024-10-07,221.69000244140625,236.47999572753906,227.8889603429202,0.03769833945308865,True,True,True,AAPL,,
2024-10-09,229.5399932861328,230.75999450683594,228.4749891220563,0.01000111825613854,False,True,False,AAPL,,
2024-10-10,229.0399932861328,230.57000732421875,228.78812206760756,0.007788364363096777,False,True,False,AAPL,,
2024-10-11,227.5500030517578,231.41000366210938,228.1304251369557,0.014375892751634601,True,True,True,AAPL,,
2024-08-07,160.75,167.6300048828125,,0.05686877156634536,False,True,False,GOOG,158.61005,
2024-08-08,163.83999633789062,165.49000549316406,,-0.014527817975077411,True,True,True,GOOG,167.92966,
2024-08-09,165.38999938964844,167.42999267578125,,0.024660621251439613,False,True,False,GOOG,163.40044,
2024-08-12,163.9499969482422,167.92999267578125,,0.02078824190139718,True,True,True,GOOG,164.51012,
2024-08-14,162.02999877929688,164.5,,-0.0072428995356525385,True,True,True,GOOG,165.70015,
2024-08-15,163.1699981689453,163.39999389648438,,0.08924431730277567,False,True,False,GOOG,150.01225,
2024-08-16,164.74000549316406,165.11000061035156,,0.03849265593634748,False,True,False,GOOG,158.99005,
2024-08-19,168.39999389648438,158.61000061035156,,-0.03569025836726848,False,False,True,GOOG,164.48035,
2024-08-20,168.9600067138672,157.80999755859375,,0.014585884373595313,False,False,True,GOOG,155.54129,
2024-08-21,167.6300048828125,158.60000610351562,,0.0050053938976293635,False,False,True,GOOG,157.8101,
2024-08-22,165.49000549316406,152.1300048828125,,-0.039408282735224,False,False,True,GOOG,158.37114,
2024-08-26,167.92999267578125,150.00999450683594,,-0.10340203716569742,False,False,True,GOOG,167.31021,
2024-08-27,166.3800048828125,152.14999389648438,,-0.07445350924279298,False,False,True,GOOG,164.38936,
2024-08-28,164.5,155.5399932861328,,-0.05463912209850257,True,False,False,GOOG,164.52975,
2024-08-29,163.39999389648438,158.3699951171875,,-0.05524265730866566,True,False,False,GOOG,167.63034,
2024-08-30,165.11000061035156,158.99000549316406,,-0.05676397456995665,True,False,False,GOOG,168.55803,
2024-09-03,158.61000061035156,160.27999877929688,,-0.041442661140479654,True,True,True,GOOG,167.20961,
2024-09-05,158.60000610351562,163.24000549316406,,-0.007657055769854215,True,True,True,GOOG,164.49959,
2024-09-06,152.1300048828125,164.63999938964844,,0.08222477274712763,True,True,True,GOOG,152.13106,
2024-09-09,149.5399932861328,163.07000732421875,,6.119984256480866e-05,True,True,True,GOOG,163.06003,
2024-09-10,150.00999450683594,163.63999938964844,,-0.011172121689795507,True,True,True,GOOG,165.48886,
2024-09-17,160.27999877929688,168.4199981689453,,0.020421515659148647,True,True,True,GOOG,165.04944,
2024-09-18,160.80999755859375,167.30999755859375,,0.016214835542071305,True,True,True,GOOG,164.64038,
2024-09-19,163.24000549316406,167.2100067138672,,-0.0013125329397739493,True,True,True,GOOG,167.42976,
2024-09-20,164.63999938964844,168.55999755859375,,0.03296492851181022,False,True,False,GOOG,163.18076,
2024-09-23,163.07000732421875,164.38999938964844,,0.004590069709381683,True,True,True,GOOG,163.63889,
2024-09-24,163.63999938964844,165.6999969482422,,-0.0039058343612890824,True,True,True,GOOG,166.34973,
2024-09-25,162.99000549316406,163.05999755859375,,0.028117245562075528,False,True,False,GOOG,158.60059,
2024-09-26,163.8300018310547,163.17999267578125,,0.000673156189265994,False,False,True,GOOG,163.07022,
2024-09-30,167.19000244140625,166.35000610351562,,0.03787146895290871,False,False,True,GOOG,160.27997,
2024-10-01,168.4199981689453,166.89999389648438,,-0.0005341835434918243,False,False,True,GOOG,166.9892,
2024-10-03,167.2100067138672,164.50999450683594,,0.00778064194455664,False,False,True,GOOG,163.23988,
2024-10-04,168.55999755859375,165.0500030517578,,-0.0003614392806036766,False,False,True,GOOG,165.10968,
2024-10-07,164.38999938964844,165.8000030517578,,9.203138012374355e-07,True,True,True,GOOG,165.79985,
2024-10-09,163.05999755859375,164.47999572753906,,0.08103499491642743,False,True,False,GOOG,152.15048,
2024-10-10,163.17999267578125,164.52999877929688,,-0.023093652704159036,True,True,True,GOOG,168.41942,
2024-10-11,164.52000427246094,166.99000549316406,,0.0005378509767896688,True,True,True,GOOG,166.90024,
2024-08-07,141.86000061035156,155.6300048828125,155.8966087261724,-0.0017101324110787425,True,True,True,DRI,,
2024-08-08,144.49000549316406,153.89999389648438,158.1683010114034,-0.026985856759068904,True,True,True,DRI,,
2024-08-09,143.10000610351562,154.07000732421875,159.24898307383916,-0.032521248485581,True,True,True,DRI,,
2024-08-12,142.0800018310547,156.1999969482422,159.02988092138344,-0.01779466825193817,True,True,True,DRI,,
2024-08-14,140.82000732421875,156.9600067138672,158.93845816823682,-0.012447908940172532,True,True,True,DRI,,
2024-08-15,144.25,156.75,157.66620822609883,-0.005811062728070158,True,True,True,DRI,,
2024-08-16,143.36000061035156,158.14999389648438,157.59191655316963,0.0035412815296681876,True,True,True,DRI,,
2024-08-19,149.67999267578125,158.25,161.45650712475052,-0.019859881660099245,True,True,True,DRI,,
2024-08-20,155.14999389648438,159.35000610351562,159.67472046347743,-0.0020335990507406275,True,True,True,DRI,,
2024-08-21,155.6300048828125,157.94000244140625,158.7039995358447,-0.004813975052127757,True,True,True,DRI,,
2024-08-22,153.89999389648438,157.42999267578125,160.32446119646954,-0.018053817234671803,True,True,True,DRI,,
2024-08-26,156.1999969482422,155.61000061035156,162.4512895289481,-0.042112863113822556,True,False,False,DRI,,
2024-08-27,156.74000549316406,157.44000244140625,164.82980657613484,-0.0448329357913506,True,True,True,DRI,,
2024-08-28,156.9600067138672,158.50999450683594,161.1121582653839,-0.016151256283598883,True,True,True,DRI,,
2024-08-29,156.75,160.25,157.69903027526652,0.016176191573789092,True,True,True,DRI,,
2024-08-30,158.14999389648438,160.13999938964844,160.69394618671848,-0.0034472163402246717,True,True,True,DRI,,
2024-09-03,158.25,161.52999877929688,161.9942262004947,-0.002865703501205411,True,True,True,DRI,,
2024-09-05,157.94000244140625,172.27000427246094,160.17068874732982,0.07554013546272413,True,True,True,DRI,,
2024-09-06,157.42999267578125,170.1699981689453,158.90983897367065,0.0708587918029439,True,True,True,DRI,,
2024-09-09,156.7100067138672,172.74000549316406,161.94453999630824,0.06666149718355385,True,True,True,DRI,,
2024-09-10,155.61000061035156,171.11000061035156,159.4904076303868,0.07285449421442781,True,True,True,DRI,,
2024-09-17,161.52999877929688,164.1199951171875,161.8413113373565,0.01407974120452538,True,True,True,DRI,,
2024-09-18,159.13999938964844,162.6999969482422,160.68650079159607,0.012530586867763935,True,True,True,DRI,,
2024-09-19,172.27000427246094,161.83999633789062,154.13045886198762,0.05001955831978885,False,False,True,DRI,,
2024-09-20,170.1699981689453,164.83999633789062,159.9494497956065,0.03057557589934546,False,False,True,DRI,,
2024-09-23,172.74000549316406,159.5500030517578,162.11492724696436,-0.01582164109600569,False,False,True,DRI,,
2024-09-24,171.11000061035156,159.1300048828125,162.51865514564315,-0.02085083869168047,False,False,True,DRI,,
2024-09-25,168.11000061035156,158.55999755859375,162.61330440450465,-0.02492604686162821,False,False,True,DRI,,
2024-09-26,167.9499969482422,155.92999267578125,165.1469202488121,-0.05581047202784368,False,False,True,DRI,,
2024-09-30,164.1300048828125,156.94000244140625,159.73468001099934,-0.01749574713143476,False,False,True,DRI,,
2024-10-01,164.1199951171875,160.13999938964844,160.36175079350897,-0.0013828197981330171,False,False,True,DRI,,
2024-10-03,161.83999633789062,164.27000427246094,164.3951145744595,-0.0007610341847592352,True,True,True,DRI,,
2024-10-04,164.83999633789062,164.58999633789062,164.61533556740713,-0.00015392994479623238,False,False,True,DRI,,
2024-10-07,159.5500030517578,164.0399932861328,163.98530951103123,0.00033346752379609655,True,True,True,DRI,,
2024-10-09,158.55999755859375,162.36000061035156,163.55511961791288,-0.007307132973601061,True,True,True,DRI,,
2024-10-10,155.92999267578125,162.57000732421875,163.1591543165321,-0.0036108730446738433,True,True,True,DRI,,
2024-10-11,156.72000122070312,159.9199981689453,161.09602429067297,-0.0073001560833413325,True,True,True,DRI,,
2024-08-07,123.22000122070312,127.02999877929688,,-0.047412622754039915,True,True,True,PAYX,,133.35259506225586
2024-08-08,124.37000274658203,127.88999938964844,,-0.03588538461815411,True,True,True,PAYX,,132.65020294189452
2024-08-09,124.45999908447266,130.0,,-0.01693743795799914,True,True,True,PAYX,,132.23980346679687
2024-08-12,123.75,130.19000244140625,,-0.05330342108392842,True,True,True,PAYX,,137.52030517578126
2024-08-14,125.0999984741211,129.97999572753906,,-0.052583204843874534,True,True,True,PAYX,,137.1941012573242
2024-08-15,125.81999969482422,129.5500030517578,,-0.039266549365194754,True,True,True,PAYX,,134.84489685058594
2024-08-16,125.19999694824219,131.1999969482422,,-0.03387052470184823,True,True,True,PAYX,,135.79960067749025
2024-08-19,125.20999908447266,131.92999267578125,,-0.05346119973873187,True,True,True,PAYX,,139.38149459838868
2024-08-20,125.25,132.0399932861328,,-0.02635856781401329,True,True,True,PAYX,,135.61459991455078
2024-08-21,127.02999877929688,130.07000732421875,,-0.025858430925406847,True,True,True,PAYX,,133.52269470214844
2024-08-22,127.88999938964844,129.3800048828125,,-0.04197516679686807,True,True,True,PAYX,,135.04869644165038
2024-08-26,130.19000244140625,134.1199951171875,,-0.038390536562293506,True,True,True,PAYX,,139.47449584960938
2024-08-27,130.10000610351562,132.99000549316406,,-0.027805356460097633,True,True,True,PAYX,,136.7936003112793
2024-08-28,129.97999572753906,134.19000244140625,,-0.039207080938262924,True,True,True,PAYX,,139.66589447021485
2024-08-29,129.5500030517578,135.08999633789062,,0.024183424149657372,True,True,True,PAYX,,131.90019790649413
