,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
10,HPE,36,36,1.0,13,13,1.0,0.0032588064675621673,20.350000381469727,2024-09-26,18.763152228555953,18.824297710390226,False
33,ADP,36,27,0.75,25,25,1.0,-0.0015226835753518009,274.42999267578125,2024-09-26,262.1538055419922,261.75462824807744,False
24,XLP,36,26,0.7222222222222222,23,24,0.9583333333333334,-0.0018769787894681,82.87000274658203,2024-09-26,83.44813537597656,83.29150499585519,True
39,CTBI,36,30,0.8333333333333334,16,17,0.9411764705882353,0.000536699734932192,48.16999816894531,2024-09-26,79225.8563818406,79268.3768779605,True
22,XLU,36,25,0.6944444444444444,25,27,0.9259259259259259,-0.003463887189890877,79.62999725341797,2024-09-26,73.91703796386719,73.66099768294947,False
13,KO,36,29,0.8055555555555556,24,26,0.9230769230769231,0.0014154278015686334,71.4000015258789,2024-09-26,71.1403997039795,71.24109380353521,False
21,XLRE,36,24,0.6666666666666666,22,24,0.9166666666666666,-0.0026285393841481985,44.22999954223633,2024-09-26,44.17005157470703,44.05394885454306,False
41,PRU,36,31,0.8611111111111112,14,16,0.875,-0.004909939450418886,120.54000091552734,2024-09-26,114.19189979553222,113.63122448180786,False
47,NSC,36,30,0.8333333333333334,20,23,0.8695652173913043,0.0022628798518637243,244.33999633789062,2024-09-26,243.582676179585,244.13387450977484,False
42,QSR,36,28,0.7777777777777778,11,13,0.8461538461538461,-0.0016580961492358142,70.8499984741211,2024-09-26,69.45510032653809,69.33993709214187,False
3,PAYX,36,25,0.6944444444444444,21,25,0.84,-0.003917853913805715,132.99000549316406,2024-09-26,128.60869918823244,128.10482909276837,False
35,AXS,36,25,0.6944444444444444,21,25,0.84,0.0021609548361652318,79.3499984741211,2024-09-26,76.23619563040725,76.40093860604561,False
9,PG,36,29,0.8055555555555556,24,29,0.8275862068965517,0.0006043264000934049,173.2100067138672,2024-09-26,172.78879913330078,172.89321996625748,False
7,CMI,36,30,0.8333333333333334,22,27,0.8148148148148148,-0.0028374358496344554,324.6199951171875,2024-09-26,303.6842971801758,302.8226124683857,False
8,MA,36,24,0.6666666666666666,22,27,0.8148148148148148,-0.0017826373201072013,491.2699890136719,2024-09-26,459.59740325927737,458.778107776003,False
2,DRI,36,25,0.6944444444444444,22,27,0.8148148148148148,0.0012720562121143547,167.9499969482422,2024-09-26,147.68490142822264,147.8727649245199,False
6,KR,36,26,0.7222222222222222,13,16,0.8125,-0.002414884039234784,55.470001220703125,2024-09-26,54.122800521850586,53.992100234711685,False
16,BFIN,36,30,0.8333333333333334,17,21,0.8095238095238095,-0.0007575919383100026,12.029999732971191,2024-09-26,11.626052365737307,11.617244562190654,False
27,XLC,36,30,0.8333333333333334,17,21,0.8095238095238095,-0.0026364535187790574,89.47000122070312,2024-09-26,86.06429870605469,85.83739418288985,False
48,SYY,36,21,0.5833333333333334,16,20,0.8,-0.0013753302087733477,77.95999908447266,2024-09-26,76.80310066223144,76.69747103776322,False
37,CPB,36,22,0.6111111111111112,19,24,0.7916666666666666,-0.001380116164322741,49.41999816894531,2024-09-26,50.200700187683104,50.13141738989376,True
19,XLY,36,29,0.8055555555555556,15,19,0.7894736842105263,-0.0035294895031459214,200.5399932861328,2024-09-26,194.93486230892182,194.24684175860529,False
34,AVNT,36,27,0.75,18,23,0.782608695652174,0.0011010181590239898,50.81999969482422,2024-09-26,48.370538282544715,48.423795123555564,False
38,CNI,36,28,0.7777777777777778,14,18,0.7777777777777778,-0.0015873699627706073,116.7699966430664,2024-09-26,116.71610145568847,116.53082982206602,False
20,XLF,36,28,0.7777777777777778,20,26,0.7692307692307693,0.002495939417685962,45.02000045776367,2024-09-26,43.509899673461916,43.61849774711647,False
25,XLV,36,22,0.6111111111111112,18,24,0.75,-0.0014711998619427677,153.10000610351562,2024-09-26,152.56198120117188,152.337532035491,False
12,AMZN,36,25,0.6944444444444444,12,16,0.75,0.0011759425384276134,191.16000366210938,2024-09-26,178.5572509765625,178.76722404353055,False
4,SBUX,36,22,0.6111111111111112,18,24,0.75,0.01383655739001896,97.47000122070312,2024-09-26,88.91840072631835,90.14872528099676,False
23,XLB,36,27,0.75,17,23,0.7391304347826086,-0.002089774031312677,97.08999633789062,2024-09-26,93.42778377913157,93.23254082278685,False
0,AAPL,36,29,0.8055555555555556,11,15,0.7333333333333333,0.0031368660670188296,227.52000427246094,2024-09-26,219.67460250854492,220.3636923149398,False
32,ARCC,36,29,0.8055555555555556,11,15,0.7333333333333333,0.001887938086724766,20.68000030517578,2024-09-26,20.511632919311523,20.55035761232081,False
30,ADBE,36,25,0.6944444444444444,11,15,0.7333333333333333,-0.004315293694377783,515.3800048828125,2024-09-26,543.5427984619141,541.197251651087,True
31,AFG,36,19,0.5277777777777778,19,26,0.7307692307692307,-7.532042545795725e-05,136.27000427246094,2024-09-26,130.84194295073746,130.83208787992666,False
36,BAX,36,24,0.6666666666666666,19,26,0.7307692307692307,-0.0014892927185088075,38.709999084472656,2024-09-26,37.02819938659668,36.97305355887073,False
45,UNP,36,25,0.6944444444444444,16,22,0.7272727272727273,0.003944338692851971,243.22999572753906,2024-09-26,240.9228806708915,241.87316211111502,False
44,TRN,36,27,0.75,15,21,0.7142857142857143,0.0011878365142540415,33.939998626708984,2024-09-26,31.82599962234497,31.86380370679903,False
5,VAC,36,30,0.8333333333333334,12,17,0.7058823529411765,-0.011122585562356352,75.76000213623047,2024-09-26,-228215.46116693725,-225677.1151734554,False
14,CSCO,36,25,0.6944444444444444,18,26,0.6923076923076923,-0.0027116314901213913,52.849998474121094,2024-09-26,49.42350070953369,49.28948238865768,False
17,XLK,36,27,0.75,13,19,0.6842105263157895,-0.001562705829642935,227.22000122070312,2024-09-26,217.50159896850585,217.1617079518411,False
11,CAT,36,27,0.75,16,24,0.6666666666666666,-0.0030635017758511972,390.9599914550781,2024-09-26,364.80481941395794,363.6872392018442,False
1,GOOG,36,27,0.75,8,12,0.6666666666666666,0.0060578869079628015,163.8300018310547,2024-09-26,163.85399810791014,164.84660709786542,True
28,NVDA,36,24,0.6666666666666666,11,17,0.6470588235294118,-0.0006501023725838033,124.04000091552734,2024-09-26,120.75729888916015,120.6787942826455,False
26,XLE,36,24,0.6666666666666666,8,13,0.6153846153846154,-0.0016112792087906802,85.44999694824219,2024-09-26,89.6292724609375,89.48485467772215,True
15,JCI,36,23,0.6388888888888888,14,23,0.6086956521739131,-0.00030947721953436264,76.54000091552734,2024-09-26,70.47109840393067,70.4492892043391,False
18,XLI,36,19,0.5277777777777778,16,27,0.5925925925925926,-9.713301115252477e-06,134.63999938964844,2024-09-26,129.7908009338379,129.78954023670644,False
29,EA,36,22,0.6111111111111112,8,14,0.5714285714285714,0.00031098760004961046,143.61000061035156,2024-09-26,144.797099609375,144.84212971187665,True
43,SUN,36,26,0.7222222222222222,9,16,0.5625,0.003104327405197103,53.09000015258789,2024-09-26,53.263200454711914,53.42854686757199,True
46,WSO,36,20,0.5555555555555556,8,15,0.5333333333333333,-0.0010903681835259973,500.67999267578125,2024-09-26,472.28580169677736,471.7708362850761,False
40,EMR,36,24,0.6666666666666666,8,16,0.5,0.0014131675323305302,108.9000015258789,2024-09-26,108.70119941711425,108.85481242285591,False
