Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-07-11,227.57000732421875,217.49000549316406,219.72460266113282,-0.01016999071066718,False,False,True,AAPL,,
2024-07-12,230.5399932861328,217.9600067138672,220.97040130615235,-0.01362351959579552,False,False,True,AAPL,,
2024-07-15,234.39999389648438,218.24000549316406,224.78720397949218,-0.029126206342801563,False,False,True,AAPL,,
2024-07-16,234.82000732421875,218.8000030517578,220.70360061645508,-0.008625131440448902,False,False,True,AAPL,,
2024-07-18,224.17999267578125,218.36000061035156,223.73209655761718,-0.024011288634584255,False,False,True,AAPL,,
2024-07-19,224.30999755859375,219.86000061035156,222.26580078125,-0.010823978148874897,False,False,True,AAPL,,
2024-07-22,223.9600067138672,209.27000427246094,221.53950317382814,-0.05538289436236613,False,False,True,AAPL,,
2024-07-24,218.5399932861328,209.82000732421875,225.35369735717774,-0.06893026480208413,True,False,False,AAPL,,
2024-07-25,217.49000549316406,213.30999755859375,221.2579023742676,-0.035921450625657665,True,False,False,AAPL,,
2024-07-26,217.9600067138672,216.24000549316406,214.47980529785156,0.008206834171954272,False,False,True,AAPL,,
2024-07-30,218.8000030517578,221.27000427246094,224.40470199584962,-0.013968948491313964,True,True,True,AAPL,,
2024-07-31,222.0800018310547,221.72000122070312,219.8707958984375,0.008410418103547508,False,False,True,AAPL,,
2024-08-01,218.36000061035156,224.72000122070312,221.33060256958007,0.015313737060185921,True,True,True,AAPL,,
2024-08-02,219.86000061035156,226.0500030517578,221.44310409545898,0.020803984730601084,True,True,True,AAPL,,
2024-08-05,209.27000427246094,225.88999938964844,218.3815055847168,0.03438246194350407,True,True,True,AAPL,,
2024-08-06,207.22999572753906,226.50999450683594,219.78270614624023,0.030608815764237008,True,True,True,AAPL,,
2024-08-07,209.82000732421875,226.39999389648438,220.60060440063478,0.02628909159884835,True,True,True,AAPL,,
2024-08-08,213.30999755859375,224.52999877929688,219.09820251464845,0.024791605783645202,True,True,True,AAPL,,
2024-08-09,216.24000549316406,226.83999633789062,217.7768048095703,0.04161688172551437,True,True,True,AAPL,,
2024-08-12,217.52999877929688,227.17999267578125,220.88130416870118,0.02851616858559184,True,True,True,AAPL,,
2024-08-13,221.27000427246094,228.02999877929688,219.1742041015625,0.04040527813953281,False,True,False,AAPL,,
