Date,Close,Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-07-11,195.0500030517578,179.85000610351562,181.70943,-0.010232935122272654,False,False,True,AMZN
2024-07-12,194.49000549316406,182.5,167.90063,0.08695241238816322,False,False,True,AMZN
2024-07-15,192.72000122070312,183.1999969482422,170.79982,0.07260064446117434,False,False,True,AMZN
2024-07-16,193.02000427246094,181.7100067138672,179.54994,0.01203043940312663,False,False,True,AMZN
2024-07-18,183.75,184.07000732421875,180.10944,0.021989804511349537,False,True,False,AMZN
2024-07-19,183.1300048828125,167.89999389648438,178.2199,-0.0579054350071692,False,False,True,AMZN
2024-07-22,182.5500030517578,161.02000427246094,170.23026,-0.054104664576948625,False,False,True,AMZN
2024-07-24,180.8300018310547,162.77000427246094,193.95882,-0.16080120931912076,True,False,False,AMZN
2024-07-25,179.85000610351562,165.8000030517578,177.58994,-0.06638851594195626,False,False,True,AMZN
2024-07-26,182.5,166.94000244140625,162.77098,0.02561280631878987,False,False,True,AMZN
2024-07-30,181.7100067138672,170.22999572753906,177.05994,-0.038574173977490134,False,False,True,AMZN
2024-07-31,186.97999572753906,170.10000610351562,186.88008,-0.0897906024418461,False,False,True,AMZN
2024-08-01,184.07000732421875,177.58999633789062,175.40025,0.012484263852789957,False,False,True,AMZN
2024-08-02,167.89999389648438,177.05999755859375,176.25008,0.004595295966270515,True,True,True,AMZN
2024-08-05,161.02000427246094,178.22000122070312,179.8493,-0.009059267622802972,True,True,True,AMZN
2024-08-06,161.92999267578125,178.8800048828125,171.39055,0.04369818658788875,True,True,True,AMZN
2024-08-07,162.77000427246094,180.11000061035156,177.8895,0.012482495102574452,True,True,True,AMZN
2024-08-08,165.8000030517578,176.1300048828125,184.06998,-0.04313561647355886,True,True,True,AMZN
2024-08-09,166.94000244140625,177.0399932861328,166.94054,0.060497330360313385,True,True,True,AMZN
2024-08-12,166.8000030517578,175.5,184.51988,-0.04888298266019279,True,True,True,AMZN
2024-08-13,170.22999572753906,173.1199951171875,182.49995,-0.051397049091591804,True,True,True,AMZN
2024-08-14,170.10000610351562,170.8000030517578,191.59962,-0.10855773659153185,True,True,True,AMZN
2024-08-19,178.22000122070312,176.25,177.04007,-0.004462659678976027,False,False,True,AMZN
2024-08-20,178.8800048828125,173.3300018310547,183.20003,-0.05387567770210667,True,False,False,AMZN
2024-08-21,180.11000061035156,177.88999938964844,186.99864,-0.048709672339196694,True,False,False,AMZN
2024-08-22,176.1300048828125,171.38999938964844,173.12056,-0.009996272573340799,False,False,True,AMZN
2024-08-23,177.0399932861328,175.39999389648438,184.8899,-0.051327298368301445,True,False,False,AMZN
2024-08-26,175.5,179.5500030517578,165.80067,0.08292685575524118,False,True,False,AMZN
2024-08-27,173.1199951171875,184.52000427246094,175.49963,0.05139822966377384,True,True,True,AMZN
2024-08-28,170.8000030517578,187.0,178.8802,0.04539237213250803,True,True,True,AMZN
2024-08-30,178.5,184.88999938964844,191.15868,-0.032793053834380005,True,True,True,AMZN
2024-09-03,176.25,186.8800048828125,176.13004,0.061034277645969484,False,True,False,AMZN
2024-09-04,173.3300018310547,186.42999267578125,161.0216,0.1577948872289891,False,True,False,AMZN
2024-09-06,171.38999938964844,191.60000610351562,170.10034,0.12639401002682527,False,True,False,AMZN
2024-09-10,179.5500030517578,193.9600067138672,173.3303,0.11901957634112792,False,True,False,AMZN
2024-09-12,187.0,191.16000366210938,186.43002,0.025371345171395557,False,True,False,AMZN
