,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher,stop_loss,adj_prediction_price_w_high_inc
27,XLC,47,34,0.723404255319149,27,29,0.9310344827586207,-0.0005220454981273543,97.83999633789062,2025-01-07,1609.9918126732023,1609.1513236953742,True,-0.021899546584122128,1616.5778179314148
50,PLTR,47,30,0.6382978723404256,28,31,0.9032258064516129,0.011899134624152149,69.98999786376953,2025-01-07,61.42158999518417,62.152453763366346,False,-0.126573469255354,63.23339726976408
19,XLY,47,32,0.6808510638297872,26,29,0.896551724137931,-0.004865114218654064,222.3800048828125,2025-01-07,-19258.411055532604,-19164.71668607765,False,-0.03300370868376953,-19263.461647316253
5,VAC,47,38,0.8085106382978723,24,27,0.8888888888888888,0.013730699932080249,85.75,2025-01-07,90.66770057678222,91.91263156693373,True,-0.0869762178906617,93.06110937478216
24,XLP,47,40,0.851063829787234,16,18,0.8888888888888888,0.0020809373220435487,77.23999786376953,2025-01-07,81.27160041809083,81.44072152462304,True,-0.012485953873453973,81.84043462607195
32,ARCC,47,35,0.7446808510638298,23,26,0.8846153846153846,0.0002261526721359012,22.06999969482422,2025-01-07,21.686100120544435,21.691004490034903,False,-0.019551733945504038,21.791610913794838
39,CTBI,47,41,0.8723404255319149,21,24,0.875,0.008991508620959624,50.86000061035156,2025-01-07,54.75079271059514,55.243084935256825,True,-0.12646283165023675,55.9461471063909
14,CSCO,47,33,0.7021276595744681,25,29,0.8620689655172413,0.0014412466716529507,58.93000030517578,2025-01-07,55.88840353181995,55.96895250739418,False,-0.028269180837098864,56.27468979570914
29,EA,47,36,0.7659574468085106,22,26,0.8461538461538461,0.008441316219786235,144.6699981689453,2025-01-07,159.81212272402627,161.16114738769505,True,-0.030826699886982865,162.3661195315162
20,XLF,47,35,0.7446808510638298,21,25,0.84,0.004314236501940967,48.33000183105469,2025-01-07,-11400.716478684568,-11449.90186586519,False,-0.020746834693905727,-11510.577856430702
6,KR,47,30,0.6382978723404256,25,30,0.8333333333333334,0.00030704525751826587,59.13999938964844,2025-01-07,59.14930065155029,59.16746216380087,True,-0.07142857671735973,59.75243670524076
0,AAPL,47,33,0.7021276595744681,24,29,0.8275862068965517,-0.004529189920804693,242.2100067138672,2025-01-07,241.1318994140625,240.03976724565186,False,-0.03581750565473862,241.44809519932278
4,SBUX,47,30,0.6382978723404256,17,21,0.8095238095238095,0.0008519493892184626,92.83999633789062,2025-01-07,97.81799676618627,97.9013327487858,True,-0.04847312736086823,98.76280311670254
28,NVDA,47,38,0.8085106382978723,25,31,0.8064516129032258,0.002075271808938801,140.13999938964844,2025-01-07,135.03400100708006,135.31423326261827,False,-0.0883448673890183,137.28970602638307
16,BFIN,47,38,0.8085106382978723,27,34,0.7941176470588235,-0.0028647948747658044,12.010000228881836,2025-01-07,12.24297129321814,12.207897691805425,True,-0.07388312983775658,12.330458569473386
2,DRI,47,32,0.6808510638297872,24,31,0.7741935483870968,0.0011459722274041405,184.33999633789062,2025-01-07,169.19539779663086,169.3892910235104,False,-0.03732190816666215,171.13467840742842
35,AXS,47,33,0.7021276595744681,23,30,0.7666666666666667,-0.006235806962106946,88.06999969482422,2025-01-07,44995.92803183961,44715.34211055221,True,-0.039367304601585225,45069.33179806578
12,AMZN,47,34,0.723404255319149,26,34,0.7647058823529411,0.007071872428844376,222.11000061035156,2025-01-07,222.7585544007447,224.33387447990057,True,-0.050019966759404934,226.31629484615394
1,GOOG,47,33,0.7021276595744681,26,34,0.7647058823529411,-0.0036953928091197066,196.7100067138672,2025-01-07,184.70017104884158,184.01763136490453,False,-0.056104437427371034,185.69660428165082
8,MA,47,31,0.6595744680851063,21,28,0.75,0.001543333860141602,511.3999938964844,2025-01-07,511.19373228719206,511.98267488332306,True,-0.02163903485923141,515.1300349789725
7,CMI,47,32,0.6808510638297872,21,28,0.75,0.006664688494140784,359.9800109863281,2025-01-07,370.8716763148379,373.3434205087761,True,-0.08840229938373555,376.33562457747723
45,UNP,47,34,0.723404255319149,15,20,0.75,-0.0012882447507884022,230.5399932861328,2025-01-07,238.62637155148226,238.3189623809314,True,-0.03063424917231365,240.38189609595594
17,XLK,47,33,0.7021276595744681,21,29,0.7241379310344828,-0.0013767583354154522,233.9600067138672,2025-01-07,41645.74481150381,41588.40868519999,True,-0.04717429254757207,41818.728220220975
