Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,GradientBoosting_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-10-30,230.10000610351562,225.1199951171875,229.4768000793457,-0.018985818874290405,False,False,True,AAPL,,,
2024-10-31,225.91000366210938,228.22000122070312,240.25780044555665,-0.05010367697751957,True,True,True,AAPL,,,
2024-11-01,222.91000366210938,225.0,243.1276007080078,-0.07456002796563913,True,True,True,AAPL,,,
2024-11-05,223.4499969482422,228.27999877929688,244.32130294799805,-0.06565659226250707,True,True,True,AAPL,,,
2024-11-06,222.72000122070312,229.0,238.37490020751954,-0.03932838650108773,True,True,True,AAPL,,,
2024-11-07,227.47999572753906,228.52000427246094,237.5247947692871,-0.03791094948875845,True,True,True,AAPL,,,
2024-11-08,226.9600067138672,229.8699951171875,248.08419708251952,-0.0734194365442531,True,True,True,AAPL,,,
2024-11-11,224.22999572753906,232.8699951171875,245.7454020690918,-0.05239327712135322,True,True,True,AAPL,,,
2024-11-12,224.22999572753906,235.05999755859375,243.2236962890625,-0.03356456979737078,True,True,True,AAPL,,,
2024-11-13,225.1199951171875,234.92999267578125,232.9239958190918,0.008612237865983864,True,True,True,AAPL,,,
2024-11-14,228.22000122070312,237.3300018310547,245.47380432128907,-0.03317585154453116,True,True,True,AAPL,,,
2024-11-18,228.02000427246094,242.64999389648438,237.44650451660155,0.02191436505025077,True,True,True,AAPL,,,
2024-11-19,228.27999877929688,243.00999450683594,228.91779724121093,0.06156007717816732,True,True,True,AAPL,,,
2024-11-20,229.0,243.0399932861328,233.2963996887207,0.041764869112479466,True,True,True,AAPL,,,
2024-11-21,228.52000427246094,242.83999633789062,244.94940185546875,-0.008611596932262646,True,True,True,AAPL,,,
2024-11-22,229.8699951171875,246.75,244.3625003051758,0.009770319471451426,True,True,True,AAPL,,,
2024-11-25,232.8699951171875,247.77000427246094,240.60599609375,0.029774853058605975,True,True,True,AAPL,,,
2024-11-26,235.05999755859375,246.49000549316406,231.81500015258788,0.06330481345433484,False,True,False,AAPL,,,
2024-11-27,234.92999267578125,247.9600067138672,248.32140365600586,-0.001455359613862781,True,True,True,AAPL,,,
2024-11-29,237.3300018310547,248.1300048828125,236.2409959411621,0.05032576540869075,False,True,False,AAPL,,,
2024-12-02,239.58999633789062,251.0399932861328,229.01119659423827,0.09619091563861454,False,True,False,AAPL,,,
2024-12-04,243.00999450683594,248.0500030517578,229.98119674682619,0.07856645047735183,False,True,False,AAPL,,,
2024-12-06,242.83999633789062,254.49000549316406,236.46050262451172,0.07624741835756967,False,True,False,AAPL,,,
2024-12-10,247.77000427246094,258.20001220703125,227.24029708862304,0.13624218730155072,False,True,False,AAPL,,,
2024-12-11,246.49000549316406,259.0199890136719,233.39679641723632,0.10978382304198281,False,True,False,AAPL,,,
2024-12-12,247.9600067138672,255.58999633789062,245.9940051269531,0.03900904498052785,False,True,False,AAPL,,,
2024-12-16,251.0399932861328,250.4199981689453,229.59880172729493,0.09068512677335608,False,False,True,AAPL,,,
2024-12-17,253.47999572753906,243.85000610351562,230.89680282592772,0.056099535026274384,False,False,True,AAPL,,,
2024-12-18,248.0500030517578,243.36000061035156,249.05559310913085,-0.022868759651920784,True,False,False,AAPL,,,
2024-12-20,254.49000549316406,242.2100067138672,238.26859802246094,0.016541872173330648,False,False,True,AAPL,,,
2024-10-01,168.4199981689453,166.89999389648438,,-0.06119604790472373,True,False,False,GOOG,177.77938996101096,,
2024-10-02,167.30999755859375,166.74000549316406,,-0.07943676750486232,True,False,False,GOOG,181.12824801966525,,
2024-10-04,168.55999755859375,165.0500030517578,,-0.08377407384084845,True,False,False,GOOG,180.14116206430953,,
2024-10-08,165.6999969482422,166.82000732421875,,-0.0731680056890734,True,True,True,GOOG,179.98947851195481,,
2024-10-09,163.05999755859375,164.47999572753906,,-0.07303370633146676,True,True,True,GOOG,177.43902540037146,,
2024-10-10,163.17999267578125,164.52999877929688,,-0.07529675532564704,True,True,True,GOOG,177.92735099273756,,
2024-10-11,164.52000427246094,166.99000549316406,,-0.05843027269439969,True,True,True,GOOG,177.3527765925773,,
2024-10-14,166.35000610351562,168.33999633789062,,-0.04688090980943869,True,True,True,GOOG,176.62010767640135,,
2024-10-15,166.89999389648438,171.13999938964844,,-0.036180475244722454,True,True,True,GOOG,177.5643624080996,,
2024-10-18,165.0500030517578,172.64999389648438,,-0.04133825114580984,True,True,True,GOOG,180.0947978813578,,
2024-10-21,165.8000030517578,170.67999267578125,,-0.0450071005737435,True,True,True,GOOG,178.7238342592106,,
2024-10-22,166.82000732421875,171.41000366210938,,-0.03370227618325992,True,True,True,GOOG,177.38839638891415,,
2024-10-23,164.47999572753906,178.3300018310547,,-0.007847837675397023,True,True,True,GOOG,179.7405767006839,,
2024-10-24,164.52999877929688,182.27999877929688,,0.005824509017512454,True,True,True,GOOG,181.22445530517808,,
2024-10-25,166.99000549316406,179.86000061035156,,0.011350441084871824,True,True,True,GOOG,177.8414220271822,,
2024-10-28,168.33999633789062,181.97000122070312,,0.023474436203938638,True,True,True,GOOG,177.79633255485004,,
2024-10-29,171.13999938964844,183.32000732421875,,0.04801559183750361,True,True,True,GOOG,174.92106868639297,,
2024-10-30,176.13999938964844,180.49000549316406,,0.058787630970395764,False,True,False,GOOG,170.46856254614733,,
2024-10-31,172.69000244140625,177.35000610351562,,0.003985199658972702,True,True,True,GOOG,176.64603637957686,,
2024-11-01,172.64999389648438,173.88999938964844,,-0.04542555884415338,True,True,True,GOOG,182.16494376184397,,
2024-11-05,171.41000366210938,179.5800018310547,,-0.002779041035835619,True,True,True,GOOG,180.08045279913534,,
2024-11-06,178.3300018310547,177.3300018310547,,0.03289655957940568,False,False,True,GOOG,171.68224657778245,,
2024-11-07,182.27999877929688,169.24000549316406,,-0.025697384253437722,False,False,True,GOOG,173.70373717357148,,
2024-11-08,179.86000061035156,166.57000732421875,,-0.08664781320298587,True,False,False,GOOG,182.3721558146745,,
2024-11-11,181.97000122070312,169.42999267578125,,-0.0745406679109799,True,False,False,GOOG,183.07664832049448,,
2024-11-12,183.32000732421875,170.6199951171875,,-0.04989328632148457,False,False,True,GOOG,179.57982262497688,,
2024-11-13,180.49000549316406,170.82000732421875,,-0.05573964042253344,True,False,False,GOOG,180.9035035640557,,
2024-11-14,177.35000610351562,170.49000549316406,,-0.05738200166678843,True,False,False,GOOG,180.86860827464972,,
2024-11-18,176.8000030517578,173.02000427246094,,-0.02041632621209082,False,False,True,GOOG,176.62605952120197,,
2024-11-19,179.5800018310547,176.08999633789062,,0.012488111003135093,False,False,True,GOOG,173.91808795011656,,
2024-11-20,177.3300018310547,174.30999755859375,,-0.040900773566601906,True,False,False,GOOG,181.74344505187463,,
2024-11-21,169.24000549316406,176.49000549316406,,-0.04369146761050275,True,True,True,GOOG,184.55341504919357,,
2024-11-22,166.57000732421875,177.10000610351562,,-0.04025403455313446,True,True,True,GOOG,184.52800270023164,,
2024-11-25,169.42999267578125,186.52999877929688,,0.05560024425897386,True,True,True,GOOG,176.7051493155347,,
2024-11-26,170.6199951171875,196.7100067138672,,0.11779694035801855,True,True,True,GOOG,175.98009049019498,,
