Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,XGBoost_Predicted_Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead
2024-07-01,216.75,234.82000732421875,224.1736979675293,0.04749134021169388,True,True,True,AAPL,,
2024-07-02,220.27000427246094,228.8800048828125,221.45249603271483,0.03353996447617557,True,True,True,AAPL,,
2024-07-03,221.5500030517578,224.17999267578125,225.1386981201172,-0.00425828812345914,True,True,True,AAPL,,
2024-07-05,226.33999633789062,224.30999755859375,227.04209564208983,-0.012033442854592812,True,False,False,AAPL,,
2024-07-09,228.67999267578125,225.00999450683594,216.9982991027832,0.03692054471015892,False,False,True,AAPL,,
2024-07-10,232.97999572753906,218.5399932861328,215.25449890136719,0.015263301819633928,False,False,True,AAPL,,
2024-07-11,227.57000732421875,217.49000549316406,218.56850006103517,-0.004934354985141659,False,False,True,AAPL,,
2024-07-15,234.39999389648438,218.24000549316406,220.16059951782228,-0.008723604627097412,False,False,True,AAPL,,
2024-07-16,234.82000732421875,218.8000030517578,212.46729766845704,0.02980555338536191,False,False,True,AAPL,,
2024-07-17,228.8800048828125,222.0800018310547,217.06150329589843,0.023120168518850775,False,False,True,AAPL,,
2024-07-19,224.30999755859375,219.86000061035156,214.10810592651367,0.026864441488320196,False,False,True,AAPL,,
2024-07-22,223.9600067138672,209.27000427246094,218.07810638427733,-0.040389667068621564,False,False,True,AAPL,,
2024-07-23,225.00999450683594,207.22999572753906,225.5849040222168,-0.08136585368704477,True,False,False,AAPL,,
2024-07-24,218.5399932861328,209.82000732421875,226.48430053710936,-0.07357813841123251,True,False,False,AAPL,,
2024-07-25,217.49000549316406,213.30999755859375,231.00750366210937,-0.07661009197952917,True,False,False,AAPL,,
2024-07-26,217.9600067138672,216.24000549316406,228.29539932250975,-0.052806118148334656,True,False,False,AAPL,,
2024-07-29,218.24000549316406,217.52999877929688,226.7141960144043,-0.04051002273595569,True,False,False,AAPL,,
2024-07-30,218.8000030517578,221.27000427246094,225.79609664916993,-0.020045042602049014,True,True,True,AAPL,,
2024-07-31,222.0800018310547,221.72000122070312,223.52130157470702,-0.008058741342832843,True,False,False,AAPL,,
2024-08-01,218.36000061035156,224.72000122070312,227.3163996887207,-0.011421958431389032,True,True,True,AAPL,,
2024-08-02,219.86000061035156,226.0500030517578,227.26130325317382,-0.00532998880177412,True,True,True,AAPL,,
2024-08-05,209.27000427246094,225.88999938964844,223.63470184326172,0.010084738762803363,True,True,True,AAPL,,
2024-08-08,213.30999755859375,224.52999877929688,223.59730178833007,0.004171324893042528,True,True,True,AAPL,,
2024-08-09,216.24000549316406,226.83999633789062,223.9610954284668,0.012854468781357408,True,True,True,AAPL,,
