Date,Close,Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-07-01,122.93000030517578,128.82000732421875,126.64806378263324,0.017149441347269426,True,True,True,AFG
2024-07-02,123.0,132.16000366210938,128.2113336735239,0.030798135199500535,True,True,True,AFG
2024-07-03,121.0999984741211,131.47999572753906,126.67387974223757,0.037940860381644716,True,True,True,AFG
2024-07-05,119.6500015258789,124.91999816894531,131.29604488287262,-0.04856236697468908,True,True,True,AFG
2024-07-09,121.12999725341797,125.20999908447266,125.78664790311119,-0.004584340454661794,True,True,True,AFG
2024-07-10,122.69999694824219,124.55999755859375,126.70282142879293,-0.01691220326457725,True,True,True,AFG
2024-07-11,124.47000122070312,124.69999694824219,126.09577719019885,-0.011069206860522436,True,True,True,AFG
2024-07-15,126.7300033569336,128.25999450683594,130.13409087653224,-0.01440127146601728,True,True,True,AFG
2024-07-16,128.82000732421875,130.92999267578125,127.49749811574873,0.026922054242321917,False,True,False,AFG
2024-07-17,132.16000366210938,130.9600067138672,126.51944759028456,0.03509783838104286,False,False,True,AFG
2024-07-19,124.91999816894531,127.80000305175781,128.94388997234276,-0.00887119909931599,True,True,True,AFG
2024-07-22,124.87999725341797,123.38999938964844,131.88331948753395,-0.06440026025192923,True,False,False,AFG
2024-07-23,125.20999908447266,124.33999633789062,131.61383471367947,-0.055266518080054276,True,False,False,AFG
2024-07-24,124.55999755859375,123.47000122070312,130.32996836847917,-0.05263537798444795,True,False,False,AFG
2024-07-25,124.69999694824219,127.19000244140625,129.25334983631677,-0.015963589319143327,True,True,True,AFG
2024-07-26,128.0,127.29000091552734,129.1623537718278,-0.0144961190441611,True,False,False,AFG
2024-07-29,128.25999450683594,125.13999938964844,131.10923918478989,-0.04552875016480109,True,False,False,AFG
2024-07-30,130.92999267578125,126.58999633789062,129.71629896958308,-0.02410107794106533,False,False,True,AFG
2024-07-31,130.9600067138672,127.72000122070312,131.37613093994383,-0.027829482365499418,True,False,False,AFG
2024-08-01,128.77999877929688,128.1199951171875,128.97313025501543,-0.006614828500642348,True,False,False,AFG
2024-08-02,127.80000305175781,129.1199951171875,131.9815005047182,-0.021681109675127663,True,True,True,AFG
2024-08-05,123.38999938964844,129.24000549316406,132.62259086518884,-0.02550534829668034,True,True,True,AFG
2024-08-08,127.19000244140625,130.94000244140625,130.9630010430762,-0.00017561144358913455,True,True,True,AFG
2024-08-09,127.29000091552734,131.58999633789062,131.62797617054667,-0.00028853921302291835,True,True,True,AFG
2024-08-12,125.13999938964844,131.49000549316406,129.53281920042087,0.015109578443706325,True,True,True,AFG
2024-08-13,126.58999633789062,130.94000244140625,131.42034889483222,-0.0036550386410125753,True,True,True,AFG
2024-08-14,127.72000122070312,132.25,130.89808131626958,0.010328025209658935,True,True,True,AFG
2024-08-15,128.1199951171875,132.61000061035156,130.23622324295937,0.01822670612125971,True,True,True,AFG
2024-08-16,129.1199951171875,133.6199951171875,130.48109713216706,0.02405634267346004,True,True,True,AFG
2024-08-19,129.24000549316406,133.0500030517578,129.94865472319367,0.023865951788191953,True,True,True,AFG
2024-08-21,130.0399932861328,133.05999755859375,131.22920946637882,0.013951071561426897,True,True,True,AFG
2024-08-22,130.94000244140625,134.0800018310547,129.72673223518862,0.033557228497622126,False,True,False,AFG
2024-08-23,131.58999633789062,137.02999877929688,127.93863383807837,0.07106035658255277,False,True,False,AFG
2024-08-27,130.94000244140625,132.52999877929688,130.22109002393177,0.01773068214173897,False,True,False,AFG
2024-08-29,132.61000061035156,134.27000427246094,130.30732535052056,0.03041025446022287,False,True,False,AFG
2024-09-03,133.0500030517578,136.52000427246094,128.32759469673175,0.0638398124354296,False,True,False,AFG
