,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
13,KO,36,27,0.75,23,23,1.0,-0.0011676671906447795,71.80000305175781,2024-09-17,68.89710235595703,68.81665347000549,False
33,ADP,36,24,0.6666666666666666,24,24,1.0,-0.0012441375731758134,279.4100036621094,2024-09-17,-945639.9123561052,-944463.4062104482,False
24,XLP,36,27,0.75,26,27,0.9629629629629629,-0.0031356905157289027,83.45999908447266,2024-09-17,83.06058714317581,82.80013484784007,False
37,CPB,36,27,0.75,25,26,0.9615384615384616,0.002217439977748911,51.52000045776367,2024-09-17,48.535600395202636,48.643225175863,False
48,SYY,36,29,0.8055555555555556,24,25,0.96,0.0008808369756764494,77.77999877929688,2024-09-17,73.82655548659574,73.89158464645517,False
22,XLU,36,23,0.6388888888888888,23,24,0.9583333333333334,0.0016751790710494026,79.08000183105469,2024-09-17,75.50936582789843,75.63585753720155,False
21,XLRE,36,28,0.7777777777777778,28,30,0.9333333333333333,-0.0032340076978666257,45.0,2024-09-17,42.312479355755634,42.1756404718033,False
41,PRU,36,29,0.8055555555555556,12,13,0.9230769230769231,0.0034178037389143504,118.68000030517578,2024-09-17,115.31479927062988,115.70892262272919,False
42,QSR,36,30,0.8333333333333334,15,17,0.8823529411764706,-0.0008653963755438746,69.27999877929688,2024-09-17,70.10134033678926,70.04067489094105,True
9,PG,36,27,0.75,24,28,0.8571428571428571,-0.00026666459216865483,175.8800048828125,2024-09-17,175.04071044921875,174.9940332895539,False
6,KR,36,31,0.8611111111111112,18,21,0.8571428571428571,-0.0002951520729425373,55.040000915527344,2024-09-17,52.66679809777463,52.651253383140826,False
47,NSC,36,28,0.7777777777777778,23,27,0.8518518518518519,0.004924778242495837,246.24000549316406,2024-09-17,237.25704956054688,238.42548791610145,False
29,EA,36,27,0.75,16,19,0.8421052631578947,0.0008097912196043565,142.58999633789062,2024-09-17,146.2413017272949,146.3597266493772,True
39,CTBI,36,28,0.7777777777777778,16,19,0.8421052631578947,0.006625324461035026,49.439998626708984,2024-09-17,48.407599906921384,48.728315962684704,False
7,CMI,36,28,0.7777777777777778,20,24,0.8333333333333334,-0.00031455039878842473,301.5899963378906,2024-09-17,299.1494985961914,299.0554010021106,False
36,BAX,36,26,0.7222222222222222,24,29,0.8275862068965517,-0.005431799243068795,39.810001373291016,2024-09-17,37.75170032501221,37.54664066776225,False
