Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-07-02,220.27000427246094,228.8800048828125,222.79799728393556,0.027298304621320192,True,True,True,AAPL,,
2024-07-03,221.5500030517578,224.17999267578125,217.09269912719728,0.03264639288689962,False,True,False,AAPL,,
2024-07-05,226.33999633789062,224.30999755859375,217.76270401000977,0.030066184098646316,False,False,True,AAPL,,
2024-07-08,227.82000732421875,223.9600067138672,213.66240493774413,0.048195665396181996,False,False,True,AAPL,,
2024-07-10,232.97999572753906,218.5399932861328,218.60550048828125,-0.00029965944133208245,False,False,True,AAPL,,
2024-07-12,230.5399932861328,217.9600067138672,226.66949996948242,-0.038423754659483646,False,False,True,AAPL,,
2024-07-15,234.39999389648438,218.24000549316406,220.78360275268554,-0.011520770690433607,False,False,True,AAPL,,
2024-07-16,234.82000732421875,218.8000030517578,221.57680297851562,-0.012531997435792254,False,False,True,AAPL,,
2024-07-17,228.8800048828125,222.0800018310547,226.24270278930663,-0.01839927169774201,False,False,True,AAPL,,
2024-07-18,224.17999267578125,218.36000061035156,226.95019561767577,-0.03785057326760539,True,False,False,AAPL,,
2024-07-19,224.30999755859375,219.86000061035156,221.28229537963867,-0.006427512724626132,False,False,True,AAPL,,
2024-07-23,225.00999450683594,207.22999572753906,221.27459899902342,-0.06347137599624052,False,False,True,AAPL,,
2024-07-24,218.5399932861328,209.82000732421875,224.45079452514648,-0.06518483140984631,True,False,False,AAPL,,
2024-07-25,217.49000549316406,213.30999755859375,226.09399642944337,-0.05654284975602653,True,False,False,AAPL,,
2024-07-29,218.24000549316406,217.52999877929688,225.12269927978517,-0.03372694323930433,True,False,False,AAPL,,
2024-07-30,218.8000030517578,221.27000427246094,224.37779846191407,-0.013850720573767678,True,True,True,AAPL,,
2024-07-31,222.0800018310547,221.72000122070312,221.2840054321289,0.00197029960535464,False,False,True,AAPL,,
2024-08-01,218.36000061035156,224.72000122070312,220.9461054992676,0.017080616618734865,True,True,True,AAPL,,
2024-08-02,219.86000061035156,226.0500030517578,223.1326058959961,0.013074723633719077,True,True,True,AAPL,,
2024-08-05,209.27000427246094,225.88999938964844,223.0247036743164,0.012847436486301642,True,True,True,AAPL,,
2024-08-06,207.22999572753906,226.50999450683594,224.9410009765625,0.006975133583747701,True,True,True,AAPL,,
2024-08-09,216.24000549316406,226.83999633789062,225.083504486084,0.0078037342443956215,True,True,True,AAPL,,
2024-08-12,217.52999877929688,227.17999267578125,222.53040237426757,0.02089418008463252,True,True,True,AAPL,,
2024-08-14,221.72000122070312,226.49000549316406,223.54160232543944,0.01318950538536552,True,True,True,AAPL,,
2024-08-15,224.72000122070312,229.7899932861328,218.32059982299805,0.052534637008296504,False,True,False,AAPL,,
2024-08-16,226.0500030517578,229.0,220.54350173950195,0.038343901288402336,False,True,False,AAPL,,
2024-08-19,225.88999938964844,222.77000427246094,217.7219044494629,0.023185998835361984,False,False,True,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,211.32759735107422,0.0450599395053076,False,False,True,AAPL,,
2024-08-22,224.52999877929688,220.82000732421875,226.24059524536133,-0.023959395595047277,True,False,False,AAPL,,
2024-07-02,186.61000061035156,182.6199951171875,,0.08457525258453509,False,False,True,GOOG,168.37927537255285,
2024-07-03,187.38999938964844,179.22000122070312,,0.05699210415382017,False,False,True,GOOG,169.55661306872156,
2024-07-05,191.9600067138672,179.38999938964844,,0.03487014148887264,False,False,True,GOOG,173.34542006551584,
