Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-09-30,78.05999755859375,75.22000122070312,76.59019752502441,-0.017889969586167953,False,False,True,SYY
2024-10-01,77.73999786376953,75.55999755859375,76.70149787902832,-0.01488237325214847,False,False,True,SYY
2024-10-02,77.37999725341797,75.7699966430664,76.40299880981445,-0.008285043474847603,False,False,True,SYY
2024-10-03,76.13999938964844,75.37999725341797,74.96179748535157,0.0055788385830545534,False,False,True,SYY
2024-10-07,74.7300033569336,74.70999908447266,75.64789909362793,-0.012398229433899422,True,False,False,SYY
2024-10-08,75.31999969482422,74.7699966430664,79.26819946289062,-0.05674662538449668,True,False,False,SYY
2024-10-09,74.61000061035156,74.62999725341797,75.67979766845703,-0.01387160705209721,True,True,True,SYY
2024-10-10,73.80000305175781,74.37999725341797,78.90219947814941,-0.0573140198199898,True,True,True,SYY
2024-10-11,74.41999816894531,73.91999816894531,77.02570152282715,-0.040320351421420514,True,False,False,SYY
2024-10-14,75.22000122070312,75.0999984741211,77.0225008392334,-0.024960269326038707,True,False,False,SYY
2024-10-17,75.37999725341797,74.94999694824219,76.90099822998047,-0.02537029852205055,True,False,False,SYY
2024-10-18,75.54000091552734,75.02999877929688,75.51049812316894,-0.006363344909846869,False,False,True,SYY
2024-10-22,74.7699966430664,76.3499984741211,75.38209983825683,0.012839900161192446,True,True,True,SYY
2024-10-23,74.62999725341797,77.01000213623047,75.18909881591797,0.024217650550255033,True,True,True,SYY
2024-10-24,74.37999725341797,76.87000274658203,75.21249839782715,0.022037618534990304,True,True,True,SYY
2024-10-25,73.91999816894531,77.38999938964844,75.51370071411132,0.024847129167204073,True,True,True,SYY
2024-10-28,75.0999984741211,77.94000244140625,74.79069793701171,0.04210823793952106,False,True,False,SYY
2024-10-29,74.16999816894531,77.29000091552734,76.19130043029786,0.014420287867833557,True,True,True,SYY
2024-10-30,74.25,76.66000366210938,78.00009857177734,-0.017180682258174127,True,True,True,SYY
2024-10-31,74.94999694824219,74.95999908447266,75.91060104370118,-0.012522650936214649,True,True,True,SYY
2024-11-01,75.02999877929688,74.94999694824219,76.06289962768555,-0.01463134701531006,True,False,False,SYY
2024-11-04,75.37000274658203,75.76000213623047,78.07260116577149,-0.029621134623536872,True,True,True,SYY
2024-11-05,76.3499984741211,74.4000015258789,75.70629890441894,-0.017254804388063795,False,False,True,SYY
2024-11-06,77.01000213623047,73.62999725341797,76.97129974365234,-0.04340971896489145,False,False,True,SYY
2024-11-07,76.87000274658203,75.08000183105469,76.24090019226074,-0.01522671372293024,False,False,True,SYY
2024-11-08,77.38999938964844,75.79000091552734,75.95039916992188,-0.002111881651019127,False,False,True,SYY
2024-11-12,77.29000091552734,76.38999938964844,79.33830169677735,-0.03716114718962619,True,False,False,SYY
2024-11-15,74.94999694824219,76.2699966430664,75.68580116271973,0.007718693220815559,True,True,True,SYY
2024-11-18,75.76000213623047,79.48999786376953,77.77189994812012,0.022091499845002027,True,True,True,SYY
2024-11-19,74.4000015258789,80.37000274658203,75.64380073547363,0.06247970045339111,True,True,True,SYY
2024-11-20,73.62999725341797,81.7699966430664,77.57940093994141,0.054016860820685825,True,True,True,SYY
2024-11-21,75.08000183105469,80.7300033569336,76.30349868774414,0.05801181787618921,True,True,True,SYY
2024-11-25,76.87999725341797,80.81999969482422,76.48600166320801,0.056663937679736015,False,True,False,SYY
2024-11-26,76.38999938964844,80.3499984741211,78.77610183715821,0.019979366841689647,True,True,True,SYY
2024-11-27,76.6500015258789,79.76000213623047,76.35349784851074,0.044614908075048594,False,True,False,SYY
2024-11-29,77.11000061035156,79.95999908447266,76.60910232543945,0.043740190882258626,False,True,False,SYY
2024-12-02,76.2699966430664,79.25,76.68419914245605,0.03345931608123684,True,True,True,SYY
2024-12-04,80.37000274658203,77.08000183105469,75.32149894714355,0.023346626242066085,False,False,True,SYY
2024-12-05,81.7699966430664,76.55000305175781,77.40690086364746,-0.011070044173439795,False,False,True,SYY
2024-12-09,81.06999969482422,76.88999938964844,76.72360092163086,0.0021688042012984136,False,False,True,SYY
2024-12-10,80.81999969482422,77.52999877929688,75.69359924316406,0.024260962016529594,False,False,True,SYY
2024-12-11,80.3499984741211,77.30999755859375,77.0548991394043,0.003310606100826097,False,False,True,SYY
2024-12-12,79.76000213623047,76.94999694824219,75.68319740295411,0.01673818745451991,False,False,True,SYY
2024-12-13,79.95999908447266,76.36000061035156,78.39399826049805,-0.0259458338046192,False,False,True,SYY
2024-12-17,78.02999877929688,75.70999908447266,75.14899757385254,0.007465189539871012,False,False,True,SYY
2024-12-18,77.08000183105469,75.43000030517578,74.83169807434082,0.007995304746934686,False,False,True,SYY
2024-12-19,76.55000305175781,74.73999786376953,77.5726993560791,-0.03651673225017892,True,False,False,SYY
2024-12-23,76.88999938964844,74.8499984741211,80.21479774475098,-0.0668804188436783,True,False,False,SYY
