Date,Close,Close_10d_ahead,GradientBoosting_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-09-30,143.44000244140625,144.1699981689453,145.49338820256804,-0.009095877482626188,True,True,True,EA
2024-10-01,142.25,146.4199981689453,147.53170936835582,-0.007535405128634394,True,True,True,EA
2024-10-02,143.1999969482422,145.0399932861328,155.01946089016232,-0.0643755793416181,True,True,True,EA
2024-10-03,140.69000244140625,144.1999969482422,144.91680893894514,-0.004946368857769636,True,True,True,EA
2024-10-07,142.89999389648438,145.7100067138672,146.55649839153406,-0.005775872697268087,True,True,True,EA
2024-10-08,143.3300018310547,145.72000122070312,164.3436788702516,-0.11332153312846166,True,True,True,EA
2024-10-09,143.74000549316406,144.86000061035156,144.72309550955285,0.0009459796331517596,True,True,True,EA
2024-10-10,141.97000122070312,145.02999877929688,157.8782300308053,-0.08138063904695073,True,True,True,EA
2024-10-11,143.24000549316406,145.1999969482422,159.77648861545904,-0.09123051703995527,True,True,True,EA
2024-10-14,144.1699981689453,144.17999267578125,150.32556738242394,-0.04088176624677906,True,True,True,EA
2024-10-17,144.1999969482422,150.85000610351562,149.34506603299036,0.010076931970372717,True,True,True,EA
2024-10-18,144.35000610351562,151.25999450683594,161.38494036171556,-0.06273786037399999,True,True,True,EA
2024-10-22,145.72000122070312,155.5,146.93255977292702,0.058308656980544674,True,True,True,EA
2024-10-23,144.86000061035156,157.9600067138672,151.41855144621297,0.04320114811016321,True,True,True,EA
2024-10-24,145.02999877929688,160.0,146.1123256382572,0.09504793179547152,True,True,True,EA
2024-10-25,145.1999969482422,157.91000366210938,164.99848112581316,-0.04296086494456116,True,True,True,EA
2024-10-28,144.17999267578125,159.38999938964844,145.65260516823238,0.09431615868146692,True,True,True,EA
2024-10-29,145.6199951171875,162.8699951171875,166.1960516833317,-0.02001284947780603,True,True,True,EA
2024-10-30,149.13999938964844,162.72000122070312,167.25495962896184,-0.02711404444041039,True,True,True,EA
2024-10-31,150.85000610351562,164.1199951171875,163.3459898480372,0.004738440593921986,True,True,True,EA
2024-11-01,151.25999450683594,161.36000061035156,163.41079417396674,-0.012549927157393918,True,True,True,EA
2024-11-04,152.88999938964844,164.00999450683594,162.66615765400786,0.008261317979160897,True,True,True,EA
2024-11-05,155.5,166.1300048828125,144.53205727675947,0.1494336136425143,False,True,False,EA
2024-11-06,157.9600067138672,166.7100067138672,165.0935075325759,0.00979141581913707,True,True,True,EA
2024-11-07,160.0,167.97000122070312,146.89136122613925,0.14349815958280424,False,True,False,EA
2024-11-08,157.91000366210938,166.6699981689453,146.31062522340662,0.13915170490489862,False,True,False,EA
2024-11-12,162.8699951171875,165.02000427246094,166.9148540655529,-0.011352193929653469,True,True,True,EA
2024-11-15,161.36000061035156,165.9600067138672,167.7130630962362,-0.010452712209800145,True,True,True,EA
2024-11-18,164.00999450683594,167.6999969482422,155.95642867695489,0.07530031542087118,False,True,False,EA
2024-11-19,166.1300048828125,167.4199981689453,144.68278038495032,0.15715220376259845,False,True,False,EA
2024-11-20,166.7100067138672,165.6199951171875,158.99441649720936,0.04167176914727967,False,False,True,EA
2024-11-21,167.97000122070312,167.00999450683594,146.3875681258134,0.1408755309282719,False,False,True,EA
2024-11-25,164.13999938964844,165.3000030517578,148.62538297386305,0.11219227661016101,False,True,False,EA
2024-11-26,165.02000427246094,163.9199981689453,166.39470165796013,-0.01487248971485762,True,False,False,EA
2024-11-27,163.10000610351562,162.58999633789062,164.78489418029653,-0.01331977577995953,True,False,False,EA
2024-11-29,163.6699981689453,157.6199951171875,162.57690884576346,-0.030489654181323954,False,False,True,EA
2024-12-02,165.9600067138672,156.39999389648438,147.43833910923513,0.06078239107542898,False,False,True,EA
2024-12-04,167.4199981689453,149.9199981689453,146.0834960383644,0.02626239263587575,False,False,True,EA
2024-12-05,165.6199951171875,147.88999938964844,162.66775251978774,-0.09084623658485513,False,False,True,EA
2024-12-09,165.61000061035156,147.3000030517578,157.62829225255584,-0.06552306729460591,False,False,True,EA
2024-12-10,165.3000030517578,149.17999267578125,144.83073896223104,0.030029907633657867,False,False,True,EA
2024-12-11,163.9199981689453,149.07000732421875,157.93448364442764,-0.05612755438619916,False,False,True,EA
2024-12-12,162.58999633789062,148.1199951171875,146.86709947316712,0.00853081220038182,False,False,True,EA
2024-12-13,157.6199951171875,146.5399932861328,163.4777761015403,-0.10360908509598869,True,False,False,EA
2024-12-17,154.7899932861328,145.89999389648438,150.85687917901134,-0.032858198509098005,False,False,True,EA
2024-12-18,149.9199981689453,146.2899932861328,166.3389733529595,-0.12053086334904914,True,False,False,EA
2024-12-19,147.88999938964844,145.25,149.69963474277748,-0.029723751500283183,True,False,False,EA
2024-12-23,147.3000030517578,144.1999969482422,165.2145230253622,-0.1271953923438926,True,False,False,EA
