Date,Close,Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,RandomForest_Predicted_Close_10d_ahead,GradientBoosting_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-09-30,233.0,231.3000030517578,238.76554578224633,-0.03126725301186077,True,False,False,AAPL,,,
2024-10-01,226.2100067138672,233.85000610351562,233.94583805569061,-0.00040963307136148856,True,True,True,AAPL,,,
2024-10-02,226.77999877929688,231.77999877929688,237.12209483623636,-0.022528883529933784,True,True,True,AAPL,,,
2024-10-03,225.6699981689453,232.14999389648438,236.6060450594027,-0.018833209277470425,True,True,True,AAPL,,,
2024-10-07,221.69000244140625,236.47999572753906,234.11968245724188,0.010081652450251619,True,True,True,AAPL,,,
2024-10-08,225.77000427246094,235.86000061035156,238.25555972257092,-0.010054578012822836,True,True,True,AAPL,,,
2024-10-09,229.5399932861328,230.75999450683594,242.077958244341,-0.046753383990793984,True,True,True,AAPL,,,
2024-10-10,229.0399932861328,230.57000732421875,238.13448109445108,-0.03176555421737533,True,True,True,AAPL,,,
2024-10-11,227.5500030517578,231.41000366210938,238.88717167497913,-0.03129999807207273,True,True,True,AAPL,,,
2024-10-14,231.3000030517578,233.39999389648438,235.1496737759298,-0.00744070723701143,True,True,True,AAPL,,,
2024-10-17,232.14999389648438,225.91000366210938,235.37619126956685,-0.04021726902962852,True,False,False,AAPL,,,
2024-10-18,235.0,222.91000366210938,238.60598110734156,-0.06578199495414595,True,False,False,AAPL,,,
2024-10-22,235.86000061035156,223.4499969482422,234.45754563358992,-0.046949005866291534,False,False,True,AAPL,,,
2024-10-23,230.75999450683594,222.72000122070312,228.49076736965395,-0.025256014566290293,False,False,True,AAPL,,,
2024-10-24,230.57000732421875,227.47999572753906,241.2535808784612,-0.057091733522749266,True,False,False,AAPL,,,
2024-10-25,231.41000366210938,226.9600067138672,237.03358040221124,-0.042498508739777195,True,False,False,AAPL,,,
2024-10-28,233.39999389648438,224.22999572753906,235.84216906577666,-0.04923705283171369,True,False,False,AAPL,,,
2024-10-29,233.6699981689453,224.22999572753906,237.56189654780053,-0.056119693494612745,True,False,False,AAPL,,,
2024-10-30,230.10000610351562,225.1199951171875,237.5200059719352,-0.05220617439784361,True,False,False,AAPL,,,
2024-10-31,225.91000366210938,228.22000122070312,241.45586207006158,-0.05481689587440168,True,True,True,AAPL,,,
2024-11-01,222.91000366210938,225.0,236.2546834605967,-0.047637927408426595,True,True,True,AAPL,,,
2024-11-04,222.00999450683594,228.02000427246094,239.53236526299898,-0.04806181819270157,True,True,True,AAPL,,,
2024-11-05,223.4499969482422,228.27999877929688,238.97296808431142,-0.04474551825142827,True,True,True,AAPL,,,
2024-11-06,222.72000122070312,229.0,235.32528610352531,-0.026878905400513006,True,True,True,AAPL,,,
2024-11-07,227.47999572753906,228.52000427246094,242.32122579220328,-0.05695424110959742,True,True,True,AAPL,,,
2024-11-08,226.9600067138672,229.8699951171875,241.96916891826598,-0.050002956389726745,True,True,True,AAPL,,,
2024-11-12,224.22999572753906,235.05999755859375,241.62991830118165,-0.02719001350817312,True,True,True,AAPL,,,
2024-11-15,225.0,239.58999633789062,236.85881466649948,0.011530842435552517,True,True,True,AAPL,,,
2024-11-18,228.02000427246094,242.64999389648438,238.08121508825823,0.01919000122093827,True,True,True,AAPL,,,
2024-11-19,228.27999877929688,243.00999450683594,236.71299738026772,0.02660182244430119,True,True,True,AAPL,,,
2024-11-20,229.0,243.0399932861328,235.86682397707284,0.030411946827067257,True,True,True,AAPL,,,
2024-11-21,228.52000427246094,242.83999633789062,233.40056293203872,0.040443061864424305,True,True,True,AAPL,,,
