ticker,pred_date,overall_success_rate,predicted_higher_success_rate,predicted_price_higher,first_trigger,first_trigger_date,first_trigger_price,profit_per_stock,profit_pct_per_stock
DRI,2023-12-29,0.6944444444444444,1.0,False,target_price,2024-01-02,161.14047968445314,-3.159523367304672,-0.0192302088169125
QSR,2023-12-29,0.8055555555555556,0.9666666666666668,False,target_price,2024-01-02,75.61603124119623,-2.5139660122217435,-0.0321767067784168
BAX,2023-12-29,0.7222222222222222,0.96,False,target_price,2024-01-02,36.95245595043156,-1.707543896980546,-0.0441682334123146
KO,2023-12-29,0.6944444444444444,0.9545454545454546,False,target_price,2024-01-02,58.24969121521537,-0.6803090899604101,-0.0115443591793204
SYY,2023-12-29,0.75,0.92,True,target_price,2024-01-02,74.43908184248025,1.3090845890622802,0.017900788161196
CTBI,2023-12-29,0.6388888888888888,0.92,True,stop_loss,2024-01-10,41.31172201958609,-2.54827859076547,-0.0581002862586381
XLU,2023-12-29,0.7222222222222222,0.9130434782608696,True,target_price,2024-01-02,64.02067243420451,0.690670603149826,0.010905898992271
UNP,2023-12-29,0.7222222222222222,0.896551724137931,False,target_price,2024-01-02,239.2962569770586,-6.32373814012891,-0.0257460233932168
CSCO,2023-12-29,0.8055555555555556,0.8823529411764706,False,target_price,2024-01-02,50.23926363961827,-0.2807368181453995,-0.0055569440934606
ADP,2023-12-29,0.7777777777777778,0.8823529411764706,True,target_price,2024-01-04,235.27348270716303,2.3034814864599014,0.0098874596488399
BFIN,2023-12-29,0.6111111111111112,0.88,True,target_price,2024-01-16,10.550579459459264,0.2905792305774284,0.0283215618026449
XLP,2023-12-29,0.6111111111111112,0.88,False,target_price,2024-01-02,70.7693818814035,-1.260616897893371,-0.0175012761246318
XLRE,2023-12-29,0.6388888888888888,0.875,False,target_price,2024-01-02,38.16596933487669,-1.8940320384143237,-0.0472798795178554
XLV,2023-12-29,0.6666666666666666,0.875,False,target_price,2024-01-02,-78864.45539328727,-79000.83539817008,-579.2699264533189
WSO,2023-12-29,0.5833333333333334,0.8636363636363636,False,target_price,2024-01-02,396.4541072856743,-32.01589393502883,-0.0747214363755131
PRU,2023-12-29,0.6111111111111112,0.8636363636363636,False,target_price,2024-01-02,97.67230189418586,-6.037697190286792,-0.0582171173810255
AMZN,2023-12-29,0.5555555555555556,0.8571428571428571,False,target_price,2024-01-02,147.85071575245908,-4.089286688947169,-0.0269138253471079
CPB,2023-12-29,0.8611111111111112,0.8571428571428571,False,target_price,2024-01-02,42.08774877200471,-1.1422507702316196,-0.0264226412752011
XLI,2023-12-29,0.5277777777777778,0.8571428571428571,False,target_price,2024-01-02,108.29035297142065,-5.699644892348871,-0.0500012720340653
XLB,2023-12-29,0.6111111111111112,0.8461538461538461,False,target_price,2024-01-02,83.04606460598306,-2.493936309544281,-0.0291552055512262
CNI,2023-12-29,0.5833333333333334,0.84,False,target_price,2024-01-02,121.90111625988364,-3.728880993534318,-0.0296814540719323
XLY,2023-12-29,0.5833333333333334,0.8333333333333334,False,target_price,2024-01-02,173.77738118526506,-5.032616373328693,-0.0281450502882511
GOOG,2023-12-29,0.75,0.8333333333333334,False,target_price,2024-01-02,138.24430344103706,-2.6856892347441885,-0.0190569032450231
JCI,2023-12-29,0.6388888888888888,0.8333333333333334,False,target_price,2024-01-02,54.68092718121841,-2.9590722084300296,-0.0513371311548183
AVNT,2023-12-29,0.5555555555555556,0.8260869565217391,False,target_price,2024-01-02,40.12890739625589,-1.4410922985683283,-0.0346666420290533
TRN,2023-12-29,0.6111111111111112,0.8260869565217391,False,target_price,2024-01-02,26.48351300129184,-0.1064871512960508,-0.0040047818986449
XLF,2023-12-29,0.5,0.8181818181818182,False,target_price,2024-01-02,36.21316661049594,-1.386831863625147,-0.0368838276570585
EA,2023-12-29,0.6111111111111112,0.8181818181818182,False,target_price,2024-01-02,136.1853812446927,-0.6246163139010434,-0.0045655750679589
AAPL,2023-12-29,0.6111111111111112,0.8181818181818182,False,stop_loss,2024-01-02,187.5746358028486,-4.955362976448271,-0.0257381343575904
MA,2023-12-29,0.6388888888888888,0.8148148148148148,False,target_price,2024-01-02,417.39590228348607,-9.114107482138934,-0.0213690353648377
SUN,2023-12-29,0.75,0.8148148148148148,False,target_price,2024-01-02,53.89004437569636,-6.039955929479419,-0.100783512409857
AMD,2023-12-29,0.7222222222222222,0.8125,False,target_price,2024-01-02,130.18944898149778,-17.2205546806116,-0.1168208008466254
CAT,2023-12-29,0.6388888888888888,0.8095238095238095,False,target_price,2024-01-02,263.73118802263593,-31.93882540509844,-0.1080218620577318
XLK,2023-12-29,0.5555555555555556,0.7916666666666666,False,stop_loss,2024-01-02,186.94761211158863,-5.53238361595038,-0.0287426420342487
XLE,2023-12-29,0.8888888888888888,0.7777777777777778,False,target_price,2024-01-02,82.81509777318222,-1.0248985647084083,-0.0122244586053877
NVDA,2023-12-29,0.7222222222222222,0.7727272727272727,False,target_price,2024-01-02,44.87074560404683,-4.651253755084028,-0.0939229799942726
CMI,2023-12-29,0.6111111111111112,0.7727272727272727,False,target_price,2024-01-02,234.2690287796517,-5.3009785445670445,-0.0221270542325986
PAYX,2023-12-29,0.6111111111111112,0.7619047619047619,False,target_price,2024-01-12,119.7353965381758,0.6253959278242434,0.0052505744657841
XLC,2023-12-29,0.6666666666666666,0.75,False,target_price,2024-01-02,70.00816117258155,-2.651842489527823,-0.0364965917406181
KR,2023-12-29,0.6388888888888888,0.75,False,target_price,2024-01-02,44.73370712723812,-0.9762919572345368,-0.0213583893412541
NSC,2023-12-29,0.5,0.7391304347826086,False,target_price,2024-01-02,228.4945879494813,-7.885416933331186,-0.0333590691701713
HPE,2023-12-29,0.5833333333333334,0.7368421052631579,False,target_price,2024-01-02,15.953733285316188,-1.02626625692014,-0.0604397105175055
AXS,2023-12-29,0.8333333333333334,0.7333333333333333,False,target_price,2024-01-02,55.45588704989876,0.0858881180139974,0.0015511670520285
DDOG,2023-12-29,0.4444444444444444,0.7272727272727273,False,target_price,2024-01-02,98.2545338775954,-23.125463375822548,-0.1905212052982754
ADBE,2023-12-29,0.5833333333333334,0.7,True,stop_loss,2024-01-03,574.6318466247066,-21.968128961230946,-0.0368222089510738
PG,2023-12-29,0.6388888888888888,0.6923076923076923,True,target_price,2024-01-23,154.106132312603,7.566139026470182,0.0516319050984027
AFG,2023-12-29,0.5833333333333334,0.6785714285714286,False,target_price,2024-01-02,115.88557563495333,-3.004423754695111,-0.0252706179671887
ARCC,2023-12-29,0.5277777777777778,0.6666666666666666,False,target_price,2024-01-02,19.83986683179793,-0.190133854847577,-0.0094924537358775
EMR,2023-12-29,0.6666666666666666,0.6470588235294118,False,target_price,2024-01-02,91.008659344285,-6.32134248676968,-0.0649475225300238
VAC,2023-12-29,0.7777777777777778,0.625,False,target_price,2024-01-02,84.02733476489722,-0.8626646247512184,-0.0101621466716185
SBUX,2023-12-29,0.6388888888888888,0.6,True,stop_loss,2024-01-02,93.79757468875518,-2.2124274474753065,-0.0230437183444288
PLTR,2023-12-29,0.6111111111111112,0.5263157894736842,True,target_price,2024-02-06,19.791921386734806,2.621921310440861,0.1527036283512229
DRI,2024-01-02,0.6944444444444444,1.0,False,target_price,2024-01-03,152.97724594825675,-9.302752831040124,-0.0573253198238681
KO,2024-01-02,0.7777777777777778,1.0,False,target_price,2024-01-03,58.15407665639684,-1.6659230384273798,-0.0278489309081611
SYY,2024-01-02,0.75,1.0,False,target_price,2024-01-03,72.2030389001574,-2.2169592687879174,-0.0297898323479539
BAX,2024-01-02,0.75,1.0,False,target_price,2024-01-03,37.140420761132034,-1.709577712989052,-0.0440045760652434
QSR,2024-01-02,0.6388888888888888,0.9583333333333334,False,target_price,2024-01-03,75.92411798848181,-0.9358826218697516,-0.0121764586838125
HPE,2024-01-02,0.7222222222222222,0.9444444444444444,False,target_price,2024-01-03,16.098634499384154,-0.8313658057916271,-0.0491060715183486
AMZN,2024-01-02,0.6944444444444444,0.9230769230769232,False,target_price,2024-01-03,149.19668732748312,-0.7333053482981313,-0.0048909850204813
PRU,2024-01-02,0.6388888888888888,0.9130434782608696,False,target_price,2024-01-03,95.06223272897698,-9.50776696584724,-0.0909225111752375
XLB,2024-01-02,0.6388888888888888,0.9130434782608696,False,target_price,2024-01-03,83.15825155739512,-2.231747832253319,-0.026135939199033
UNP,2024-01-02,0.6111111111111112,0.9130434782608696,False,target_price,2024-01-03,230.8439433903537,-12.58604928542755,-0.0517029522413477
CSCO,2024-01-02,0.6666666666666666,0.9090909090909092,False,target_price,2024-01-03,50.100284552261286,-0.4097137692719172,-0.0081115379704388
BFIN,2024-01-02,0.8611111111111112,0.9090909090909092,True,target_price,2024-01-26,10.924068061025464,0.7440677558496844,0.0730911329611042
CTBI,2024-01-02,0.8055555555555556,0.90625,False,target_price,2024-01-03,42.79711152415218,-1.1828880180841497,-0.0268960443473438
MA,2024-01-02,0.6111111111111112,0.9047619047619048,False,target_price,2024-01-04,423.1346199364106,1.2446052879731155,0.002950070503589
EA,2024-01-02,0.6388888888888888,0.8888888888888888,False,target_price,2024-01-03,134.6426448066897,-1.1373539726071726,-0.0083764470675528
XLU,2024-01-02,0.7222222222222222,0.88,False,target_price,2024-01-03,63.31349424636342,-0.9365057536365812,-0.0145759650371452
XLP,2024-01-02,0.6388888888888888,0.875,False,target_price,2024-01-03,71.27109287952314,-1.5689034583674868,-0.0215390381280313
ADP,2024-01-02,0.7777777777777778,0.875,False,target_price,2024-01-03,231.13132299336613,-2.2886751755791863,-0.0098049661277209
XLY,2024-01-02,0.6388888888888888,0.875,False,target_price,2024-01-03,166.3510508027212,-10.798943093763173,-0.0609593195926013
