Date,Open,High,Low,Close,Adj Close,Volume,ALMA,Stochastic_RSI,Williams_%R,ROC,low_close_spread,minimum_low_close_spread
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,226.0500030517578,44340200,210.370179884761,100.0,-2.5299991338670336,2.8154291022569975,-0.01073109421314929,-0.06770410343092315
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,225.88999938964844,40687800,212.24542077542998,99.64374445199765,-3.0489860057659746,7.941890752555703,-0.012778004794231761,-0.06770410343092315
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,226.50999450683594,30299000,214.9819846060664,99.64374445199765,-2.1174324699413605,9.303671850983266,-0.004701696930326859,-0.06770410343092315
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,226.39999389648438,34765500,217.5384261261606,99.36918932117482,-4.940594253094577,7.90200457225504,-0.005998626200489705,-0.06770410343092315
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,224.52999877929688,43695300,219.7614455739928,94.76807904578122,-11.781069851667947,5.2599509395339625,-0.0028137780258438508,-0.06770410343092315
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,226.83999633789062,38677300,221.74627905216198,93.98057804018725,-5.500552271025749,4.9019564259406465,-0.01118884895621871,-0.06770410343092315
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,227.17999267578125,30602200,223.59842142511053,94.03141250721531,-5.284755459623291,4.436166942783434,-0.014694686207967024,-0.06770410343092315
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,228.02999877929688,35934600,224.84395230816145,98.98877833061128,-4.095939806300308,3.055088523662708,-0.013962378932679965,-0.06770410343092315
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,226.49000549316406,38052200,225.81800117424783,91.25998919123316,-18.837312644836956,2.1513639934147437,-0.0035892096936856145,-0.06770410343092315
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,229.7899932861328,51906300,226.09297779646445,91.48370985502794,-18.071630004149476,2.2561374323108523,-0.003975831806654453,-0.06770410343092315
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,229.0,52990800,226.07668505067534,84.41285975170236,-28.1811440468799,1.3050196453953322,-0.00668192500883243,-0.06770410343092315
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,222.77000427246094,50190600,226.12428325460672,59.59581656334109,-76.77755642404193,-1.3812010826586756,-0.0072342818499886545,-0.06770410343092315
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,220.85000610351562,43840200,226.29026944031042,26.262483230007764,-78.1735113788646,-2.4987808664440623,-0.01549572577791726,-0.06770410343092315
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,222.3800048828125,36615400,226.723981726498,5.375800571257468,-68.26419442698513,-1.7756135698086248,-0.0038822706471863164,-0.06770410343092315
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,220.82000732421875,48423000,227.4305639080327,5.795204905854746,-78.36780396016904,-1.6523366477745736,-0.004777735957342323,-0.06770410343092315
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,220.91000366210938,67180000,227.66340375539207,6.559139348892946,-74.09007302760516,-2.6141742071571015,-0.019380724554116456,-0.06770410343092315
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,220.11000061035156,51591000,227.6006738759342,1.1833387776354833,-79.02531962520402,-3.1120663321437774,-0.0155954641694436,-0.06770410343092315
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,222.66000366210938,44587100,226.81256316892936,10.355048763309442,-63.29426227810735,-2.354951166922976,-0.021891799925754424,-0.06770410343092315
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,222.77000427246094,37498200,225.42200667595924,19.583413819955684,-62.615664694287496,-1.6424571197316706,-0.013420056637024643,-0.06770410343092315
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,222.5,36766600,223.23619913325828,28.53064706694396,-64.281330424027,-3.1724589839103072,-0.0026587189768559564,-0.06770410343092315
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,216.32000732421875,59357400,221.6135864554529,18.93953274667273,-87.36837286698191,-5.537114705581332,-0.01121919023848349,-0.06770410343092315
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,216.7899932861328,45519300,221.2636775692866,10.44221324572961,-84.89476254111842,-2.684387876122773,-0.010675959375910548,-0.06770410343092315
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,220.69000244140625,59894900,221.2292524895963,14.308264578747805,-64.36839856599507,-0.07244901864950773,-0.014480138146966819,-0.06770410343092315
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,228.8699951171875,66781300,221.1380759212314,46.44382742931032,-9.283975582227576,2.918423460686147,-0.01887544024489055,-0.06770410343092315
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,228.1999969482422,318679900,221.4406135402683,76.39195681046614,-25.50860645135614,3.342083769242782,-0.002548114592288258,-0.06770410343092315
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,226.47000122070312,54146000,221.5112895016632,90.15044604041304,-34.53310250134321,2.5168609236447197,-0.002922827462225695,-0.06770410343092315
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,227.3699951171875,43556100,221.1151182085703,86.56998200502147,-29.838298211052074,3.2983483197966548,-0.007265314405215122,-0.06770410343092315
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,226.3699951171875,42308700,220.07034952257925,80.71704347585465,-35.05478279903688,1.6662136863646624,-0.010490093741219743,-0.06770410343092315
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,227.52000427246094,36636700,219.74087137322516,82.50032801634819,-29.05577776451157,2.1322439776005337,-0.009360723020591682,-0.06770410343092315
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,227.7899932861328,34026000,220.92444774537555,82.96444604393186,-27.647384235767014,2.3775250724192416,-0.002155698318505635,-0.06770410343092315
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,233.0,54541900,223.92302288053244,90.70760852653488,-0.46946450958151864,7.710795169667966,-0.01458744259764994,-0.06770410343092315
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,226.2100067138672,63285000,226.48665792181086,79.63420171390062,-35.889359839213576,4.345225203868732,-0.0110396047200356,-0.06770410343092315
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,226.77999877929688,32880600,227.59434492122196,68.950160012015,-32.916005014625995,2.759525248320904,-0.016859449532797947,-0.06770410343092315
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,225.6699981689453,34044200,227.17644067121063,51.59354144782741,-38.70630609117863,-1.3981723321153148,-0.010522974958149705,-0.06770410343092315
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,226.8000030517578,37245100,227.12821483541344,51.93229344229575,-33.83536592372738,-0.6134942660853349,-0.011912720790513231,-0.06770410343092315
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,221.69000244140625,39505400,227.61354933163892,33.59711830142678,-73.31184346742421,-2.1106542824798216,-0.0016265332642357165,-0.06770410343092315
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,225.77000427246094,31855700,228.15252579604484,28.325929317894907,-62.24485956328183,-0.7036948054214103,-0.011287813090530514,-0.06770410343092315
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,229.5399932861328,33591100,228.65588046042683,29.849418773369607,-30.18711488082958,1.4003614601415104,-0.02094912341199633,-0.06770410343092315
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,229.0399932861328,28183500,228.39358399854606,47.62244704215936,-33.93322480893822,0.668068295151599,-0.008231699310032979,-0.06770410343092315
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,227.5500030517578,31759200,227.5433302533389,50.548710612537526,-46.70092376488124,-0.10535591617211304,-0.0009237561240876373,-0.06770410343092315
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,231.3000030517578,39882100,225.98421468677836,53.52120751066366,-14.56724263047443,-0.7296124241382779,-0.011811009956926962,-0.06770410343092315
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,233.85000610351562,64751400,225.63304220882335,62.99931656654757,-22.524743593859476,3.3773923181533987,-0.006369200057786008,-0.06770410343092315
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,231.77999877929688,34082200,225.37760376525313,70.46691006547069,-35.334191954767526,2.204779974827506,-0.008440665124942955,-0.06770410343092315
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,232.14999389648438,32978900,225.84892581583946,70.26422428503832,-33.04461872864856,2.8714475916678506,-0.007070924838682923,-0.06770410343092315
