Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-07-30,245.42999267578125,237.27000427246094,247.1446974182129,-0.03995510827829828,True,False,False,UNP
2024-07-31,246.72999572753906,241.22000122070312,250.3210012817383,-0.03635731726237351,True,False,False,UNP
2024-08-01,244.47000122070312,243.7100067138672,244.78700042724608,-0.0043997177607435645,True,False,False,UNP
2024-08-06,238.5500030517578,246.5,250.2975015258789,-0.015171951388760789,True,True,True,UNP
2024-08-07,236.83999633789062,245.72999572753906,249.0516035461426,-0.013337026428694002,True,True,True,UNP
2024-08-08,240.5399932861328,244.32000732421875,252.14489868164063,-0.031033312188090793,True,True,True,UNP
2024-08-12,236.75,247.83999633789062,246.97180236816405,0.003515356657730295,True,True,True,UNP
2024-08-13,237.27000427246094,250.35000610351562,252.17029739379882,-0.007218499994234282,True,True,True,UNP
2024-08-14,241.22000122070312,252.6699981689453,247.95129791259765,0.019030754410533444,True,True,True,UNP
2024-08-16,244.52999877929688,256.0899963378906,249.13349975585936,0.02792276666465307,True,True,True,UNP
2024-08-19,246.07000732421875,255.2100067138672,241.74810028076172,0.05568567619547398,False,True,False,UNP
2024-08-20,246.5,255.6999969482422,243.52089752197264,0.050012543277402455,False,True,False,UNP
2024-08-21,245.72999572753906,251.52999877929688,243.0484991455078,0.034896325892189044,False,True,False,UNP
2024-08-22,244.32000732421875,249.6300048828125,240.79670288085939,0.03668365013421146,False,True,False,UNP
2024-08-23,246.85000610351562,251.11000061035156,245.70210067749022,0.0220099865566871,False,True,False,UNP
2024-08-26,247.83999633789062,252.5800018310547,248.300604095459,0.0172347455665089,True,True,True,UNP
2024-08-27,250.35000610351562,247.5,247.08260025024413,0.0016893125996453513,False,False,True,UNP
2024-08-28,252.6699981689453,248.88999938964844,249.83089889526366,-0.003766145459892345,False,False,True,UNP
2024-08-29,253.1999969482422,249.1199951171875,245.56459716796874,0.014478463061134293,False,False,True,UNP
2024-08-30,256.0899963378906,252.42999267578125,242.7938998413086,0.0396883646614304,False,False,True,UNP
2024-09-03,255.2100067138672,253.5500030517578,239.1782960510254,0.06008783923130888,False,False,True,UNP
2024-09-06,249.6300048828125,245.38999938964844,247.82919967651367,-0.009842263502642414,False,False,True,UNP
2024-09-09,251.11000061035156,244.0,245.2400045776367,-0.005056289979166744,False,False,True,UNP
2024-09-10,252.5800018310547,248.9600067138672,245.91020233154296,0.012402105945211636,False,False,True,UNP
2024-09-11,247.5,245.5,250.76039505004883,-0.02097777461627828,True,False,False,UNP
2024-09-12,248.88999938964844,243.22999572753906,244.68110412597656,-0.005930610798986667,False,False,True,UNP
2024-09-13,249.1199951171875,244.22000122070312,249.6849043273926,-0.021887198673107428,True,False,False,UNP
2024-09-16,252.42999267578125,246.47999572753906,248.81069702148437,-0.009367367729145738,False,False,True,UNP
2024-09-17,253.5500030517578,245.5500030517578,249.98689987182618,-0.01774851731168019,False,False,True,UNP
2024-09-19,248.44000244140625,240.6300048828125,248.34350372314452,-0.03105979711444797,False,False,True,UNP
2024-09-20,245.38999938964844,238.86000061035156,247.45400054931642,-0.034729686810022344,True,False,False,UNP
2024-09-23,244.0,236.8699951171875,243.98890487670897,-0.029177186409844156,False,False,True,UNP
2024-09-25,245.5,237.67999267578125,244.32119842529298,-0.027182273958689808,False,False,True,UNP
2024-09-27,244.22000122070312,242.30999755859375,250.71710525512697,-0.03353224618630722,True,False,False,UNP
2024-09-30,246.47999572753906,245.27000427246094,246.4818000793457,-0.004916370322249646,True,False,False,UNP
2024-10-02,243.35000610351562,248.10000610351562,239.8915966796875,0.03421716115712179,False,True,False,UNP
