Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-07-30,218.8000030517578,221.27000427246094,223.5926969909668,-0.010388052694760867,True,True,True,AAPL,,
2024-07-31,222.0800018310547,221.72000122070312,219.28489685058594,0.011104751877993648,False,False,True,AAPL,,
2024-08-01,218.36000061035156,224.72000122070312,225.73569595336915,-0.004499486571569235,True,True,True,AAPL,,
2024-08-06,207.22999572753906,226.50999450683594,221.53790130615235,0.022443533008884325,True,True,True,AAPL,,
2024-08-07,209.82000732421875,226.39999389648438,221.27530502319337,0.02315978673152819,True,True,True,AAPL,,
2024-08-08,213.30999755859375,224.52999877929688,226.01470169067383,-0.0065690545803915755,True,True,True,AAPL,,
2024-08-12,217.52999877929688,227.17999267578125,228.45270294189453,-0.005571001129441592,True,True,True,AAPL,,
2024-08-13,221.27000427246094,228.02999877929688,222.71370407104493,0.02387053248665859,True,True,True,AAPL,,
2024-08-14,221.72000122070312,226.49000549316406,226.21199600219725,0.0012289776664368807,True,True,True,AAPL,,
2024-08-16,226.0500030517578,229.0,223.77580368041993,0.023345671130024784,False,True,False,AAPL,,
2024-08-19,225.88999938964844,222.77000427246094,226.12740310668946,-0.014847377133873777,True,False,False,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,226.81960250854493,-0.02631869705707828,True,False,False,AAPL,,
2024-08-21,226.39999389648438,222.3800048828125,227.23879837036134,-0.02138188338608363,True,False,False,AAPL,,
2024-08-22,224.52999877929688,220.82000732421875,223.1320018005371,-0.010361554853907029,False,False,True,AAPL,,
2024-08-23,226.83999633789062,220.91000366210938,225.67899765014647,-0.02113175810639728,False,False,True,AAPL,,
2024-08-26,227.17999267578125,220.11000061035156,226.4419970703125,-0.02796299512406614,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,226.02779693603514,-0.014899907531633555,False,False,True,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,225.73820388793945,-0.013148858121295142,False,False,True,AAPL,,
2024-08-29,229.7899932861328,222.5,230.13960037231445,-0.033195505510374056,True,False,False,AAPL,,
2024-08-30,229.0,216.32000732421875,224.8634004211426,-0.03799370231404075,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,227.22719650268556,-0.04593289613741016,True,False,False,AAPL,,
2024-09-06,220.82000732421875,228.1999969482422,223.02290252685546,0.02321328600215542,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,224.12620223999022,0.010457496523334685,True,True,True,AAPL,,
2024-09-10,220.11000061035156,227.3699951171875,225.1286051940918,0.009956042330397437,True,True,True,AAPL,,
2024-09-11,222.66000366210938,226.3699951171875,218.30080520629883,0.03696362871068255,False,True,False,AAPL,,
2024-09-12,222.77000427246094,227.52000427246094,225.68709884643556,0.00812144529037764,True,True,True,AAPL,,
2024-09-13,222.5,227.7899932861328,226.9432992553711,0.0037308615567845276,True,True,True,AAPL,,
2024-09-16,216.32000732421875,233.0,223.2699996948242,0.04357952397758413,True,True,True,AAPL,,
2024-09-17,216.7899932861328,226.2100067138672,221.86860275268555,0.019567455274511984,True,True,True,AAPL,,
2024-09-19,228.8699951171875,225.6699981689453,229.72859924316407,-0.017666938672806654,True,False,False,AAPL,,
2024-09-20,228.1999969482422,226.8000030517578,224.47500228881836,0.010357504128446408,False,False,True,AAPL,,
2024-09-23,226.47000122070312,221.69000244140625,224.4515995788574,-0.012303753426720042,False,False,True,AAPL,,
2024-09-25,226.3699951171875,229.5399932861328,226.91190139770507,0.011581992272064787,True,True,True,AAPL,,
2024-09-27,227.7899932861328,227.5500030517578,224.41070236206053,0.013989086334360218,False,False,True,AAPL,,
2024-09-30,233.0,231.3000030517578,226.597501373291,0.020752663422885762,False,False,True,AAPL,,
2024-10-02,226.77999877929688,231.77999877929688,223.2248014831543,0.03832547834873178,False,True,False,AAPL,,
2024-07-30,171.86000061035156,165.92999267578125,165.97500259399413,-0.0002711849224849026,False,False,True,GOOG,,
2024-07-31,173.14999389648438,162.02999877929688,162.58939880371094,-0.00344056887183282,False,False,True,GOOG,,
2024-08-01,172.4499969482422,163.1699981689453,164.56669555664064,-0.00848712057425137,False,False,True,GOOG,,
2024-08-06,160.5399932861328,168.9600067138672,152.41089736938477,0.10858219215371333,False,True,False,GOOG,,
2024-08-07,160.75,167.6300048828125,155.95210357666016,0.07488133239839193,False,True,False,GOOG,,
2024-08-08,163.83999633789062,165.49000549316406,163.6065007019043,0.01151240802278115,False,True,False,GOOG,,
2024-08-12,163.9499969482422,167.92999267578125,165.3977033996582,0.015310304944223734,True,True,True,GOOG,,
2024-08-13,165.92999267578125,166.3800048828125,159.7974987792969,0.04119279809633936,False,True,False,GOOG,,
2024-08-14,162.02999877929688,164.5,165.85379531860352,-0.008162582689186517,True,True,True,GOOG,,
2024-08-16,164.74000549316406,165.11000061035156,159.96910369873046,0.03213681137642017,False,True,False,GOOG,,
2024-08-19,168.39999389648438,158.61000061035156,166.84219909667968,-0.04934122500721668,False,False,True,GOOG,,
2024-08-20,168.9600067138672,157.80999755859375,164.12780059814452,-0.03849319260068237,False,False,True,GOOG,,
2024-08-21,167.6300048828125,158.60000610351562,164.7367999267578,-0.03725211261825295,False,False,True,GOOG,,
2024-08-22,165.49000549316406,152.1300048828125,165.72589569091798,-0.0820384210411032,True,False,False,GOOG,,
2024-08-23,167.42999267578125,149.5399932861328,164.46070388793945,-0.09072508051512011,False,False,True,GOOG,,
2024-08-26,167.92999267578125,150.00999450683594,161.75359909057616,-0.07260181318849189,False,False,True,GOOG,,
2024-08-27,166.3800048828125,152.14999389648438,167.03840408325195,-0.08913165968316597,True,False,False,GOOG,,
2024-08-28,164.5,155.5399932861328,164.9235011291504,-0.05689612322545485,True,False,False,GOOG,,
