Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,XGBoost_Predicted_Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead
2024-07-18,224.17999267578125,218.36000061035156,219.3677035522461,-0.00459367047006778,False,False,True,AAPL,,
2024-07-19,224.30999755859375,219.86000061035156,221.34750167846678,-0.006720207171237883,False,False,True,AAPL,,
2024-07-22,223.9600067138672,209.27000427246094,220.44739440917968,-0.050703208203822174,False,False,True,AAPL,,
2024-07-25,217.49000549316406,213.30999755859375,225.91620101928712,-0.05580035165170442,True,False,False,AAPL,,
2024-07-26,217.9600067138672,216.24000549316406,226.58919494628907,-0.045673799474763965,True,False,False,AAPL,,
2024-07-29,218.24000549316406,217.52999877929688,225.47189590454101,-0.035223445890597976,True,False,False,AAPL,,
2024-07-31,222.0800018310547,221.72000122070312,225.88659881591798,-0.018445528052818853,True,False,False,AAPL,,
2024-08-01,218.36000061035156,224.72000122070312,223.45259963989258,0.0056719034947592326,True,True,True,AAPL,,
2024-08-02,219.86000061035156,226.0500030517578,222.4047004699707,0.01639040260428,True,True,True,AAPL,,
2024-08-06,207.22999572753906,226.50999450683594,226.23239685058593,0.0012270464359414761,True,True,True,AAPL,,
2024-08-07,209.82000732421875,226.39999389648438,225.52449722290038,0.0038820468923102666,True,True,True,AAPL,,
2024-08-08,213.30999755859375,224.52999877929688,220.65510299682617,0.017560870924097492,True,True,True,AAPL,,
2024-08-09,216.24000549316406,226.83999633789062,220.1247006225586,0.030506779549681434,True,True,True,AAPL,,
2024-08-12,217.52999877929688,227.17999267578125,219.78950042724608,0.03362531983633832,True,True,True,AAPL,,
2024-08-13,221.27000427246094,228.02999877929688,221.94950103759766,0.027395861280486496,True,True,True,AAPL,,
2024-08-14,221.72000122070312,226.49000549316406,221.26520248413087,0.023613306341777433,False,True,False,AAPL,,
2024-08-15,224.72000122070312,229.7899932861328,217.02499938964843,0.058818080554701495,False,True,False,AAPL,,
2024-08-16,226.0500030517578,229.0,222.76070175170898,0.02800897195612805,False,True,False,AAPL,,
2024-08-19,225.88999938964844,222.77000427246094,220.7857015991211,0.00898746005274709,False,False,True,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,221.07740005493164,-0.0010285716738097964,False,False,True,AAPL,,
2024-08-21,226.39999389648438,222.3800048828125,225.71589630126954,-0.014779160321099083,False,False,True,AAPL,,
2024-08-26,227.17999267578125,220.11000061035156,225.08249984741212,-0.022091896262177273,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,214.61660278320312,0.03747799925354036,False,False,True,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,226.6298973083496,-0.017031702708830785,True,False,False,AAPL,,
2024-08-29,229.7899932861328,222.5,221.9587043762207,0.0024387222177229572,False,False,True,AAPL,,
2024-08-30,229.0,216.32000732421875,226.00330078125,-0.04284580545309723,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,224.6001010131836,-0.03477339365307032,True,False,False,AAPL,,
2024-09-04,220.85000610351562,220.69000244140625,223.3862028503418,-0.012069681898581113,True,False,False,AAPL,,
2024-09-05,222.3800048828125,228.8699951171875,227.36109909057618,0.006636561982884374,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,226.42420104980468,0.00020227595233237092,True,True,True,AAPL,,
2024-09-10,220.11000061035156,227.3699951171875,228.1743957519531,-0.003525376421463486,True,True,True,AAPL,,
2024-09-11,222.66000366210938,226.3699951171875,219.5738995361328,0.030951290637967328,False,True,False,AAPL,,
2024-09-13,222.5,227.7899932861328,224.64370483398437,0.014005682707528359,True,True,True,AAPL,,
2024-09-17,216.7899932861328,226.2100067138672,224.6865969848633,0.006780153998711952,True,True,True,AAPL,,
2024-09-18,220.69000244140625,226.77999877929688,222.80120208740234,0.017858057562605494,True,True,True,AAPL,,
2024-09-20,228.1999969482422,226.8000030517578,224.82989685058592,0.008762652248518138,False,False,True,AAPL,,
2024-07-18,179.22000122070312,172.4499969482422,163.54419967651367,0.05445498702701753,False,False,True,GOOG,,
2024-07-19,179.38999938964844,168.39999389648438,160.33490371704102,0.050301525073271805,False,False,True,GOOG,,
2024-07-22,183.35000610351562,160.63999938964844,161.25599990844728,-0.0038200161181511055,False,False,True,GOOG,,
2024-07-25,169.16000366210938,163.83999633789062,164.72209899902344,-0.005355096046572651,False,False,True,GOOG,,
2024-07-26,168.67999267578125,165.38999938964844,167.14029479980468,-0.010472013419939752,False,False,True,GOOG,,
2024-07-29,171.1300048828125,163.9499969482422,166.4681039428711,-0.015126663516832499,False,False,True,GOOG,,
2024-07-31,173.14999389648438,162.02999877929688,165.84869903564453,-0.023025204771289352,False,False,True,GOOG,,
2024-08-01,172.4499969482422,163.1699981689453,164.77010375976562,-0.009711140275503228,False,False,True,GOOG,,
2024-08-02,168.39999389648438,164.74000549316406,161.8022996520996,0.018156143932323496,False,False,True,GOOG,,
2024-08-06,160.5399932861328,168.9600067138672,166.33899444580078,0.015757052498717783,True,True,True,GOOG,,
2024-08-07,160.75,167.6300048828125,164.0150993347168,0.02204007779014606,True,True,True,GOOG,,
2024-08-08,163.83999633789062,165.49000549316406,161.20470291137696,0.02658298737191912,False,True,False,GOOG,,
