Date,Close,Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-08-06,26.59000015258789,32.31999969482422,31.48562261210222,0.02650025673626946,True,True,True,PLTR
2024-08-07,26.31999969482422,32.540000915527344,39.08790466385581,-0.16751738944920336,True,True,True,PLTR
2024-08-08,29.280000686645508,31.920000076293945,34.693561250602656,-0.07994455092904397,True,True,True,PLTR
2024-08-09,30.010000228881836,31.780000686645508,35.521323581303704,-0.10532611168316387,True,True,True,PLTR
2024-08-13,30.389999389648438,30.84000015258789,36.28400255837704,-0.1500386402252711,True,True,True,PLTR
2024-08-14,31.0,30.360000610351562,35.13735485752854,-0.13596226200144323,True,False,False,PLTR
2024-08-15,31.219999313354492,31.0,34.59772813535629,-0.1039874098461304,True,False,False,PLTR
2024-08-16,32.08000183105469,31.479999542236328,38.63419507769579,-0.18517780740796924,True,False,False,PLTR
2024-08-19,32.5,30.510000228881836,37.80538165524925,-0.1929720348519337,True,False,False,PLTR
2024-08-20,32.31999969482422,30.59000015258789,37.238026051318315,-0.17852788140726564,True,False,False,PLTR
2024-08-21,32.540000915527344,30.15999984741211,37.48566649123208,-0.195425807502541,True,False,False,PLTR
2024-08-23,31.780000686645508,34.599998474121094,36.450552351205005,-0.050768884357461165,True,True,True,PLTR
2024-08-26,30.850000381469727,34.7599983215332,37.603805013058235,-0.07562550360362458,True,True,True,PLTR
2024-08-27,30.84000015258789,34.849998474121094,34.85437207135557,-0.00012548202634442637,True,True,True,PLTR
2024-08-28,30.360000610351562,34.90999984741211,35.389617402031305,-0.013552493353366031,True,True,True,PLTR
2024-08-29,31.0,35.59000015258789,36.61023563174024,-0.027867492834922555,True,True,True,PLTR
2024-08-30,31.479999542236328,36.310001373291016,34.140308251041404,0.06355224171660571,True,True,True,PLTR
2024-09-04,30.59000015258789,36.380001068115234,35.613578327114595,0.021520520458825076,True,True,True,PLTR
2024-09-05,30.15999984741211,36.83000183105469,35.35787889754933,0.04163493341246198,True,True,True,PLTR
2024-09-06,30.329999923706055,37.20000076293945,35.755221470016814,0.04040750507262793,True,True,True,PLTR
2024-09-09,34.599998474121094,37.95000076293945,33.377286102497095,0.13700079288652092,False,True,False,PLTR
2024-09-16,36.310001373291016,37.20000076293945,37.45476068025326,-0.006801803367231732,True,True,True,PLTR
2024-09-17,36.45000076293945,36.459999084472656,37.37135951866165,-0.024386601020867284,True,True,True,PLTR
2024-09-18,36.380001068115234,37.4900016784668,38.434562231154075,-0.02457581140137565,True,True,True,PLTR
2024-09-19,36.83000183105469,39.2400016784668,38.271652576948114,0.02530199341592952,True,True,True,PLTR
2024-09-20,37.20000076293945,40.0099983215332,39.984781408781146,0.0006306627637714047,True,True,True,PLTR
2024-09-23,37.95000076293945,38.88999938964844,37.85982247442984,0.02721029439359808,False,True,False,PLTR
2024-09-24,36.900001525878906,41.45000076293945,40.18039829862131,0.03159755796551433,True,True,True,PLTR
2024-09-25,37.119998931884766,43.130001068115234,36.241907707639946,0.19005879646405174,False,True,False,PLTR
2024-09-26,37.099998474121094,43.52000045776367,37.26733807495893,0.16777861542534211,True,True,True,PLTR
2024-09-30,37.20000076293945,43.400001525878906,36.54932721126078,0.18743639999226702,False,True,False,PLTR
2024-10-01,36.459999084472656,42.43000030517578,39.73832771297084,0.06773492361447206,True,True,True,PLTR
2024-10-03,39.2400016784668,42.0,37.563416007845376,0.11810917279802277,False,True,False,PLTR
2024-10-04,40.0099983215332,42.970001220703125,37.690630680981194,0.14007116475198483,False,True,False,PLTR
2024-10-08,41.45000076293945,42.939998626708984,37.9267942973725,0.13218107204182525,False,True,False,PLTR
2024-10-09,43.130001068115234,42.59000015258789,38.87025377320523,0.09569647785389114,False,False,True,PLTR
2024-10-10,43.52000045776367,43.560001373291016,39.35625643566439,0.10681262188893598,False,True,False,PLTR
2024-10-11,43.5099983215332,44.86000061035156,41.13479845152797,0.09056084626774724,False,True,False,PLTR
