,Date,Open,High,Low,Close,Adj Close,Volume,stop_loss
0,2024-08-06,71.77999877929688,75.2300033569336,71.5999984741211,73.70999908447266,72.9351806640625,491500,-0.06380065727828077
1,2024-08-07,74.77999877929688,74.77999877929688,72.55000305175781,73.05999755859375,72.29200744628906,349700,-0.06380065727828077
2,2024-08-08,73.19000244140625,73.2699966430664,70.43000030517578,70.91000366210938,70.16461181640625,467800,-0.06380065727828077
3,2024-08-09,70.87999725341797,70.87999725341797,69.05000305175781,69.62000274658203,68.88817596435547,669300,-0.06380065727828077
4,2024-08-12,70.1500015258789,70.1500015258789,68.33999633789062,68.51000213623047,67.78984069824219,426600,-0.06380065727828077
5,2024-08-13,68.97000122070312,71.08000183105469,68.36000061035156,70.73999786376953,69.99639892578125,353100,-0.06380065727828077
6,2024-08-14,71.12000274658203,71.25,69.55000305175781,70.02999877929688,69.29386138916016,363000,-0.06380065727828077
7,2024-08-15,71.7699966430664,72.55999755859375,71.06999969482422,71.75,70.99578094482422,387900,-0.06380065727828077
8,2024-08-16,71.37000274658203,71.73999786376953,70.75,71.19000244140625,70.4416732788086,257300,-0.06380065727828077
9,2024-08-19,71.2300033569336,72.95999908447266,71.19999694824219,72.87999725341797,72.11389923095703,369100,-0.06380065727828077
10,2024-08-20,72.44999694824219,72.76000213623047,70.25,70.30000305175781,69.56102752685547,353300,-0.06380065727828077
11,2024-08-21,71.3499984741211,72.62999725341797,71.05000305175781,72.4000015258789,71.63895416259766,283900,-0.06380065727828077
12,2024-08-22,72.38999938964844,72.94999694824219,71.93000030517578,72.20999908447266,71.45094299316406,213700,-0.06380065727828077
13,2024-08-23,72.77999877929688,74.48999786376953,72.23999786376953,74.02999877929688,73.25181579589844,276700,-0.06380065727828077
14,2024-08-26,74.79000091552734,75.36000061035156,73.16999816894531,73.20999908447266,72.4404296875,303400,-0.06380065727828077
15,2024-08-27,72.51000213623047,73.47000122070312,72.05000305175781,72.83000183105469,72.0644302368164,219300,-0.06380065727828077
16,2024-08-28,72.30000305175781,73.72000122070312,72.30000305175781,73.0999984741211,72.33158874511719,439300,-0.06380065727828077
17,2024-08-29,73.80000305175781,74.33000183105469,72.5,73.4800033569336,72.70759582519531,286300,-0.06380065727828077
18,2024-08-30,73.9800033569336,74.41999816894531,73.04000091552734,74.0,73.22212982177734,392200,-0.06380065727828077
19,2024-09-03,73.0,74.41000366210938,73.0,73.23999786376953,72.4701156616211,448900,-0.06380065727828077
20,2024-09-04,72.81999969482422,73.62000274658203,72.16000366210938,72.41999816894531,71.65873718261719,309500,-0.06380065727828077
21,2024-09-05,72.72000122070312,73.55000305175781,71.23999786376953,73.11000061035156,72.34148406982422,483100,-0.06380065727828077
22,2024-09-06,73.47000122070312,73.77999877929688,71.56999969482422,71.68000030517578,70.92652130126953,462100,-0.06380065727828077
23,2024-09-09,71.55999755859375,71.93000030517578,69.95999908447266,70.36000061035156,69.62039184570312,359800,-0.06380065727828077
