,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
3,PAYX,38,28,0.7368421052631579,27,27,1.0,-0.00134964942282908,140.3300018310547,2024-10-25,131.7705022835669,131.592658301214,False
8,MA,38,30,0.7894736842105263,28,29,0.9655172413793104,-0.0014180230673373662,507.3599853515625,2024-10-25,493.8880972290039,493.1877525144498,False
33,ADP,38,28,0.7368421052631579,27,28,0.9642857142857143,0.0009911977188252674,287.9599914550781,2024-10-25,275.34594931804065,275.6188715948925,False
21,XLRE,38,34,0.8947368421052632,24,25,0.96,-0.003503545253446485,44.06999969482422,2024-10-25,44.18211437605761,44.027320338948144,False
2,DRI,38,33,0.868421052631579,23,24,0.9583333333333334,-0.0022274705233635696,159.9199981689453,2024-10-25,160.24140029907227,159.88446730328357,False
24,XLP,38,33,0.868421052631579,19,20,0.95,0.00012618871776120955,81.05999755859375,2024-10-25,82.32810291097623,82.33849178871829,True
22,XLU,38,29,0.7631578947368421,25,27,0.9259259259259259,-0.0008676227986917507,80.37999725341797,2024-10-25,79.12560066223145,79.05694948713672,False
39,CTBI,38,34,0.8947368421052632,24,26,0.9230769230769231,-0.001291434954666979,51.25,2024-10-25,49.585144586913884,49.521108597962126,False
31,AFG,38,32,0.8421052631578947,21,24,0.875,0.0006133645794467761,129.41000366210938,2024-10-25,134.16159942626953,134.24388939927954,True
35,AXS,38,24,0.631578947368421,20,23,0.8695652173913043,0.0012148496198648004,79.73999786376953,2024-10-25,79.67960014343262,79.77639887537785,True
34,AVNT,38,29,0.7631578947368421,18,21,0.8571428571428571,0.0008940566078390371,48.0099983215332,2024-10-25,47.45809959411621,47.500529821653814,False
47,NSC,38,32,0.8421052631578947,24,28,0.8571428571428571,0.0010818238741714045,251.08999633789062,2024-10-25,247.4765997314453,247.74432582533356,False
29,EA,38,30,0.7894736842105263,16,19,0.8421052631578947,0.0010771354492025544,145.1999969482422,2024-10-25,143.49500183105468,143.64956538431028,False
19,XLY,38,29,0.7631578947368421,21,25,0.84,0.0008544087221841631,200.80999755859375,2024-10-25,195.876397857666,196.04375636046564,False
32,ARCC,38,26,0.6842105263157895,21,25,0.84,-0.002748096257905754,21.579999923706055,2024-10-25,20.84410026550293,20.78681867156389,False
20,XLF,38,29,0.7631578947368421,23,28,0.8214285714285714,-0.0027018220395698418,46.630001068115234,2024-10-25,44.03944103660348,43.92045430420045,False
41,PRU,38,28,0.7368421052631579,22,27,0.8148148148148148,-0.0022808800542647484,123.45999908447266,2024-10-25,122.88479995727539,122.60451446808052,False
18,XLI,38,23,0.6052631578947368,21,26,0.8076923076923077,0.0017604868590809636,135.39999389648438,2024-10-25,132.16813561694175,132.40081588288461,False
26,XLE,38,29,0.7631578947368421,16,20,0.8,0.0013836787919608254,89.7699966430664,2024-10-25,90.70624542236328,90.83175373045259,True
49,DDOG,38,29,0.7631578947368421,20,25,0.8,-0.0029112188859420564,126.5999984741211,2024-10-25,118.02220085144043,117.67861239136127,False
48,SYY,38,27,0.7105263157894737,15,19,0.7894736842105263,0.0012044938026667064,73.91999816894531,2024-10-25,77.06275438226561,77.15557599233547,True
1,GOOG,38,25,0.6578947368421053,15,19,0.7894736842105263,0.004919328735866771,166.99000549316406,2024-10-25,165.47460113525392,166.2886250956747,False
50,PLTR,38,23,0.6052631578947368,22,28,0.7857142857142857,0.005448491630011035,44.86000061035156,2024-10-25,39.19033237878536,39.40386057672852,False
15,JCI,38,26,0.6842105263157895,22,28,0.7857142857142857,0.000853612150836252,76.73999786376953,2024-10-25,74.76685109615684,74.83067298873229,False
9,PG,38,30,0.7894736842105263,18,23,0.782608695652174,0.00012446480042251285,168.22000122070312,2024-10-25,173.4269985961914,173.44858415295957,True
28,NVDA,38,23,0.6052631578947368,18,23,0.782608695652174,-0.007630229554750158,141.5399932861328,2024-10-25,123.84500091552735,122.90003512933363,False
6,KR,38,25,0.6578947368421053,17,22,0.7727272727272727,0.000978278855049952,57.369998931884766,2024-10-25,56.160899276733396,56.21584029697641,False
12,AMZN,38,30,0.7894736842105263,20,26,0.7692307692307693,0.00266643840935177,187.8300018310547,2024-10-25,186.28109786987304,186.77780494416947,False
14,CSCO,38,23,0.6052631578947368,23,30,0.7666666666666667,-0.002391615816223927,55.7400016784668,2024-10-25,51.23260583755701,51.11007712712954,False
27,XLC,38,21,0.5526315789473685,19,25,0.76,0.002382940756816887,90.8499984741211,2024-10-25,90.44059140689859,90.6561059782327,False
51,AMD,38,27,0.7105263157894737,17,23,0.7391304347826086,-0.0009379053651552658,156.22999572753906,2024-10-25,145.21599654430815,145.07979768204288,False
17,XLK,38,25,0.6578947368421053,17,23,0.7391304347826086,0.0007141886828231923,230.2899932861328,2024-10-25,218.51356155114524,218.66962146384847,False
45,UNP,38,29,0.7631578947368421,14,19,0.7368421052631579,0.00019437671314983016,230.3000030517578,2024-10-25,248.00940048217774,248.05760773427372,True
0,AAPL,38,27,0.7105263157894737,19,26,0.7307692307692307,-0.0018847880411442593,231.41000366210938,2024-10-25,229.37090133666993,228.9385858048441,False
13,KO,38,30,0.7894736842105263,13,18,0.7222222222222222,0.0026095157637919357,66.91999816894531,2024-10-25,71.12750076293945,71.31310909741947,True
4,SBUX,38,23,0.6052631578947368,18,25,0.72,-0.00021582503157886209,97.30999755859375,2024-10-25,96.66620635986328,96.64534337282305,False
7,CMI,38,23,0.6052631578947368,20,28,0.7142857142857143,0.004512891480139885,329.1700134277344,2024-10-25,307.1015498460032,308.48746581384097,False
38,CNI,38,27,0.7105263157894737,13,19,0.6842105263157895,-0.0001415668316287937,110.97000122070312,2024-10-25,116.36019973754883,116.34372699274428,True
25,XLV,38,25,0.6578947368421053,13,19,0.6842105263157895,0.000576997562577187,148.58999633789062,2024-10-25,155.64369827270508,155.73350430723892,True
10,HPE,38,23,0.6052631578947368,17,25,0.68,0.0015496944068672872,19.459999084472656,2024-10-25,20.313899936676027,20.345380273789555,True
5,VAC,38,23,0.6052631578947368,17,26,0.6538461538461539,-0.0017974819288747092,78.19999694824219,2024-10-25,76.68360069274902,76.54576330626276,False
16,BFIN,38,24,0.631578947368421,15,23,0.6521739130434783,0.001775661529825082,12.470000267028809,2024-10-25,12.134320426695938,12.155866872668192,False
42,QSR,38,27,0.7105263157894737,13,20,0.65,0.0008528687720907736,70.54000091552734,2024-10-25,70.48810081481933,70.54821791480828,True
23,XLB,38,21,0.5526315789473685,18,28,0.6428571428571429,0.0014691352655785005,93.95999908447266,2024-10-25,93.58550041198731,93.72299017098936,False
11,CAT,38,21,0.5526315789473685,16,25,0.64,0.01003032091149187,385.9700012207031,2024-10-25,-369541.0920227558,-373247.7077657272,False
46,WSO,38,24,0.631578947368421,12,19,0.631578947368421,-0.001806524228080053,475.8999938964844,2024-10-25,479.7904040527344,478.9236510634128,True
43,SUN,38,27,0.7105263157894737,11,18,0.6111111111111112,-0.00070384599165342,52.209999084472656,2024-10-25,53.19610023498535,53.15865837306337,True
40,EMR,38,23,0.6052631578947368,15,25,0.6,0.0036933215818416593,108.12999725341797,2024-10-25,98.92484551685311,99.29020678378087,False
36,BAX,38,24,0.631578947368421,10,17,0.5882352941176471,-0.004703409820435904,35.970001220703125,2024-10-25,37.45213710561842,37.27598435615954,True
44,TRN,38,17,0.4473684210526316,13,24,0.5416666666666666,0.002307758411186453,35.439998626708984,2024-10-25,33.88450050354004,33.96269774458593,False
37,CPB,38,21,0.5526315789473685,8,16,0.5,0.00018653984979183708,47.06999969482422,2024-10-25,50.54749969482422,50.55692881782464,True
30,ADBE,38,17,0.4473684210526316,6,17,0.35294117647058826,0.008752598847214549,483.7200012207031,2024-10-25,531.9942953491211,536.6506280053186,True
