Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-08-06,143.47000122070312,155.14999389648438,158.91759658813476,-0.023707901280528687,True,True,True,DRI
2024-08-07,141.86000061035156,155.6300048828125,156.1996047973633,-0.0036466155934884135,True,True,True,DRI
2024-08-08,144.49000549316406,153.89999389648438,157.54490432739257,-0.023135692306072583,True,True,True,DRI
2024-08-09,143.10000610351562,154.07000732421875,159.5767007446289,-0.03450812928650867,True,True,True,DRI
2024-08-13,144.1999969482422,156.74000549316406,159.5020021057129,-0.01731637582027514,True,True,True,DRI
2024-08-14,140.82000732421875,156.9600067138672,157.02520446777345,-0.0004152056615830869,True,True,True,DRI
2024-08-15,144.25,156.75,160.085400390625,-0.02083513163902697,True,True,True,DRI
2024-08-16,143.36000061035156,158.14999389648438,161.83480041503907,-0.022768937886688743,True,True,True,DRI
2024-08-19,149.67999267578125,158.25,158.52380126953125,-0.001727193439335429,True,True,True,DRI
2024-08-20,155.14999389648438,159.35000610351562,159.33519943237306,9.292781002135088e-05,True,True,True,DRI
2024-08-21,155.6300048828125,157.94000244140625,159.17159637451172,-0.0077375232840391885,True,True,True,DRI
2024-08-23,154.07000732421875,156.7100067138672,161.9564973449707,-0.03239444367538018,True,True,True,DRI
2024-08-26,156.1999969482422,155.61000061035156,162.7601983642578,-0.0439308739222846,True,False,False,DRI
2024-08-27,156.74000549316406,157.44000244140625,161.60890502929686,-0.025796243017269776,True,True,True,DRI
2024-08-28,156.9600067138672,158.50999450683594,156.53579772949217,0.012611791078966818,False,True,False,DRI
2024-08-29,156.75,160.25,161.22839767456054,-0.006068395448148256,True,True,True,DRI
2024-08-30,158.14999389648438,160.13999938964844,161.36699798583984,-0.007603776555966407,True,True,True,DRI
2024-09-04,159.35000610351562,159.13999938964844,157.69100341796874,0.0091888309432533,False,False,True,DRI
2024-09-05,157.94000244140625,172.27000427246094,158.05320190429688,0.08994947395480478,True,True,True,DRI
2024-09-06,157.42999267578125,170.1699981689453,158.75830291748048,0.07188093499208299,True,True,True,DRI
2024-09-09,156.7100067138672,172.74000549316406,157.78600357055663,0.09477394435635415,True,True,True,DRI
2024-09-16,160.13999938964844,164.1300048828125,161.90949768066406,0.013714496270799206,True,True,True,DRI
2024-09-17,161.52999877929688,164.1199951171875,168.08230255126952,-0.023573614675307136,True,True,True,DRI
2024-09-18,159.13999938964844,162.6999969482422,156.98549575805663,0.03640145965454446,False,True,False,DRI
2024-09-19,172.27000427246094,161.83999633789062,158.57599517822266,0.020583198333389473,False,False,True,DRI
2024-09-20,170.1699981689453,164.83999633789062,159.74619827270507,0.031886818717838,False,False,True,DRI
2024-09-23,172.74000549316406,159.5500030517578,169.60980361938476,-0.05931143337800087,False,False,True,DRI
2024-09-24,171.11000061035156,159.1300048828125,164.38410339355468,-0.03196232727055887,False,False,True,DRI
2024-09-25,168.11000061035156,158.55999755859375,162.2017039489746,-0.02245171475835084,False,False,True,DRI
2024-09-26,167.9499969482422,155.92999267578125,166.68019958496095,-0.06449600454011968,False,False,True,DRI
2024-09-30,164.1300048828125,156.94000244140625,160.90859924316408,-0.024663671304232207,False,False,True,DRI
2024-10-01,164.1199951171875,160.13999938964844,160.67689895629883,-0.0033414857402520415,False,False,True,DRI
2024-10-03,161.83999633789062,164.27000427246094,159.92249938964844,0.027185073391204823,False,True,False,DRI
2024-10-04,164.83999633789062,164.58999633789062,158.2286996459961,0.04020317872880587,False,False,True,DRI
2024-10-08,159.1300048828125,161.1199951171875,161.86549850463868,-0.004605696670002938,True,True,True,DRI
2024-10-09,158.55999755859375,162.36000061035156,156.77510025024415,0.03562364400464617,False,True,False,DRI
2024-10-10,155.92999267578125,162.57000732421875,163.11520385742188,-0.0033424016910139067,True,True,True,DRI
2024-10-11,156.72000122070312,159.9199981689453,157.90650238037108,0.012751189838427606,True,True,True,DRI
