Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,LinearRegression_Predicted_Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead
2024-08-19,225.88999938964844,222.77000427246094,229.86109649658204,-0.03084946662223262,True,False,False,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,224.58430130004882,-0.01662758783635597,False,False,True,AAPL,,
2024-08-21,226.39999389648438,222.3800048828125,232.46379745483398,-0.04337790521545914,True,False,False,AAPL,,
2024-08-22,224.52999877929688,220.82000732421875,224.22620071411131,-0.015190880365651227,False,False,True,AAPL,,
2024-08-23,226.83999633789062,220.91000366210938,222.33570571899415,-0.006412384606756286,False,False,True,AAPL,,
2024-08-26,227.17999267578125,220.11000061035156,223.40150390625,-0.014733577161950189,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,230.6959001159668,-0.03483328680664855,True,False,False,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,228.6311050415039,-0.025635622799351755,True,False,False,AAPL,,
2024-08-29,229.7899932861328,222.5,223.79550201416015,-0.005788775924898524,False,False,True,AAPL,,
2024-08-30,229.0,216.32000732421875,225.2965985107422,-0.039843438586559234,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,219.68570434570313,-0.013181153813329387,False,False,True,AAPL,,
2024-09-04,220.85000610351562,220.69000244140625,225.6306980895996,-0.02189726703868712,True,False,False,AAPL,,
2024-09-05,222.3800048828125,228.8699951171875,224.7219009399414,0.018458789107318484,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,232.47800033569337,-0.02584330175893984,True,True,True,AAPL,,
2024-09-10,220.11000061035156,227.3699951171875,231.73000350952148,-0.01881503614681831,True,True,True,AAPL,,
2024-09-11,222.66000366210938,226.3699951171875,226.05900299072266,0.0013757121917307676,True,True,True,AAPL,,
2024-09-13,222.5,227.7899932861328,225.18140197753905,0.011584399447224135,True,True,True,AAPL,,
2024-09-17,216.7899932861328,226.2100067138672,229.5856968688965,-0.014703399214616454,True,True,True,AAPL,,
2024-09-18,220.69000244140625,226.77999877929688,222.4322003173828,0.019546623446202057,True,True,True,AAPL,,
2024-09-19,228.8699951171875,225.6699981689453,228.32710205078126,-0.011637268891736715,False,False,True,AAPL,,
2024-09-20,228.1999969482422,226.8000030517578,222.69230194091796,0.018445635861852383,False,False,True,AAPL,,
2024-09-23,226.47000122070312,221.69000244140625,227.37229873657228,-0.02499115471295555,True,False,False,AAPL,,
2024-09-27,227.7899932861328,227.5500030517578,222.52060440063477,0.02260194584977812,False,False,True,AAPL,,
2024-09-30,233.0,231.3000030517578,225.8663999938965,0.024056712543380286,False,False,True,AAPL,,
2024-10-01,226.2100067138672,233.85000610351562,222.78560440063475,0.04966389876333207,False,True,False,AAPL,,
2024-10-03,225.6699981689453,232.14999389648438,231.07680541992187,0.004644293375149732,True,True,True,AAPL,,
2024-10-04,226.8000030517578,235.0,234.25580123901366,0.003176863740620973,True,True,True,AAPL,,
2024-10-07,221.69000244140625,236.47999572753906,227.20410247802735,0.0408262577494998,True,True,True,AAPL,,
2024-10-08,225.77000427246094,235.86000061035156,230.97289581298827,0.021158780471455113,True,True,True,AAPL,,
2024-10-09,229.5399932861328,230.75999450683594,221.33849533081056,0.042566021612933116,False,True,False,AAPL,,
2024-10-10,229.0399932861328,230.57000732421875,224.6290982055664,0.02644763820053089,False,True,False,AAPL,,
2024-10-11,227.5500030517578,231.41000366210938,227.2843962097168,0.01815174081983992,False,True,False,AAPL,,
2024-10-14,231.3000030517578,233.39999389648438,227.06380493164062,0.027904883240864025,False,True,False,AAPL,,
2024-10-15,233.85000610351562,233.6699981689453,226.01720504760743,0.03385933880443271,False,False,True,AAPL,,
2024-10-16,231.77999877929688,230.10000610351562,224.15530349731446,0.026520463774225993,False,False,True,AAPL,,
2024-10-17,232.14999389648438,225.91000366210938,225.42070358276368,0.0021706084293453055,False,False,True,AAPL,,
2024-10-18,235.0,222.91000366210938,226.09400177001953,-0.014082629715886431,False,False,True,AAPL,,
2024-10-23,230.75999450683594,222.72000122070312,227.0025028991699,-0.01886543815056079,False,False,True,AAPL,,
2024-10-25,231.41000366210938,226.9600067138672,229.54400192260744,-0.011257080067861944,False,False,True,AAPL,,
