Date,Close,Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-06-26,152.1300048828125,139.9600067138672,142.86028,-0.0203014347356916,False,False,True,DRI
2024-06-27,152.1199951171875,142.27000427246094,140.82196,0.010282798354908295,False,False,True,DRI
2024-06-28,151.32000732421875,143.27000427246094,156.19943,-0.0827751285914211,True,False,False,DRI
2024-07-03,145.4199981689453,142.8699951171875,141.86002,0.007119548393245174,False,False,True,DRI
2024-07-05,145.22000122070312,142.86000061035156,141.22028,0.011611114064465827,False,False,True,DRI
2024-07-08,144.7899932861328,143.60000610351562,148.13994,-0.030646240989467066,True,False,False,DRI
2024-07-10,138.05999755859375,139.42999267578125,157.43892,-0.114386750736607,True,True,True,DRI
2024-07-11,139.9600067138672,141.89999389648438,145.34985,-0.02373486822103861,True,True,True,DRI
2024-07-12,142.27000427246094,142.27000427246094,139.43172,0.020356109902638458,False,False,True,DRI
2024-07-16,145.32000732421875,148.13999938964844,144.03033,0.02853332898266924,False,True,False,DRI
2024-07-17,147.35000610351562,146.2899932861328,158.24988,-0.07557594862012229,True,False,False,DRI
2024-07-18,142.8699951171875,145.35000610351562,154.07089,-0.056603074716827156,True,True,True,DRI
2024-07-19,142.86000061035156,144.02999877929688,149.67923,-0.037742250324128604,True,True,True,DRI
2024-07-22,143.60000610351562,141.22000122070312,139.96034,0.009000112401922236,False,False,True,DRI
2024-07-23,140.1999969482422,143.47000122070312,153.89996,-0.06777105029274276,True,True,True,DRI
2024-07-24,139.42999267578125,141.86000061035156,155.63022,-0.08848036086892323,True,True,True,DRI
2024-07-25,141.89999389648438,144.49000549316406,142.86986,0.011340024622137132,True,True,True,DRI
2024-07-26,142.27000427246094,143.10000610351562,142.27054,0.005830214626116573,True,True,True,DRI
2024-07-29,146.75,142.0800018310547,156.74011,-0.09353132556862653,True,False,False,DRI
2024-07-30,148.13999938964844,144.1999969482422,142.27036,0.013563203104303704,False,False,True,DRI
2024-07-31,146.2899932861328,140.82000732421875,157.42987,-0.10550642782954185,True,False,False,DRI
2024-08-05,141.22000122070312,149.67999267578125,143.10013,0.045980842826083015,True,True,True,DRI
2024-08-06,143.47000122070312,155.14999389648438,143.26999,0.0829204005988918,False,True,False,DRI
2024-08-07,141.86000061035156,155.6300048828125,156.95934,-0.008469266524130152,True,True,True,DRI
2024-08-08,144.49000549316406,153.89999389648438,144.2004,0.0672647277334718,False,True,False,DRI
2024-08-09,143.10000610351562,154.07000732421875,158.1497,-0.025796422962653574,True,True,True,DRI
2024-08-12,142.0800018310547,156.1999969482422,141.89984,0.10077640332626919,False,True,False,DRI
2024-08-13,144.1999969482422,156.74000549316406,142.07916,0.10318784702458303,False,True,False,DRI
2024-08-14,140.82000732421875,156.9600067138672,143.4704,0.09402363802896173,True,True,True,DRI
2024-08-16,143.36000061035156,158.14999389648438,160.24828,-0.013093943447700734,True,True,True,DRI
2024-08-19,149.67999267578125,158.25,144.48965,0.09523412248922146,False,True,False,DRI
2024-08-20,155.14999389648438,159.35000610351562,143.60034,0.10967706698719965,False,True,False,DRI
2024-08-22,153.89999389648438,157.42999267578125,155.6097,0.011697839495973588,True,True,True,DRI
2024-08-26,156.1999969482422,155.61000061035156,146.28973,0.06371101017143195,False,False,True,DRI
2024-08-27,156.74000549316406,157.44000244140625,155.14992,0.014760464422120388,False,True,False,DRI
2024-08-29,156.75,160.25,159.34871,0.00565609159062985,True,True,True,DRI
