,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher,stop_loss 
19,XLY,39,30,0.7692307692307693,24,24,1.0,0.0004384283678006118,213.44000244140625,2024-11-15,199.25552368164062,199.3428829556636,False,-0.03300370868376953
4,SBUX,39,31,0.7948717948717948,22,23,0.9565217391304348,-0.0010079685520142838,98.41999816894531,2024-11-15,97.39669883728027,97.29852602778229,False,-0.06847275959685042
28,NVDA,39,28,0.717948717948718,21,22,0.9545454545454546,0.00978433947863305,141.97999572753906,2024-11-15,135.22227175823878,136.54533237019336,False,-0.10761929919609117
10,HPE,39,32,0.8205128205128205,17,18,0.9444444444444444,0.005043357991382212,21.06999969482422,2024-11-15,19.858885041949023,19.959040508525277,False,-0.04657370920984049
50,PLTR,39,25,0.6410256410256411,24,26,0.9230769230769231,0.012640845372421876,65.7699966430664,2024-11-15,42.153656005859375,42.6865138533117,False,-0.13471505756096194
14,CSCO,39,27,0.6923076923076923,20,22,0.9090909090909091,-0.0001530701700851504,57.459999084472656,2024-11-15,56.43479573316953,56.426157249387934,False,-0.028269180837098864
27,XLC,39,26,0.6666666666666666,26,29,0.896551724137931,0.0022878038566096553,95.1500015258789,2024-11-15,91.26020133972168,91.46898678030166,False,-0.021899546584122128
45,UNP,39,37,0.9487179487179487,8,9,0.8888888888888888,-0.00034627764319831533,235.57000732421875,2024-11-15,237.25590240478516,237.17374599006556,True,-0.03063424917231365
8,MA,39,29,0.7435897435897436,22,25,0.88,-0.0009952122368760631,521.8900146484375,2024-11-15,506.68201782684406,506.17776168249776,False,-0.02163903485923141
18,XLI,39,29,0.7435897435897436,20,23,0.8695652173913043,-0.0007028374180756791,139.11000061035156,2024-11-15,136.93840118408204,136.8421557517584,False,-0.025257802307515273
12,AMZN,39,30,0.7692307692307693,25,29,0.8620689655172413,-0.005928253241292879,202.61000061035156,2024-11-15,195.24220001220704,194.0847548071475,False,-0.06206716987155584
22,XLU,39,30,0.7692307692307693,18,21,0.8571428571428571,-0.0020682758175921885,79.25,2024-11-15,78.87839874267578,78.71525645802592,False,-0.019342808792051656
31,AFG,39,32,0.8205128205128205,17,20,0.85,0.0032679978034908996,137.82000732421875,2024-11-15,135.91289749145508,136.35706054192323,False,-0.0392421593729281
3,PAYX,39,28,0.717948717948718,21,25,0.84,0.003419161140716951,142.9600067138672,2024-11-15,139.51469848632811,139.99172172195142,False,-0.0651384557984556
35,AXS,39,31,0.7948717948717948,21,25,0.84,-0.00023021567495646832,86.7300033569336,2024-11-15,76.1852993993114,76.16776034918843,False,-0.027909571557243877
17,XLK,39,27,0.6923076923076923,20,24,0.8333333333333334,-0.0017766115414419488,228.7100067138672,2024-11-15,226.69397905787838,226.29123191830877,False,-0.04717429254757207
1,GOOG,39,24,0.6153846153846154,19,23,0.8260869565217391,0.0020360347485249932,173.88999938964844,2024-11-15,160.463623046875,160.79033255927266,False,-0.027713955861867038
21,XLRE,39,33,0.8461538461538461,14,17,0.8235294117647058,0.0020871070159836948,42.97999954223633,2024-11-15,43.437900390625,43.528559937289884,True,-0.025166555353677886
6,KR,39,26,0.6666666666666666,20,25,0.8,0.00022001723364844665,58.02000045776367,2024-11-15,-76779.61726390064,-76796.51010289163,False,-0.07142857671735973
33,ADP,39,25,0.6410256410256411,19,24,0.7916666666666666,-0.0020017275306104306,297.6400146484375,2024-11-15,305.2359061124944,304.6249069958982,True,-0.028442416658233556
26,XLE,39,32,0.8205128205128205,19,24,0.7916666666666666,-0.001154259573029071,94.7300033569336,2024-11-15,90.42769889831543,90.32332186119505,False,-0.033371708572585965
7,CMI,39,26,0.6666666666666666,15,19,0.7894736842105263,-0.00030511029371491387,361.8500061035156,2024-11-15,338.2716369628906,338.16842680438145,False,-0.08840229938373555
39,CTBI,39,27,0.6923076923076923,22,28,0.7857142857142857,-0.0073087566065815745,59.040000915527344,2024-11-15,55.286399612426756,54.88232477400532,False,-0.09729732479061093
49,DDOG,39,25,0.6410256410256411,18,23,0.782608695652174,0.005643752932642509,126.08999633789062,2024-11-15,126.78680420154843,127.5023575995813,True,-0.062449372250657414
43,SUN,39,29,0.7435897435897436,14,18,0.7777777777777778,0.000716544292393851,52.15999984741211,2024-11-15,-104357.56802292557,-104432.34484266049,False,-0.03806094052763597
47,NSC,39,30,0.7692307692307693,17,22,0.7727272727272727,-0.000611633470203571,261.260009765625,2024-11-15,268.5315008544922,268.3672580007656,True,-0.03994599502021291
16,BFIN,39,25,0.6410256410256411,15,20,0.75,0.005292047443523921,12.65999984741211,2024-11-15,11.987308502197266,12.05074590751105,False,-0.07388312983775658
44,TRN,39,25,0.6410256410256411,18,24,0.75,-0.0018109435154635707,37.220001220703125,2024-11-15,35.23139972686768,35.1675976519916,False,-0.05517030092153443
32,ARCC,39,27,0.6923076923076923,14,19,0.7368421052631579,-2.5618926790273904e-05,21.510000228881836,2024-11-15,21.03909984588623,21.038560846727545,False,-0.024844697195565632
15,JCI,39,24,0.6153846153846154,22,30,0.7333333333333333,-0.003164279301749125,84.4000015258789,2024-11-15,81.44150613047898,81.18380245832704,False,-0.05667967358065304
11,CAT,39,26,0.6666666666666666,16,22,0.7272727272727273,-0.0007702648235307186,384.07000732421875,2024-11-15,379.2237854003906,378.93168265825057,False,-0.05133656180807166
41,PRU,39,28,0.717948717948718,16,22,0.7272727272727273,0.00020266904700522162,127.41000366210938,2024-11-15,123.3869994354248,123.4120061610132,False,-0.028417732695842895
2,DRI,39,23,0.5897435897435898,16,22,0.7272727272727273,0.0017552879745554866,166.77999877929688,2024-11-15,163.8000030517578,164.08751922734672,False,-0.04063250286440421
34,AVNT,39,29,0.7435897435897436,16,22,0.7272727272727273,0.00031533507563374366,50.63999938964844,2024-11-15,48.60220016479492,48.61752614325985,False,-0.09225893212996417
48,SYY,39,31,0.7948717948717948,13,18,0.7222222222222222,-0.0004888139855023975,74.94999694824219,2024-11-15,75.44309951782226,75.40622187566831,True,-0.05086616285810511
0,AAPL,39,29,0.7435897435897436,13,18,0.7222222222222222,0.0010939167553563013,225.0,2024-11-15,225.53789962768553,225.78461931505612,True,-0.06770410343092315
40,EMR,39,27,0.6923076923076923,20,28,0.7142857142857143,0.001478326510451533,126.77999877929688,2024-11-15,31537.026841779807,31583.648864620827,True,-0.04130998968444487
46,WSO,39,25,0.6410256410256411,17,24,0.7083333333333334,0.0005554570873925586,520.739990234375,2024-11-15,492.49493408203125,492.768493883672,False,-0.05053749457959894
23,XLB,39,28,0.717948717948718,13,19,0.6842105263157895,0.0006226544212472639,91.27999877929688,2024-11-15,94.831298828125,94.89034595561296,True,-0.023962169738365582
42,QSR,39,27,0.6923076923076923,15,23,0.6521739130434783,0.000960204230028882,67.5199966430664,2024-11-15,70.66159957885742,70.72944914567366,True,-0.03873993768599094
20,XLF,39,23,0.5897435897435898,18,28,0.6428571428571429,-0.0012152031198897812,49.869998931884766,2024-11-15,48.41379943847656,48.35496683835321,False,-0.020746834693905727
5,VAC,39,19,0.48717948717948717,14,22,0.6363636363636364,0.0023984908310640167,91.2699966430664,2024-11-15,79.35649871826172,79.5468345528228,False,-0.0869762178906617
9,PG,39,31,0.7948717948717948,10,16,0.625,0.0017366050076218107,169.5399932861328,2024-11-15,171.57950134277343,171.87746716401054,True,-0.031180047261603727
24,XLP,39,30,0.7692307692307693,8,13,0.6153846153846154,0.00025937192944616277,79.95999908447266,2024-11-15,81.58560012817382,81.60676114269408,True,-0.018766054334231404
29,EA,39,22,0.5641025641025641,14,24,0.5833333333333334,-0.005684926493804161,161.36000061035156,2024-11-15,148.4029978942871,147.5593377597979,False,-0.030826699886982865
51,AMD,39,20,0.5128205128205128,13,25,0.52,0.008675851703725406,134.89999389648438,2024-11-15,156.60763549804688,157.966340119299,True,-0.10662402772658325
36,BAX,39,29,0.7435897435897436,7,15,0.4666666666666667,0.0013945688653990563,31.959999084472656,2024-11-15,38.17470027923584,38.22793752769121,True,-0.08748151220214322
38,CNI,39,26,0.6666666666666666,6,13,0.46153846153846156,0.0030110556620413544,108.9000015258789,2024-11-15,112.50000045776368,112.83874422112167,True,-0.04173622716320614
25,XLV,39,26,0.6666666666666666,4,9,0.4444444444444444,0.0011269436655419326,141.83999633789062,2024-11-15,149.9065040588379,150.07544024401054,True,-0.01716797200815814
30,ADBE,39,26,0.6666666666666666,6,16,0.375,-0.00291037720526396,503.3699951171875,2024-11-15,502.79870452880857,501.3353706403117,False,-0.04392487036519605
