Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,XGBoost_Predicted_Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead
2024-08-26,227.17999267578125,220.11000061035156,226.59370391845704,-0.028613784037171342,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,221.6894044494629,0.0043781939649160705,False,False,True,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,231.962195892334,-0.0396279729311566,True,False,False,AAPL,,
2024-08-29,229.7899932861328,222.5,227.1914988708496,-0.02064997543555345,False,False,True,AAPL,,
2024-08-30,229.0,216.32000732421875,223.69730026245117,-0.03297890913112077,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,222.74690185546876,-0.026742946903931093,False,False,True,AAPL,,
2024-09-04,220.85000610351562,220.69000244140625,223.91929824829103,-0.014421694923784553,True,False,False,AAPL,,
2024-09-05,222.3800048828125,228.8699951171875,223.21830169677733,0.025319130991720847,True,True,True,AAPL,,
2024-09-06,220.82000732421875,228.1999969482422,225.22079772949218,0.013227904566470203,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,225.26060440063478,0.005368878518666272,True,True,True,AAPL,,
2024-09-10,220.11000061035156,227.3699951171875,225.98520202636718,0.006127804291622382,True,True,True,AAPL,,
2024-09-11,222.66000366210938,226.3699951171875,227.14019958496092,-0.0033908769525639736,True,True,True,AAPL,,
2024-09-12,222.77000427246094,227.52000427246094,230.71740188598633,-0.013858502164936197,True,True,True,AAPL,,
2024-09-16,216.32000732421875,233.0,230.5585025024414,0.010589492346016376,True,True,True,AAPL,,
2024-09-17,216.7899932861328,226.2100067138672,230.94910140991212,-0.020520082854245444,True,True,True,AAPL,,
2024-09-18,220.69000244140625,226.77999877929688,222.3109002685547,0.020102921203339338,True,True,True,AAPL,,
2024-09-20,228.1999969482422,226.8000030517578,226.3306036376953,0.002073954677441286,False,False,True,AAPL,,
2024-09-24,227.3699951171875,225.77000427246094,228.0053044128418,-0.00980371990089093,True,False,False,AAPL,,
2024-09-25,226.3699951171875,229.5399932861328,219.76909561157225,0.04445983475233475,False,True,False,AAPL,,
2024-09-26,227.52000427246094,229.0399932861328,234.52979736328126,-0.023407704005495168,True,True,True,AAPL,,
2024-09-27,227.7899932861328,227.5500030517578,226.21159790039061,0.005916607122666395,False,False,True,AAPL,,
2024-09-30,233.0,231.3000030517578,228.52440338134767,0.012145747365888065,False,False,True,AAPL,,
2024-10-04,226.8000030517578,235.0,225.34480224609376,0.0428463299693153,False,True,False,AAPL,,
2024-10-07,221.69000244140625,236.47999572753906,228.64509552001954,0.03426664451166206,True,True,True,AAPL,,
2024-10-08,225.77000427246094,235.86000061035156,223.580302734375,0.05492298617452661,False,True,False,AAPL,,
2024-10-10,229.0399932861328,230.57000732421875,227.0072023010254,0.015694678349759433,False,True,False,AAPL,,
2024-10-11,227.5500030517578,231.41000366210938,233.39949829101562,-0.008523988455303487,True,True,True,AAPL,,
2024-10-14,231.3000030517578,233.39999389648438,227.24750213623048,0.027073968701163523,False,True,False,AAPL,,
2024-10-15,233.85000610351562,233.6699981689453,223.36109634399415,0.04615352446638524,False,False,True,AAPL,,
2024-10-16,231.77999877929688,230.10000610351562,226.81999771118163,0.014460843071299885,False,False,True,AAPL,,
2024-10-17,232.14999389648438,225.91000366210938,229.23679595947266,-0.014512470755137563,False,False,True,AAPL,,
2024-10-18,235.0,222.91000366210938,226.94860137939452,-0.01779520866283612,False,False,True,AAPL,,
2024-10-21,236.47999572753906,222.00999450683594,225.44180053710937,-0.015222580826169967,False,False,True,AAPL,,
2024-10-22,235.86000061035156,223.4499969482422,225.226902923584,-0.00788940376250115,False,False,True,AAPL,,
2024-10-23,230.75999450683594,222.72000122070312,227.56089736938478,-0.02127297002535431,False,False,True,AAPL,,
2024-10-24,230.57000732421875,227.47999572753906,225.40589645385742,0.00920161941773438,False,False,True,AAPL,,
2024-10-25,231.41000366210938,226.9600067138672,232.80699981689452,-0.025115194593058027,True,False,False,AAPL,,
2024-10-30,230.10000610351562,225.1199951171875,233.61389984130858,-0.036358730066536706,True,False,False,AAPL,,
2024-11-01,222.91000366210938,225.0,224.5974026489258,0.0017925289710652484,True,True,True,AAPL,,
2024-08-26,167.92999267578125,150.00999450683594,,-0.08435262295042269,False,False,True,GOOG,163.82944,
2024-08-27,166.3800048828125,152.14999389648438,,-0.043026972078750995,False,False,True,GOOG,158.99089,
2024-08-28,164.5,155.5399932861328,,-0.07603627739064274,True,False,False,GOOG,168.33994,
