Date,Close,Close_10d_ahead,GradientBoosting_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-09-30,77.61000061035156,77.68000030517578,76.61217498940843,0.013938062924267284,False,True,False,JCI
2024-10-01,76.80999755859375,76.5999984741211,83.25562288884106,-0.07994204095507446,True,False,False,JCI
2024-10-02,76.56999969482422,76.38999938964844,83.79162767684304,-0.08833374517726594,True,False,False,JCI
2024-10-03,75.48999786376953,77.25,76.56265495372855,0.00897754978176828,True,True,True,JCI
2024-10-07,75.55000305175781,77.16999816894531,75.00161146832983,0.028911201481732273,False,True,False,JCI
2024-10-08,76.3499984741211,76.63999938964844,79.25844775300344,-0.03303683629428355,True,True,True,JCI
2024-10-09,77.69999694824219,76.4800033569336,76.54350232160245,-0.0008295800785552956,False,False,True,JCI
2024-10-11,77.61000061035156,76.73999786376953,77.34602930484132,-0.0078353271204558,False,False,True,JCI
2024-10-14,77.68000030517578,77.7300033569336,83.12010242158327,-0.0648471176961647,True,True,True,JCI
2024-10-16,76.38999938964844,76.31999969482422,77.61987608968438,-0.016746695052157087,True,False,False,JCI
2024-10-17,77.25,75.55000305175781,83.66690799451489,-0.09701452028428265,True,False,False,JCI
2024-10-18,77.44000244140625,75.5,82.11315173950001,-0.08053705891694322,True,False,False,JCI
2024-10-22,76.63999938964844,74.86000061035156,80.9005501490248,-0.07466635922186059,True,False,False,JCI
2024-10-23,76.4800033569336,81.47000122070312,82.52890510919956,-0.012830703219621343,True,True,True,JCI
2024-10-24,76.86000061035156,81.91000366210938,80.00992246560237,0.02374806946380782,True,True,True,JCI
2024-10-25,76.73999786376953,84.62000274658203,82.76317469252483,0.022435437753028968,True,True,True,JCI
2024-10-28,77.7300033569336,86.5999984741211,79.37713307589651,0.09099428410091905,True,True,True,JCI
2024-10-29,77.06999969482422,85.16000366210938,75.59326175407789,0.12655548505307632,False,True,False,JCI
2024-10-30,76.31999969482422,85.70999908447266,83.56507504883164,0.025667709080469503,True,True,True,JCI
2024-10-31,75.55000305175781,85.13999938964844,83.36848041265002,0.021249265528529637,True,True,True,JCI
2024-11-04,74.2300033569336,83.6500015258789,83.53319799527141,0.0013982887452017618,True,True,True,JCI
2024-11-05,74.86000061035156,83.52999877929688,85.01583501406792,-0.01747717039449386,True,True,True,JCI
2024-11-06,81.47000122070312,82.9800033569336,82.585755061357,0.004773805062188774,True,True,True,JCI
2024-11-07,81.91000366210938,83.98999786376953,77.78918514137028,0.07971304380075706,False,True,False,JCI
2024-11-11,86.5999984741211,83.33999633789062,83.55368157029713,-0.002557460406178781,False,False,True,JCI
2024-11-12,85.16000366210938,83.75,79.11765263852816,0.058550111220261554,False,False,True,JCI
2024-11-13,85.70999908447266,83.70999908447266,83.36521921347288,0.00413577597771196,False,False,True,JCI
2024-11-14,85.13999938964844,83.86000061035156,83.62878143192572,0.0027648277837703473,False,False,True,JCI
2024-11-15,84.4000015258789,83.66999816894531,83.88797966442225,-0.002598483076466107,False,False,True,JCI
2024-11-18,83.6500015258789,82.4800033569336,81.88370263850771,0.007282288162497621,False,False,True,JCI
2024-11-19,83.52999877929688,83.79000091552734,77.9907024827536,0.07435884340259867,False,True,False,JCI
2024-11-20,82.9800033569336,83.08999633789062,86.46624648530845,-0.03904703031131902,True,True,True,JCI
2024-11-21,83.98999786376953,84.33999633789062,76.75615979874074,0.09880427263473264,False,True,False,JCI
2024-11-22,83.44999694824219,83.91999816894531,80.70531781469494,0.039832323833127174,False,True,False,JCI
2024-11-25,83.33999633789062,82.77999877929688,84.25263396174147,-0.017478802895507156,True,False,False,JCI
2024-11-26,83.75,84.0199966430664,83.53214313560954,0.0058403087619200685,False,True,False,JCI
2024-11-27,83.70999908447266,83.33000183105469,85.37260286816735,-0.023925720529651088,True,False,False,JCI
2024-11-29,83.86000061035156,82.62999725341797,80.12029153694101,0.03132422097240884,False,False,True,JCI
2024-12-02,83.66999816894531,84.0199966430664,76.80177072496622,0.0939851496907445,False,True,False,JCI
2024-12-03,82.4800033569336,81.8499984741211,84.90089694046002,-0.03593482019958494,True,False,False,JCI
2024-12-06,84.33999633789062,80.63999938964844,81.60073736514352,-0.011773643309079537,False,False,True,JCI
2024-12-10,82.77999877929688,80.98999786376953,78.85356050053771,0.027093733620528804,False,False,True,JCI
2024-12-11,84.0199966430664,80.8499984741211,84.28785939698707,-0.04078714238872779,True,False,False,JCI
2024-12-12,83.33000183105469,79.81999969482422,76.85717947677013,0.03854968707184467,False,False,True,JCI
2024-12-13,82.62999725341797,79.13999938964844,83.93101098772881,-0.0570827342801917,True,False,False,JCI
2024-12-16,84.0199966430664,78.93000030517578,75.85680157909776,0.04051315982355937,False,False,True,JCI
2024-12-19,78.70999908447266,79.2699966430664,82.92175056658064,-0.044038553196994075,True,True,True,JCI
2024-12-23,80.30999755859375,80.04000091552734,80.9930215026356,-0.011766700012262704,True,False,False,JCI
2024-12-24,80.98999786376953,78.66000366210938,83.03009890472308,-0.0526326633384886,True,False,False,JCI
