,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher,stop_loss,adj_prediction_price_w_high_inc
12,AMZN,49,36,0.7346938775510204,27,34,0.7941176470588235,-0.005714507301199369,218.94000244140625,2025-01-10,198.92343914145698,197.78668969610342,False,-0.050019966759404934,199.48425992798613
39,CTBI,49,40,0.8163265306122449,22,28,0.7857142857142857,0.0019015115851451136,49.720001220703125,2025-01-10,56.95560001373291,57.063901746997914,True,-0.12646283165023675,57.78560763656991
43,SUN,49,38,0.7755102040816326,16,21,0.7619047619047619,-0.0009759838013736718,51.290000915527344,2025-01-10,55.173079819021325,55.119231786846065,True,-0.037484898234376327,55.74495304379415
8,MA,49,32,0.6530612244897959,22,29,0.7586206896551724,0.0017903076895847236,504.6700134277344,2025-01-10,524.9693275128129,525.9091841366552,True,-0.02163903485923141,529.10987105092
1,GOOG,49,35,0.7142857142857143,27,36,0.75,-0.010623229636682614,193.1699981689453,2025-01-10,175.46794938652718,173.6039130663163,False,-0.056104437427371034,175.16033737939296
32,ARCC,49,33,0.673469387755102,26,35,0.7428571428571429,4.881825959586197e-07,21.979999542236328,2025-01-10,21.723595387065778,21.723605992146968,False,-0.019551733945504038,21.820781618883075
4,SBUX,49,32,0.6530612244897959,20,27,0.7407407407407407,0.0008432838769320819,92.25,2025-01-10,98.86744487484322,98.95081819705965,True,-0.04847312736086823,99.78685208977679
0,AAPL,49,32,0.6530612244897959,27,37,0.7297297297297297,-0.004739143298004479,236.85000610351562,2025-01-10,244.34920131829267,243.19119543849234,True,-0.03581750565473862,244.57458977007266
17,XLK,49,33,0.673469387755102,24,33,0.7272727272727273,0.0010164680135551993,228.77999877929688,2025-01-10,231.72664767787808,231.96219040313102,True,-0.04717429254757207,233.20631213370018
35,AXS,49,33,0.673469387755102,24,33,0.7272727272727273,0.0021378653499430976,85.54000091552734,2025-01-10,88.48556696807198,88.67473719566308,True,-0.039367304601585225,89.3578540780334
3,PAYX,49,37,0.7551020408163265,21,29,0.7241379310344828,-0.0003704081488485222,139.05999755859375,2025-01-10,141.95259826660157,141.9000178674534,True,-0.0651384557984556,142.98828679533113
47,NSC,49,34,0.6938775510204082,21,29,0.7241379310344828,0.0024258716864322817,233.94000244140625,2025-01-10,258.47358820564585,259.10061196496446,True,-0.03994599502021291,261.88108203232235
9,PG,49,37,0.7551020408163265,15,21,0.7142857142857143,0.00017714009729483219,158.55999755859375,2025-01-10,172.8825671303748,172.91319156513686,True,-0.023058709247684793,174.03774394762758
28,NVDA,49,33,0.673469387755102,22,31,0.7096774193548387,0.0004918005263332909,135.91000366210938,2025-01-10,143.68637382749955,143.75703886177482,True,-0.0883448673890183,145.84107344857085
18,XLI,49,33,0.673469387755102,17,24,0.7083333333333334,0.0014448028075448507,131.3300018310547,2025-01-10,138.1325996398926,138.33217400766577,True,-0.025257802307515273,139.01879821827643
41,PRU,49,35,0.7142857142857143,16,23,0.6956521739130435,0.0038277858528983043,114.52999877929688,2025-01-10,124.57900032043457,125.05586205542934,True,-0.030252679910651302,126.14296007286741
10,HPE,49,30,0.6122448979591837,20,29,0.6896551724137931,0.0011501770609868242,22.079999923706055,2025-01-10,22.008700218200683,22.034014120333794,False,-0.06634023772052976,22.300014033305303
49,DDOG,49,29,0.5918367346938775,22,33,0.6666666666666666,-0.013233057108378988,140.4199981689453,2025-01-10,149.8255990600586,147.84294835139977,True,-0.0668106300151502,149.70341969282492
21,XLRE,49,37,0.7551020408163265,16,24,0.6666666666666666,-0.0022525210979598446,39.18000030517578,2025-01-10,41.92526626586914,41.83082871906769,True,-0.021807612205038265,42.077632934265125
16,BFIN,49,32,0.6530612244897959,22,33,0.6666666666666666,-0.0012660724048770661,11.619999885559082,2025-01-10,12.777499961853028,12.761322721748009,True,-0.07388312983775658,12.899380842461392
40,EMR,49,32,0.6530612244897959,19,29,0.6551724137931034,0.0008974453798546981,117.94000244140625,2025-01-10,130.6092044072929,130.72641903435473,True,-0.0340509296419341,131.7773780846809
45,UNP,49,31,0.6326530612244898,14,22,0.6363636363636364,0.004126764456994582,225.2100067138672,2025-01-10,231.76762183606166,232.72407222013692,True,-0.03063424917231365,234.70801544939414
24,XLP,49,32,0.6530612244897959,12,19,0.631578947368421,-0.00022146909531985928,76.33999633789062,2025-01-10,81.86686239290688,81.84873141295606,True,-0.012485953873453973,82.24899259022682
48,SYY,49,35,0.7142857142857143,20,32,0.625,-0.0016958932627963406,73.58999633789062,2025-01-10,77.24799934387207,77.1169949822203,True,-0.0412627937776758,77.7605777157827
46,WSO,49,32,0.6530612244897959,16,26,0.6153846153846154,0.002715184117752659,463.8599853515625,2025-01-10,504.63919860839843,506.00938694565536,True,-0.03034170557543835,511.3562456315489
44,TRN,49,30,0.6122448979591837,16,26,0.6153846153846154,0.004298253813429334,34.95000076293945,2025-01-10,36.37180023193359,36.52813546098179,True,-0.04521928326918005,36.9672709505246
31,AFG,49,32,0.6530612244897959,15,25,0.6,0.0016767620811019375,129.86000061035156,2025-01-10,132.2153278928149,132.43702154116605,True,-0.0392421593729281,133.53414673613318
22,XLU,49,34,0.6938775510204082,12,20,0.6,0.00029876610506241906,75.58000183105469,2025-01-10,79.20639999389648,79.23006418151867,True,-0.02315934976720643,79.70186477398799
33,ADP,49,32,0.6530612244897959,20,34,0.5882352941176471,0.0002598200974863253,286.8500061035156,2025-01-10,297.36474609375,297.4420074310691,True,-0.028442416658233556,299.1450495938996
26,XLE,49,32,0.6530612244897959,11,20,0.55,-0.0009941565855330053,88.38999938964844,2025-01-10,90.21489153235137,90.12520380382134,True,-0.033371708572585965,90.77402027995365
25,XLV,49,33,0.673469387755102,9,17,0.5294117647058824,-0.0002513687844959495,139.63999938964844,2025-01-10,142.64479432812334,142.6089378795584,True,-0.01716797200815814,143.35500364943414
15,JCI,49,27,0.5510204081632653,14,27,0.5185185185185185,0.0012876749580686656,78.66000366210938,2025-01-10,82.07565100516794,82.18133776563447,True,-0.05667967358065304,82.86035393712334
42,QSR,49,31,0.6326530612244898,9,18,0.5,0.005732499595385294,60.880001068115234,2025-01-10,68.53770011901855,68.93059245721948,True,-0.03873993768599094,69.55604123274333
34,AVNT,49,29,0.5918367346938775,12,24,0.5,0.0037188953720412596,38.15999984741211,2025-01-10,38.900611877441406,39.045279182921995,True,-0.04738101249083324,39.533026342884575
30,ADBE,49,28,0.5714285714285714,8,16,0.5,0.004947679797997758,405.9200134277344,2025-01-10,511.0148962387651,513.5432343173616,True,-0.04392487036519605,518.905279600343
11,CAT,49,27,0.5510204081632653,12,24,0.5,-0.0006379119927155243,351.0,2025-01-10,385.8719482421875,385.6257958987513,True,-0.03332689930263273,388.97956722223074
36,BAX,49,33,0.673469387755102,6,17,0.35294117647058826,-0.0003298022623696241,29.420000076293945,2025-01-10,34.774903822529716,34.763434980575354,True,-0.04000001441775344,35.188822532796166
13,KO,49,34,0.6938775510204082,6,17,0.35294117647058826,0.0008533013399538923,61.06999969482422,2025-01-10,63.42880881048696,63.48293269803663,True,-0.02147792529060567,63.92902604630922
38,CNI,49,29,0.5918367346938775,5,15,0.3333333333333333,0.0063216981374027564,99.94999694824219,2025-01-10,109.96820163844315,110.66338741391444,True,-0.04173622716320614,111.58116417974662
23,XLB,49,26,0.5306122448979592,6,19,0.3157894736842105,0.0009333111517656457,83.30000305175781,2025-01-10,85.6953125,85.77529289081028,True,-0.023962169738365582,86.27834658937329
51,AMD,49,34,0.6938775510204082,5,18,0.2777777777777778,0.009567215684162507,116.04000091552734,2025-01-10,138.92310020446777,140.25220746763642,True,-0.06502731476014229,142.4018252627258
37,CPB,49,31,0.6326530612244898,2,13,0.15384615384615385,0.003941922059338497,37.7400016784668,2025-01-10,44.29760082244873,44.472218512306505,True,-0.026109644771167968,44.89488619640697
