,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher,stop_loss,adj_prediction_price_w_high_inc
27,XLC,49,34,0.6938775510204082,29,33,0.8787878787878788,-0.0011914432756769048,95.80999755859375,2025-01-10,96.5149872594076,96.39999512683535,True,-0.021899546584122128,96.8309683284604
50,PLTR,49,29,0.5918367346938775,27,31,0.8709677419354839,0.0009608252373762768,67.26000213623047,2025-01-10,58.78726584385568,58.843750132514806,False,-0.126573469255354,59.860326618653275
19,XLY,49,37,0.7551020408163265,30,35,0.8571428571428571,-0.0068409430888242,220.82000732421875,2025-01-10,226.84350051879883,225.29167704168006,True,-0.03300370868376953,226.41336233897704
7,CMI,49,36,0.7346938775510204,24,29,0.8275862068965517,-0.0004827697648816288,354.8800048828125,2025-01-10,361.1080025864698,360.9336705609643,True,-0.08840229938373555,363.73828465412083
5,VAC,49,36,0.7346938775510204,23,28,0.8214285714285714,0.011618767090106424,83.19999694824219,2025-01-10,83.17647378853223,84.14288186485753,True,-0.0869762178906617,85.19363311732492
2,DRI,49,37,0.7551020408163265,27,33,0.8181818181818182,-0.0032435487809746553,180.02000427246094,2025-01-10,173.72029891967773,173.15682865588624,False,-0.03732190816666215,174.92324090413194
29,EA,49,35,0.7142857142857143,22,27,0.8148148148148148,0.004828318621074799,140.85000610351562,2025-01-10,160.51407899315012,161.2890921096974,True,-0.030826699886982865,162.4852177468178
20,XLF,49,36,0.7346938775510204,22,27,0.8148148148148148,-0.0014453000160466422,47.31999969482422,2025-01-10,49.43660015106201,49.36514943207039,True,-0.020746834693905727,49.62006017933464
6,KR,49,33,0.673469387755102,26,32,0.8125,0.0006676492684847871,59.119998931884766,2025-01-10,58.27919971466064,58.31810977971801,False,-0.07142857671735973,58.89159590728055
14,CSCO,49,34,0.6938775510204082,26,32,0.8125,-0.0001231483210222871,58.7400016784668,2025-01-10,57.09110061645508,57.084069943268844,False,-0.028269180837098864,57.382290234218225
