Date,Close,Close_10d_ahead,XGBoost_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-07-23,189.02999877929688,173.07000732421875,177.05096,-0.02248480851681414,False,False,True,XLY
2024-07-24,181.3000030517578,170.0500030517578,187.1801,-0.09151665418742182,True,False,False,XLY
2024-07-25,180.58999633789062,173.75999450683594,196.68939,-0.11657668641598183,True,False,False,XLY
2024-07-30,184.6300048828125,178.0,184.54971,-0.035490237419024115,False,False,True,XLY
2024-07-31,187.49000549316406,177.0500030517578,184.33987,-0.03954581853103966,False,False,True,XLY
2024-08-01,182.88999938964844,182.6999969482422,187.86986,-0.02751830922060561,True,False,False,XLY
2024-08-05,171.17999267578125,185.3800048828125,195.09006,-0.04977215456791336,True,True,True,XLY
2024-08-06,173.07000732421875,185.2100067138672,185.91968,-0.0038170839641929965,True,True,True,XLY
2024-08-07,170.0500030517578,187.5500030517578,185.3803,0.011704093222509057,True,True,True,XLY
2024-08-09,174.33999633789062,187.8699951171875,184.12134,0.020359710990093628,True,True,True,XLY
2024-08-12,173.64999389648438,186.41000366210938,200.83963,-0.07184650985327254,True,True,True,XLY
2024-08-13,178.0,185.9199981689453,197.13899,-0.056909056951085786,True,True,True,XLY
2024-08-14,177.0500030517578,184.1199951171875,192.48007,-0.04343346724934587,True,True,True,XLY
2024-08-15,182.6999969482422,184.33999633789062,173.07243,0.06510316311034409,False,True,False,XLY
2024-08-16,183.1300048828125,187.1199951171875,192.749,-0.02920377283150298,True,True,True,XLY
2024-08-19,185.3800048828125,184.5500030517578,193.12976,-0.04442483466793585,True,False,False,XLY
2024-08-20,185.2100067138672,185.02999877929688,178.00009,0.03949384051007534,False,False,True,XLY
2024-08-21,187.5500030517578,187.1300048828125,187.55,-0.002239393026452825,False,False,True,XLY
2024-08-22,184.30999755859375,182.39999389648438,198.66986,-0.08189398671032044,True,False,False,XLY
2024-08-23,187.8699951171875,185.05999755859375,170.05183,0.088256404472262,False,False,True,XLY
2024-08-26,186.41000366210938,187.17999267578125,197.87039,-0.05402728053552406,True,True,True,XLY
2024-08-29,184.33999633789062,192.47999572753906,187.12973,0.028591210474721646,True,True,True,XLY
2024-08-30,187.1199951171875,192.14999389648438,173.76036,0.1058333045738775,False,True,False,XLY
2024-09-03,184.5500030517578,193.1300048828125,200.40979,-0.03632449869255925,True,True,True,XLY
2024-09-04,185.02999877929688,192.75,185.06065,0.04155041150185086,True,True,True,XLY
2024-09-05,187.1300048828125,197.13999938964844,200.53828,-0.0169458162262715,True,True,True,XLY
2024-09-06,182.39999389648438,196.69000244140625,185.21005,0.061983406390844695,True,True,True,XLY
2024-09-09,185.05999755859375,198.6699981689453,182.39973,0.08920113681490217,False,True,False,XLY
2024-09-10,187.17999267578125,200.41000366210938,187.12,0.0710239893742983,False,True,False,XLY
2024-09-12,191.17999267578125,200.5399932861328,198.39964,0.01078807557328812,True,True,True,XLY
2024-09-13,192.47999572753906,200.83999633789062,185.03001,0.08544550127175808,False,True,False,XLY
2024-09-16,192.14999389648438,200.3699951171875,182.70084,0.0967108815965147,False,True,False,XLY
2024-09-18,192.75,197.8699951171875,198.16965,-0.001512098869922076,True,True,True,XLY
2024-09-20,196.69000244140625,198.1699981689453,186.41,0.06308671356582529,False,True,False,XLY
2024-09-23,198.6699981689453,195.08999633789062,192.14987,0.015301204647060758,False,False,True,XLY
2024-09-25,199.69000244140625,198.39999389648438,200.3688,-0.00982593590767757,True,False,False,XLY
