,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
31,AFG,36,20,0.5555555555555556,17,23,0.7391304347826086,-0.0025960505289895595,137.22999572753906,2024-10-09,135.70327758789062,135.35098502232296,False
19,XLY,36,23,0.6388888888888888,16,22,0.7272727272727273,-0.0006929436400869829,198.39999389648438,2024-10-09,182.80618286132812,182.6795084795458,False
11,CAT,36,23,0.6388888888888888,16,22,0.7272727272727273,-0.0012560926240874604,396.19000244140625,2024-10-09,351.033447265625,350.5925167417067,False
15,JCI,36,22,0.6111111111111112,18,25,0.72,-0.0006050255668904129,77.69999694824219,2024-10-09,74.78730049133301,74.74205226245704,False
20,XLF,36,23,0.6388888888888888,17,24,0.7083333333333334,-0.0015850446766205836,45.77000045776367,2024-10-09,43.32580101013183,43.257127679880405,False
46,WSO,36,24,0.6666666666666666,14,20,0.7,0.001768131624718001,500.3599853515625,2024-10-09,482.7278012084961,483.5813274999434,False
44,TRN,36,24,0.6666666666666666,16,23,0.6956521739130435,-0.006358829697434351,35.11000061035156,2024-10-09,32.880900115966796,32.67181607183101,False
29,EA,36,25,0.6944444444444444,9,13,0.6923076923076923,-0.0006370256428737154,143.74000549316406,2024-10-09,145.48060012817382,145.38792525535152,True
48,SYY,36,20,0.5555555555555556,13,19,0.6842105263157895,0.0024188309495438284,74.61000061035156,2024-10-09,75.96520011901856,76.14894709615474,True
25,XLV,36,23,0.6388888888888888,15,22,0.6818181818181818,0.00038275848750662575,153.33999633789062,2024-10-09,154.4857940673828,154.5449248162613,True
43,SUN,36,27,0.75,12,18,0.6666666666666666,0.0016675004245761773,53.119998931884766,2024-10-09,53.520599365234375,53.60984498739947,True
23,XLB,36,19,0.5277777777777778,15,24,0.625,0.0003975671722919821,95.05000305175781,2024-10-09,93.1609115600586,93.19794928023568,False
38,CNI,36,22,0.6111111111111112,13,21,0.6190476190476191,0.003601603192802128,113.94999694824219,2024-10-09,117.06310028076172,117.48471511649223,True
40,EMR,36,22,0.6111111111111112,12,20,0.6,-0.0003034844347353935,110.87999725341797,2024-10-09,104.15446472167969,104.12285546282847,False
45,UNP,36,21,0.5833333333333334,10,19,0.5263157894736842,0.0027399491233722575,237.67999267578125,2024-10-09,247.72679885864258,248.40555768401111,True
30,ADBE,36,15,0.4166666666666667,5,15,0.3333333333333333,-0.004544049346502874,494.0799865722656,2024-10-09,537.644314361164,535.2012320658401,True
