,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
33,ADP,36,27,0.75,23,23,1.0,0.0036803450618319786,287.7699890136719,2024-10-09,273.8074111857264,274.81511693937676,False
1,GOOG,36,29,0.8055555555555556,15,15,1.0,0.004038471029185341,163.05999755859375,2024-10-09,162.34444498288363,163.0000683206962,False
22,XLU,36,31,0.8611111111111112,29,29,1.0,-0.0013544548734236187,78.80000305175781,2024-10-09,79.1114210213123,79.00426817156651,True
28,NVDA,36,31,0.8611111111111112,20,21,0.9523809523809523,0.005043257978149644,132.64999389648438,2024-10-09,109.63010116577148,110.1829940481211,False
10,HPE,36,31,0.8611111111111112,16,17,0.9411764705882353,-0.0036740393100681223,20.850000381469727,2024-10-09,18.093500213623045,18.02702398258147,False
21,XLRE,36,29,0.8055555555555556,23,25,0.92,-0.0014479651560461379,43.349998474121094,2024-10-09,46.33855092415911,46.27145431703926,True
37,CPB,36,29,0.8055555555555556,19,21,0.9047619047619048,8.816622317540197e-05,47.5,2024-10-09,49.40382290173377,49.408178650209436,True
24,XLP,36,27,0.75,18,20,0.9,0.0015223415218070585,81.55000305175781,2024-10-09,82.57770004272462,82.70341150427498,True
5,VAC,36,31,0.8611111111111112,17,19,0.8947368421052632,-0.0014993413749691006,72.68000030517578,2024-10-09,73.40826169256778,73.29819764854756,True
39,CTBI,36,29,0.8055555555555556,16,18,0.8888888888888888,-0.0002869597234278602,48.29999923706055,2024-10-09,48.79969966888428,48.785696120563934,True
41,PRU,36,29,0.8055555555555556,16,18,0.8888888888888888,0.0022218788141589083,122.12000274658203,2024-10-09,118.00630065917969,118.26849635855157,False
8,MA,36,24,0.6666666666666666,22,25,0.88,-5.920911175655172e-05,499.95001220703125,2024-10-09,475.7083740234375,475.6802077531564,False
32,ARCC,36,28,0.7777777777777778,14,16,0.875,-0.0013617465947512411,21.010000228881836,2024-10-09,20.61880018234253,20.59072260140637,False
26,XLE,36,26,0.7222222222222222,13,15,0.8666666666666667,-0.0005674156015660219,91.62000274658203,2024-10-09,87.6446004486084,87.59486953492083,False
9,PG,36,29,0.8055555555555556,19,22,0.8636363636363636,-0.0010717972328268398,169.27000427246094,2024-10-09,173.15390014648438,172.96831427545422,True
17,XLK,36,28,0.7777777777777778,18,21,0.8571428571428571,0.0021236495926959843,230.47000122070312,2024-10-09,215.11100280761718,215.567823201114,False
42,QSR,36,27,0.75,17,20,0.85,0.004165534262660285,70.48999786376953,2024-10-09,69.59789993286132,69.88781236964086,False
34,AVNT,36,28,0.7777777777777778,22,26,0.8461538461538461,-0.0010323101937405135,48.689998626708984,2024-10-09,46.46539958953858,46.41743288388607,False
2,DRI,36,26,0.7222222222222222,22,26,0.8461538461538461,0.002399284048854027,158.55999755859375,2024-10-09,157.159200592041,157.53627015515215,False
12,AMZN,36,28,0.7777777777777778,15,18,0.8333333333333334,0.0022448368099332503,185.1699981689453,2024-10-09,175.19060134887695,175.58387565953925,False
4,SBUX,36,25,0.6944444444444444,19,23,0.8260869565217391,0.006365328145961121,95.87999725341797,2024-10-09,95.0575984954834,95.66267130267417,False
47,NSC,36,30,0.8333333333333334,19,23,0.8260869565217391,-0.0034506489692865427,245.16000366210938,2024-10-09,246.1246987915039,245.27540885330302,True
13,KO,36,27,0.75,19,23,0.8260869565217391,0.000960372497056891,69.56999969482422,2024-10-09,70.75068664550781,70.81863365911005,True
7,CMI,36,27,0.75,23,28,0.8214285714285714,-0.0010660246044304612,333.04998779296875,2024-10-09,319.9831970214844,319.64208706045514,False
3,PAYX,36,25,0.6944444444444444,22,27,0.8148148148148148,0.0007531709966311567,139.83999633789062,2024-10-09,131.96929847717286,132.0686939252316,False
35,AXS,36,25,0.6944444444444444,22,27,0.8148148148148148,0.0008445966909979626,80.62000274658203,2024-10-09,76.55199958801269,76.616655153554,False
16,BFIN,36,31,0.8611111111111112,16,20,0.8,-0.0017359477639125541,11.979999542236328,2024-10-09,11.674699954986572,11.654433285705364,False
27,XLC,36,25,0.6944444444444444,21,27,0.7777777777777778,0.0013893422574953202,90.4800033569336,2024-10-09,88.72902480653832,88.85229979016839,False
36,BAX,36,28,0.7777777777777778,17,22,0.7727272727272727,0.002681705676689206,37.84000015258789,2024-10-09,39.30189999577677,39.40729612410012,True
6,KR,36,25,0.6944444444444444,17,22,0.7727272727272727,0.00010133475359117178,56.150001525878906,2024-10-09,56.443263016941906,56.44898268109161,True
18,XLI,36,21,0.5833333333333334,18,24,0.75,-0.0013310096339884117,136.69000244140625,2024-10-09,134.29612731933594,134.11737788006656,False
14,CSCO,36,23,0.6388888888888888,18,24,0.75,0.002775892295887461,53.560001373291016,2024-10-09,-102300.17032766582,-102584.14458234636,False
0,AAPL,36,27,0.75,17,23,0.7391304347826086,0.0009050274610835813,229.5399932861328,2024-10-09,218.62700286865234,218.82486630998287,False
