Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker,XGBoost_Predicted_Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead
2024-08-13,221.27000427246094,228.02999877929688,223.99150253295898,0.018029685058001964,True,True,True,AAPL,,
2024-08-14,221.72000122070312,226.49000549316406,227.47280059814454,-0.004320495032356405,True,True,True,AAPL,,
2024-08-15,224.72000122070312,229.7899932861328,224.5449024963379,0.02335876135010661,False,True,False,AAPL,,
2024-08-16,226.0500030517578,229.0,228.25069747924806,0.003282804955371775,True,True,True,AAPL,,
2024-08-20,226.50999450683594,220.85000610351562,228.11690246582032,-0.03185601892605709,True,False,False,AAPL,,
2024-08-21,226.39999389648438,222.3800048828125,221.02980484008788,0.006108678617806657,False,False,True,AAPL,,
2024-08-22,224.52999877929688,220.82000732421875,227.2142984008789,-0.028142115710423174,True,False,False,AAPL,,
2024-08-23,226.83999633789062,220.91000366210938,231.54719879150392,-0.045939640751053855,True,False,False,AAPL,,
2024-08-26,227.17999267578125,220.11000061035156,223.8217010498047,-0.01658329117348277,False,False,True,AAPL,,
2024-08-27,228.02999877929688,222.66000366210938,223.04020004272462,-0.0017046092163763168,False,False,True,AAPL,,
2024-08-28,226.49000549316406,222.77000427246094,228.9669969177246,-0.027065003815770212,True,False,False,AAPL,,
2024-08-30,229.0,216.32000732421875,226.8987028503418,-0.04662298811421839,False,False,True,AAPL,,
2024-09-03,222.77000427246094,216.7899932861328,227.41160217285156,-0.04670653909137604,True,False,False,AAPL,,
2024-09-04,220.85000610351562,220.69000244140625,228.61430435180665,-0.03466231884688181,True,False,False,AAPL,,
2024-09-05,222.3800048828125,228.8699951171875,226.64870025634767,0.009800607099566292,True,True,True,AAPL,,
2024-09-06,220.82000732421875,228.1999969482422,227.89059677124024,0.0013576697827182736,True,True,True,AAPL,,
2024-09-09,220.91000366210938,226.47000122070312,228.58099685668947,-0.00923521930963424,True,True,True,AAPL,,
2024-09-11,222.66000366210938,226.3699951171875,224.30190338134764,0.009220125663952946,True,True,True,AAPL,,
2024-09-12,222.77000427246094,227.52000427246094,224.61960235595703,0.012912505792382324,True,True,True,AAPL,,
