Date,Close,Close_10d_ahead,LinearRegression_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-07-17,54.79999923706055,54.5,54.56764707947711,-0.0012396920720914514,False,False,True,KR
2024-07-18,54.810001373291016,55.09000015258789,54.76556579855925,0.005924057376161984,False,True,False,KR
2024-07-19,54.5099983215332,54.33000183105469,53.46928558570188,0.016097395652934762,False,False,True,KR
2024-07-22,54.86000061035156,53.900001525878906,53.87549065475238,0.00045495402136743336,False,False,True,KR
2024-07-24,54.18000030517578,53.900001525878906,53.89295781640624,0.0001306981423558879,False,False,True,KR
2024-07-25,53.310001373291016,54.31999969482422,53.555330579313534,0.01427811400357687,True,True,True,KR
2024-07-26,54.27000045776367,53.91999816894531,54.22316040546229,-0.00559101008222375,False,False,True,KR
2024-07-29,54.20000076293945,53.2400016784668,54.87758642855725,-0.029840684634014555,True,False,False,KR
2024-07-30,54.70000076293945,52.61000061035156,54.34175788355695,-0.03186789203463354,False,False,True,KR
2024-07-31,54.5,52.70000076293945,53.473355702180356,-0.014462435152716063,False,False,True,KR
2024-08-01,55.09000015258789,52.88999938964844,53.97202573020533,-0.020047910485437644,False,False,True,KR
2024-08-05,53.900001525878906,52.7599983215332,54.08404343923377,-0.0244812523898698,True,False,False,KR
2024-08-06,54.130001068115234,52.040000915527344,53.63776737719347,-0.029788086637354872,False,False,True,KR
2024-08-07,53.900001525878906,52.709999084472656,54.66623653561907,-0.035785112989656455,True,False,False,KR
2024-08-08,54.31999969482422,52.220001220703125,54.6533602504057,-0.04452350264564948,True,False,False,KR
2024-08-09,53.91999816894531,51.95000076293945,54.48110207042244,-0.046458335299665476,True,False,False,KR
2024-08-12,53.2400016784668,52.77000045776367,54.161988662953355,-0.02570046336097329,True,False,False,KR
2024-08-14,52.70000076293945,53.2599983215332,54.16298397173027,-0.016671637786211516,True,True,True,KR
2024-08-15,52.88999938964844,52.5,53.95997141274596,-0.027056563866175363,True,False,False,KR
2024-08-16,53.189998626708984,53.209999084472656,54.455823187709726,-0.022877702150286155,True,True,True,KR
2024-08-19,52.7599983215332,53.70000076293945,54.03805058875439,-0.006255773887692472,True,True,True,KR
2024-08-26,52.77000045776367,52.29999923706055,54.345469077364186,-0.03763827739515477,True,False,False,KR
2024-08-27,52.720001220703125,51.5,54.702850821498856,-0.05854997999921603,True,False,False,KR
2024-08-28,53.2599983215332,55.20000076293945,54.9553125363995,0.004452494495011524,True,True,True,KR
2024-08-29,52.5,55.90999984741211,54.335319147021764,0.028980794170538286,True,True,True,KR
2024-08-30,53.209999084472656,56.189998626708984,53.4989163597874,0.05030162197723209,True,True,True,KR
2024-09-03,53.70000076293945,55.040000915527344,53.938070011119095,0.020429557531092435,True,True,True,KR
2024-09-04,53.36000061035156,54.619998931884766,54.28007291605117,0.006262445821679767,True,True,True,KR
2024-09-05,53.369998931884766,54.83000183105469,53.11854616719404,0.0322195501825997,False,True,False,KR
2024-09-09,51.970001220703125,56.13999938964844,53.47435117835974,0.049849098727680216,True,True,True,KR
2024-09-10,52.29999923706055,56.060001373291016,54.30558133271186,0.03230644065534295,True,True,True,KR
2024-09-12,55.20000076293945,55.470001220703125,53.61493323847199,0.034599837585921105,False,True,False,KR
2024-09-13,55.90999984741211,56.52000045776367,54.65749793419981,0.03407588334552125,False,True,False,KR
2024-09-16,56.189998626708984,57.29999923706055,54.2174708394623,0.05685489105025941,False,True,False,KR
2024-09-18,54.619998931884766,56.09000015258789,53.57485825086224,0.046946309964061725,False,True,False,KR
2024-09-19,54.83000183105469,55.619998931884766,53.95098683052136,0.030935710344026684,False,True,False,KR
2024-09-20,55.38999938964844,55.88999938964844,54.91427677566901,0.01776810460356903,False,True,False,KR
