,ticker,total_predictions,total_correct_predicions,overall_success_rate,predicted_higher_correct,total_predicted_higher,predicted_higher_success_rate,adj_sell_vs_pred_pct,latest_close,last_date_for_prediction,prediction_price,adj_prediction_price,adj_prediction_higher
22,XLU,37,31,0.8378378378378378,31,31,1.0,-0.001737974856223801,81.30999755859375,2024-10-04,133307.6956802995,133076.01025706602,True
33,ADP,37,27,0.7297297297297297,24,25,0.96,0.002411245391393521,285.1600036621094,2024-10-04,274.470703125,275.13251934298273,False
42,QSR,37,33,0.8918918918918919,20,21,0.9523809523809523,0.001206504729403883,71.76000213623047,2024-10-04,70.6128995513916,70.69809434865728,False
39,CTBI,37,32,0.8648648648648649,14,15,0.9333333333333333,-0.0022265780717655717,48.38999938964844,2024-10-04,48.18029975891113,48.07302255997685,False
8,MA,37,27,0.7297297297297297,24,26,0.9230769230769231,0.0013396713535080852,497.70001220703125,2024-10-04,484.1805975341797,484.8292404106207,False
4,SBUX,37,28,0.7567567567567568,21,23,0.9130434782608695,0.00896764833366305,96.58000183105469,2024-10-04,94.69559883117675,95.54479566024038,False
37,CPB,37,31,0.8378378378378378,19,21,0.9047619047619048,0.0009441414192171208,47.349998474121094,2024-10-04,76557.96327075166,76630.24481484648,True
12,AMZN,37,31,0.8378378378378378,18,20,0.9,-0.006876610063971254,186.50999450683594,2024-10-04,174.75799821918002,173.55625560986655,False
21,XLRE,37,29,0.7837837837837838,24,27,0.8888888888888888,-0.0006663168381578451,43.52000045776367,2024-10-04,44.72430015563965,44.69449960137111,True
48,SYY,37,29,0.7837837837837838,22,25,0.88,0.004300141690225139,75.41000366210938,2024-10-04,76.70246124267578,77.03229269400829,True
13,KO,37,31,0.8378378378378378,21,24,0.875,-0.0008367237680947137,70.16999816894531,2024-10-04,70.98050079345703,70.92110972137188,True
41,PRU,37,32,0.8648648648648649,14,16,0.875,-0.0005892993640965395,122.98999786376953,2024-10-04,118.22460083007813,118.15493114798839,False
10,HPE,37,30,0.8108108108108109,13,15,0.8666666666666667,-0.0005998505952866612,20.6200008392334,2024-10-04,17.351843473426577,17.34143495978972,False
24,XLP,37,26,0.7027027027027027,17,20,0.85,0.002453082757901495,81.47000122070312,2024-10-04,81.22367095947266,81.4229193462368,False
1,GOOG,37,26,0.7027027027027027,11,13,0.8461538461538461,-0.003212972437772868,168.55999755859375,2024-10-04,157.74082946777344,157.23401253038205,False
47,NSC,37,30,0.8108108108108109,16,19,0.8421052631578947,9.844440186541389e-05,247.9199981689453,2024-10-04,246.07599792480468,246.10022272923385,False
25,XLV,37,28,0.7567567567567568,16,19,0.8421052631578947,0.0008263961947401319,151.63999938964844,2024-10-04,154.67549682617187,154.80332006816855,True
9,PG,37,31,0.8378378378378378,19,23,0.8260869565217391,0.0002777527829930546,168.8800048828125,2024-10-04,170.84690017700194,170.89435337899187,True
